Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132
1.500,4,0,0,2,3,3,3,7,4,0,0,6,0,0,0,3,1,20,3,0,9,0,4,0,0,0,0,2,0,3,1,0,27,6,9,6,2,0,5,3,2,19,11,9,0,0,11,1,4,0,0,0,3,0,2,18,0,19,8,5,0,1,0,0,0,0,0,13,20,15,0,4,5,0,0,8,0,5,0,4,6,0,0,0,0,0,0,0,0,9,2,10,19,8,2,0,5,14,3,3,0,0,38,0,3,14,6,2,0,0,2,3,1,2,0,0,6,10,0,51,1,35,3,3,0,55,13,29,0,48,9,14
2.500,6,0,0,3,3,4,2,8,2,0,0,5,0,0,0,1,5,18,6,0,13,0,5,0,0,0,0,2,0,3,0,0,29,4,9,0,0,0,3,3,4,23,6,10,0,0,11,1,2,3,0,0,3,0,0,26,0,11,5,7,0,0,0,0,0,0,0,17,14,15,0,3,5,0,0,1,0,6,0,3,5,0,0,0,2,0,0,0,0,11,2,8,26,3,3,0,1,14,0,1,0,0,27,0,3,6,5,6,4,0,1,3,2,1,0,0,3,19,0,52,1,32,5,1,0,42,9,20,0,41,4,9
3.500,3,0,0,5,2,3,1,5,2,0,1,3,0,0,3,4,1,8,5,0,10,0,6,0,0,0,0,2,0,3,0,0,24,7,9,0,3,0,4,0,2,24,8,11,0,0,12,9,0,0,0,0,3,2,4,17,0,13,2,2,0,0,0,0,0,0,0,14,16,15,0,2,8,0,0,5,0,8,0,2,3,0,0,0,6,0,0,0,1,11,0,4,17,5,2,0,5,13,0,1,0,0,17,0,2,7,5,12,2,0,1,4,0,0,0,0,2,9,0,41,0,45,4,1,0,44,5,27,0,57,4,5
4.500,7,0,0,3,6,6,9,18,5,1,2,5,0,0,1,2,3,11,1,0,10,0,5,0,0,0,0,0,0,2,0,0,22,4,4,0,2,0,5,9,2,23,6,9,0,0,11,1,0,3,0,0,5,0,3,16,0,11,2,6,0,0,0,0,0,0,0,11,10,12,0,2,9,0,0,4,0,9,0,4,7,0,0,0,0,0,0,0,2,12,3,8,18,6,3,0,1,15,4,2,1,0,9,0,1,16,3,9,5,0,6,5,0,0,0,0,6,27,0,42,2,48,5,1,0,39,5,16,0,25,11,12
5.500,4,0,0,5,3,4,5,9,2,0,0,1,0,0,0,0,1,7,3,0,15,0,8,0,0,0,0,2,0,1,0,0,28,5,6,0,2,0,4,3,4,32,5,5,0,0,11,2,0,0,0,0,3,1,1,9,0,13,0,4,0,3,0,0,0,0,0,12,10,13,0,3,12,0,0,3,0,8,0,3,4,0,0,0,0,1,0,0,2,9,1,6,9,4,2,0,3,13,1,2,1,0,5,0,1,6,8,6,2,0,2,3,1,4,0,0,1,26,0,44,1,35,6,2,0,17,2,23,0,15,6,4
6.500,6,0,0,7,4,6,6,18,2,0,0,5,0,0,0,2,4,6,3,4,16,0,6,0,0,0,0,1,0,2,3,0,23,6,4,0,0,0,3,2,2,34,3,9,0,0,13,0,0,2,0,0,3,0,6,12,1,5,0,4,0,4,0,4,0,0,0,15,10,9,0,1,17,0,0,6,0,6,0,4,6,0,0,0,0,2,0,0,3,12,1,10,12,5,2,0,3,16,3,1,0,0,11,0,0,10,5,10,4,0,4,5,0,1,0,0,4,32,0,41,1,17,4,2,0,8,1,22,0,11,15,5
7.500,9,0,0,7,4,5,3,12,4,0,0,2,0,0,0,1,2,4,1,1,14,0,9,0,0,0,0,0,0,2,0,0,28,3,6,0,2,0,3,3,3,72,1,8,0,0,13,8,0,0,0,0,5,2,6,13,13,14,0,4,0,1,0,0,0,0,0,8,13,10,0,2,26,0,0,1,0,12,0,5,4,0,0,2,0,2,0,0,4,16,2,6,6,2,2,0,3,16,3,4,0,0,6,0,0,17,5,9,2,0,5,4,0,1,0,0,2,22,0,43,2,11,3,1,0,11,1,19,0,18,11,11
8.500,2,0,0,4,6,25,6,17,2,0,0,2,0,0,3,0,3,3,3,3,11,0,11,0,0,0,0,0,0,2,1,0,26,7,6,0,1,0,3,8,3,130,2,15,0,0,12,1,0,2,0,0,2,1,3,5,6,7,0,5,0,1,0,5,0,0,0,11,8,8,0,0,29,3,0,7,0,11,0,2,7,0,0,0,0,0,0,0,7,9,1,11,12,7,2,0,2,15,0,2,0,0,5,0,0,16,6,21,2,0,3,2,0,4,0,0,3,34,0,55,1,13,8,1,0,6,0,28,0,15,14,5
9.500,8,0,0,2,4,29,10,28,3,0,0,1,0,0,0,0,4,5,6,4,19,0,9,0,0,0,0,0,0,0,1,0,26,6,4,0,2,0,6,2,2,108,3,9,0,8,14,3,0,0,0,0,7,14,11,10,0,8,0,4,0,5,0,5,0,0,0,8,10,11,0,1,34,4,0,3,0,9,0,7,4,0,3,0,0,0,0,0,10,15,3,7,12,4,4,0,4,20,5,2,0,0,11,0,0,12,4,12,5,0,3,6,0,1,0,0,3,41,0,69,0,10,7,4,0,6,0,21,0,9,19,5
10.500,3,0,0,1,7,42,9,28,3,0,0,5,0,0,0,0,4,3,4,4,31,0,19,0,0,0,0,0,0,4,0,0,29,8,7,0,1,0,2,8,2,46,0,7,0,38,14,4,0,0,0,0,3,22,2,6,0,10,1,3,0,4,0,8,0,0,1,7,5,4,0,0,23,3,0,7,0,17,0,3,5,0,2,0,0,0,0,0,4,18,1,11,12,3,2,0,1,17,1,5,1,0,7,0,0,8,6,17,5,0,5,4,0,3,0,0,0,50,0,57,3,11,6,3,0,9,0,22,0,23,23,6
11.500,8,0,2,0,2,18,8,20,3,0,4,4,0,0,0,0,3,2,3,3,19,0,20,0,0,0,0,0,0,1,1,0,34,12,1,0,1,2,5,5,5,42,1,15,0,20,12,4,0,0,0,0,3,20,12,8,0,6,2,6,0,3,0,12,0,0,3,9,8,9,0,0,24,4,0,2,0,10,0,6,7,0,4,3,0,0,0,0,2,8,3,10,16,7,11,0,4,21,7,1,1,0,4,0,0,13,9,11,4,0,9,4,0,3,2,0,0,33,0,24,1,11,15,2,0,6,0,8,0,22,30,6
12.500,9,0,58,0,7,16,11,23,5,0,0,4,0,0,0,0,6,3,2,6,25,0,20,0,0,0,2,0,0,1,0,0,46,8,4,0,1,4,2,3,2,25,3,20,0,17,10,2,0,0,0,0,8,23,8,9,0,7,3,3,0,5,0,28,0,0,4,4,11,10,0,0,16,5,0,11,0,18,0,3,5,0,4,2,0,1,0,0,3,18,3,14,10,10,2,0,3,22,5,7,0,0,7,0,0,3,16,22,4,0,10,8,0,3,0,0,0,27,0,30,0,11,35,3,0,3,3,7,0,14,35,6
13.500,9,0,32,0,6,6,13,18,2,0,0,1,0,0,2,0,7,1,2,7,23,0,10,0,0,0,24,0,0,3,1,0,32,8,3,0,2,3,6,9,2,27,0,9,0,18,15,2,0,0,0,0,3,19,9,4,0,10,6,3,0,6,0,14,0,0,7,5,7,3,0,0,20,1,0,6,0,16,0,5,5,0,5,0,0,3,0,0,3,16,1,11,7,11,10,0,2,18,4,8,0,0,8,0,0,4,27,11,3,0,8,4,0,6,0,0,0,24,2,29,3,15,16,3,0,8,6,5,0,13,55,5
14.500,5,0,22,0,7,11,16,23,6,0,0,4,0,0,1,0,20,1,1,12,36,0,14,0,0,0,20,0,0,1,2,0,24,7,4,1,10,9,0,12,6,26,0,7,0,12,15,7,0,2,0,0,10,19,20,8,0,8,12,5,0,5,0,10,0,0,9,13,9,8,0,0,22,6,0,11,0,21,0,9,6,0,7,0,0,1,0,0,2,14,3,16,13,14,3,0,0,17,5,10,0,0,3,0,0,4,47,16,8,0,45,4,1,2,3,0,0,19,1,31,1,14,14,3,0,5,6,6,0,15,56,5
15.500,7,0,24,0,7,5,16,27,3,0,0,3,0,0,0,0,13,1,2,9,40,0,16,0,1,0,25,0,0,1,1,0,17,6,4,1,11,10,8,10,3,26,1,19,0,12,11,5,0,1,0,0,5,13,34,7,0,6,22,5,0,10,0,8,0,0,13,8,4,7,0,0,24,5,0,6,0,23,0,5,8,0,8,0,0,0,0,0,2,23,2,20,12,14,9,0,0,15,9,11,1,0,6,0,0,7,30,21,5,0,30,7,0,7,4,0,0,18,0,34,15,10,12,6,0,6,5,6,0,7,15,7
16.500,20,0,21,2,6,12,22,15,7,0,0,3,0,1,0,0,8,0,6,15,27,0,14,0,3,0,21,0,0,3,2,0,12,14,5,0,10,13,0,17,4,23,2,5,0,15,13,3,0,2,0,0,8,22,35,5,0,3,19,2,1,8,0,7,0,0,22,9,9,5,0,0,27,3,0,11,0,31,0,8,5,0,11,5,0,0,0,0,3,18,3,14,9,19,2,0,0,12,18,14,2,0,6,0,0,0,34,15,4,0,24,5,2,4,6,0,0,19,1,28,8,11,15,2,0,3,6,10,0,9,0,4
17.500,26,0,26,1,8,4,26,25,3,0,6,2,0,3,0,0,8,0,0,7,23,0,16,0,5,0,22,0,0,2,1,0,6,16,2,3,10,19,9,23,3,31,0,17,0,14,16,1,1,1,0,0,8,22,43,6,0,10,21,9,2,10,0,6,0,0,29,9,7,3,0,0,26,5,0,11,0,39,0,5,8,0,8,2,0,0,0,0,0,18,2,17,15,16,5,0,0,13,5,0,1,0,3,0,0,0,23,25,8,0,28,7,1,10,9,0,0,7,1,36,1,14,18,8,0,2,10,14,0,16,0,7
18.500,40,0,35,0,7,8,50,20,8,0,0,5,0,4,0,0,7,0,0,6,21,0,18,0,4,0,21,0,0,29,0,0,0,33,3,0,11,18,3,12,3,31,0,13,0,17,6,8,0,3,0,0,9,20,30,8,0,6,19,1,2,16,0,7,0,0,19,9,6,4,0,0,28,5,0,9,0,33,0,9,6,0,5,0,0,1,2,0,2,24,0,15,14,14,5,0,0,11,4,0,0,0,5,0,0,4,25,22,4,0,26,6,2,11,9,0,0,20,1,39,3,17,14,4,0,5,16,13,0,14,0,4
19.500,22,0,24,1,13,5,23,24,6,0,0,4,0,6,2,0,8,0,0,5,13,0,16,0,6,0,20,0,0,31,2,0,0,46,3,3,6,20,6,18,12,25,1,9,0,29,3,7,0,1,0,0,11,12,33,4,0,7,19,6,5,18,0,6,0,0,12,11,11,5,0,0,27,4,0,13,0,29,0,9,7,0,5,0,0,2,18,0,3,24,0,15,20,15,3,0,0,10,6,0,1,0,8,0,0,6,25,37,11,0,23,6,3,6,15,0,0,14,1,39,2,14,15,7,0,2,12,11,0,9,0,4
20.500,13,0,11,0,14,3,12,29,8,0,0,5,0,5,0,0,9,0,9,5,19,0,0,0,7,2,21,0,0,15,8,0,0,37,6,2,12,25,5,15,11,36,1,15,0,36,0,5,4,3,0,0,11,18,23,8,0,3,33,3,4,23,0,3,0,0,14,7,8,1,13,0,17,4,0,14,0,30,0,6,7,0,5,0,0,2,17,0,0,20,0,30,12,10,7,0,0,10,35,0,1,0,5,0,0,2,24,20,9,0,40,8,3,20,13,0,0,9,3,60,2,12,18,12,0,3,15,12,0,13,0,7
21.500,9,0,13,1,8,9,11,55,8,0,0,4,0,5,0,0,10,2,0,6,11,0,0,0,7,2,23,0,0,11,4,6,2,43,4,3,12,39,3,8,47,38,0,22,0,79,0,7,1,4,6,0,13,17,27,5,0,8,48,8,31,12,0,8,0,0,13,12,6,7,12,0,12,2,0,15,0,26,0,12,7,3,6,7,0,0,19,0,0,22,0,5,9,18,3,0,0,9,21,0,2,0,4,0,0,0,27,12,29,0,36,6,5,15,16,0,0,18,1,42,5,15,23,13,0,4,8,18,0,20,0,3
22.500,7,0,11,2,7,2,8,54,7,0,5,8,0,10,0,0,5,15,0,5,13,0,0,0,8,0,23,0,0,12,7,16,3,26,2,2,8,31,8,10,52,26,0,19,0,37,0,7,4,6,7,0,12,11,23,6,0,9,14,7,54,19,0,8,0,0,11,10,8,2,4,0,20,5,0,19,0,18,0,7,10,7,0,1,0,0,15,0,5,46,0,4,11,13,2,0,0,8,17,0,2,0,8,0,2,4,27,11,31,0,33,12,8,21,18,0,0,11,4,39,3,15,34,15,0,3,16,14,0,39,0,6
23.500,6,0,9,1,6,6,7,42,9,0,3,10,0,7,1,0,9,15,1,7,11,0,0,0,9,2,26,0,0,7,4,15,5,20,6,4,12,22,0,1,37,42,1,36,0,17,0,9,4,9,9,0,11,15,17,8,0,2,6,8,69,19,0,9,0,0,11,11,11,5,8,0,51,2,0,21,0,10,0,10,10,6,0,0,0,0,18,0,0,35,0,0,7,13,8,0,0,8,27,0,1,0,7,0,1,6,42,10,20,0,23,5,6,28,22,1,0,16,2,29,4,6,40,20,0,7,6,16,0,38,2,8
24.500,5,0,12,2,4,5,6,30,9,0,0,7,0,11,3,0,8,16,8,4,16,0,0,0,6,4,36,0,0,10,11,14,5,19,5,2,11,27,6,4,44,22,0,29,0,11,0,10,6,5,7,0,15,11,19,4,0,5,2,19,79,16,0,6,0,0,11,12,9,4,0,0,57,5,0,16,0,11,0,7,8,9,11,0,0,2,16,0,0,39,0,3,6,19,5,0,0,6,19,0,2,0,18,0,1,6,24,11,20,0,25,9,2,24,34,6,0,14,5,36,4,8,25,24,0,2,9,19,0,36,4,3
25.500,0,0,6,0,3,7,4,26,11,0,3,6,0,10,2,0,11,19,1,4,12,0,0,0,9,5,31,0,0,4,10,12,9,12,5,4,9,31,0,1,41,27,0,17,0,11,0,12,16,9,9,0,12,19,18,6,0,7,2,73,49,22,0,15,0,0,12,12,0,7,6,0,82,3,0,18,0,8,0,9,13,13,0,17,19,3,15,0,0,53,0,0,10,26,4,0,0,5,19,0,4,0,25,0,0,2,24,10,16,0,35,15,3,27,34,0,1,13,5,26,2,7,27,26,3,4,7,18,0,33,6,6
26.500,0,0,12,1,3,8,6,20,7,0,4,6,0,15,4,0,10,21,4,8,14,0,0,0,6,2,28,0,0,9,12,12,6,20,4,4,16,28,4,1,11,37,0,17,0,11,0,23,13,10,7,0,13,12,14,8,0,8,0,47,44,20,0,29,0,0,9,16,4,6,1,0,65,1,0,20,0,6,0,8,10,14,0,22,19,0,17,0,5,77,0,0,4,9,5,0,0,9,20,0,6,0,19,0,2,4,16,15,19,0,27,9,2,39,20,0,8,22,5,24,2,8,36,23,0,4,12,19,0,40,10,6
27.500,0,0,1,2,3,3,2,19,6,0,2,4,0,13,4,2,10,29,6,3,9,0,0,0,6,3,22,0,0,4,20,17,6,8,9,4,11,41,0,2,9,33,0,13,5,13,0,19,6,11,7,0,15,22,14,5,0,3,0,30,40,22,0,30,0,0,13,10,0,5,0,0,58,2,0,24,0,9,1,6,15,13,8,15,18,0,19,0,0,43,2,0,6,7,6,0,0,2,18,0,5,0,28,0,2,8,14,18,14,1,39,17,1,48,18,2,6,17,14,26,1,6,21,16,6,4,6,18,0,48,16,7
28.500,0,0,12,1,3,1,6,16,6,0,11,7,0,20,3,2,8,39,7,8,13,0,0,0,8,4,16,0,0,4,24,18,11,16,4,4,11,26,0,0,12,27,1,5,7,12,0,90,5,6,8,0,12,12,14,4,0,6,0,22,36,20,0,48,0,40,7,0,0,10,5,0,58,0,0,24,0,8,27,10,19,12,2,12,15,3,13,0,0,40,2,0,9,11,6,0,0,9,25,0,7,0,27,0,1,5,15,10,20,3,15,16,2,83,12,6,4,22,19,20,4,11,15,18,15,5,2,19,0,53,40,4
29.500,0,0,9,2,4,1,1,13,7,0,19,5,0,18,8,13,17,35,7,5,17,0,0,0,5,6,14,0,0,6,29,34,7,14,9,4,20,17,0,1,11,37,0,4,15,13,0,111,3,20,1,0,14,20,8,10,0,8,0,17,26,25,0,31,0,33,16,0,2,7,0,0,40,0,0,26,0,9,22,5,21,13,1,15,18,3,20,0,0,25,0,0,2,16,6,0,0,4,19,0,9,0,32,1,3,3,13,7,17,3,22,20,1,67,12,0,7,21,26,21,1,6,12,14,10,5,3,18,0,57,31,6
30.500,0,0,9,3,1,3,2,12,5,3,26,6,0,25,7,2,10,36,15,20,15,0,0,0,6,3,10,0,0,8,41,49,8,12,7,5,23,19,0,2,30,26,1,5,23,13,0,137,5,13,7,0,14,18,9,3,0,4,6,17,23,31,0,16,0,35,9,0,4,7,2,0,48,0,0,7,2,7,18,8,22,10,5,8,24,0,22,0,5,33,3,0,8,10,7,0,0,2,25,0,7,0,23,0,5,7,16,7,18,9,39,21,8,54,13,2,4,28,20,14,2,11,7,12,0,5,2,14,0,85,22,9
31.500,0,0,10,1,1,0,2,13,5,52,59,8,0,23,2,0,14,37,9,22,22,5,0,0,3,4,5,0,0,19,73,39,12,17,9,5,54,13,0,0,35,29,0,9,36,13,0,89,8,14,8,0,15,22,9,7,0,6,14,16,19,23,0,14,0,58,4,0,5,12,1,0,44,0,0,8,0,4,10,5,21,9,3,12,22,1,20,0,3,26,4,0,3,13,7,0,3,0,26,1,15,2,12,0,8,8,23,5,17,4,55,25,18,67,12,7,3,26,19,17,3,4,25,11,0,5,2,11,0,107,14,2
32.500,0,0,9,3,3,1,0,13,4,5,51,6,0,33,0,0,17,62,15,15,21,13,0,0,6,9,9,0,0,10,153,35,9,35,15,4,63,14,0,0,6,25,1,13,8,13,0,134,7,16,6,0,17,26,8,8,0,7,16,21,9,29,0,17,0,19,26,0,11,11,5,0,40,1,0,8,5,5,14,4,13,8,2,3,21,5,26,0,3,35,4,0,3,10,5,0,13,0,26,3,15,20,17,3,17,7,14,8,24,15,36,31,14,63,12,3,7,48,17,13,2,14,30,15,0,6,2,14,0,95,13,7
33.500,0,0,11,3,2,3,0,13,3,0,41,10,0,37,0,0,26,38,25,23,19,13,0,24,5,4,13,0,0,8,109,32,10,23,17,5,19,11,0,0,0,22,1,12,8,14,0,99,8,18,5,0,15,24,4,5,0,46,12,15,16,27,0,15,2,8,7,0,6,12,1,0,38,1,0,10,4,17,10,2,19,9,1,14,24,0,43,0,5,35,7,2,5,8,7,0,12,0,26,3,20,45,15,0,9,4,4,10,14,19,36,47,11,57,10,3,6,50,35,14,3,5,47,9,0,3,1,15,0,87,15,6
34.500,0,0,4,2,1,0,0,13,4,4,32,7,0,49,3,0,32,17,42,19,10,13,0,30,72,7,8,0,0,7,64,37,7,13,19,9,16,13,0,0,3,33,0,9,4,14,0,45,9,17,2,0,21,31,3,7,0,121,14,15,9,24,0,17,6,4,6,0,7,12,1,0,30,2,0,9,2,13,11,6,20,5,6,9,21,7,39,0,5,35,9,1,4,11,10,0,11,0,33,4,30,4,15,0,6,9,2,45,15,38,29,54,8,37,13,8,7,36,29,9,4,12,33,8,0,0,1,8,0,81,8,5
35.500,0,0,4,7,1,0,0,10,5,5,23,11,0,53,1,0,21,11,33,21,11,14,0,35,158,8,14,0,0,5,39,39,7,10,27,6,6,10,0,0,0,30,1,12,2,14,0,31,5,18,5,0,51,30,7,6,0,73,15,18,9,25,0,17,9,11,20,0,5,14,3,0,30,3,0,9,5,16,12,4,17,8,3,7,17,12,28,0,7,25,16,0,2,10,10,8,12,0,33,8,33,3,19,4,4,12,1,27,13,43,5,64,7,37,10,2,7,32,30,16,3,13,23,14,0,0,23,11,0,96,11,8
36.500,0,0,6,3,2,0,0,16,2,6,18,14,0,70,0,0,20,10,7,31,11,10,0,33,119,9,8,0,0,4,30,35,7,6,33,6,13,11,0,0,0,40,5,19,5,16,0,37,5,17,2,0,29,34,3,6,0,40,15,22,12,24,0,16,7,11,20,0,7,13,1,0,22,1,0,6,5,17,11,3,12,6,3,11,17,2,29,0,6,31,23,0,5,14,8,16,12,0,43,10,44,0,25,0,4,6,0,27,16,64,8,51,11,10,10,11,18,53,26,6,2,13,17,10,4,0,32,10,0,100,13,1
37.500,0,0,1,7,4,1,0,18,3,32,17,13,0,49,1,0,7,2,1,29,11,5,0,37,83,9,12,0,0,4,27,28,7,8,39,4,11,7,0,0,0,44,2,14,5,15,0,38,6,21,1,0,38,31,5,8,0,63,14,23,7,19,0,17,13,14,15,0,5,13,4,0,25,3,0,8,5,16,11,3,17,2,1,9,18,0,27,0,8,29,12,0,2,6,10,19,15,0,25,13,48,2,28,2,0,12,0,23,13,54,6,64,9,10,11,6,6,51,34,9,6,15,8,8,20,0,34,8,0,137,2,12
38.500,0,0,2,9,0,0,0,18,1,38,11,17,0,39,3,0,5,7,0,29,12,6,2,45,66,11,17,0,0,4,20,29,5,5,62,6,10,11,0,0,0,41,4,12,0,18,3,38,5,22,0,0,43,30,26,6,0,78,15,22,4,20,0,14,24,23,32,6,16,10,2,0,23,2,0,8,5,16,10,5,11,8,6,9,14,0,23,0,5,24,8,0,2,13,12,9,13,0,26,16,37,2,36,3,0,10,0,20,17,43,4,47,9,12,14,9,4,56,42,9,3,17,9,13,61,0,34,12,0,147,0,0
39.500,0,0,3,8,1,0,0,20,2,55,8,19,0,32,1,0,8,9,0,23,14,3,13,47,58,11,10,0,0,1,18,25,5,2,98,6,12,3,0,0,0,40,6,11,5,20,2,26,6,30,0,0,45,28,27,6,0,92,19,22,5,15,0,13,48,20,39,42,7,8,3,0,28,3,0,4,17,19,9,4,14,2,3,13,18,0,25,0,18,19,9,2,1,13,13,15,16,0,19,38,37,4,41,0,0,9,0,24,12,40,6,32,11,13,14,8,0,60,48,5,7,0,11,12,42,0,38,4,0,115,0,9
40.500,0,0,2,12,1,0,0,16,6,28,10,22,0,39,0,0,9,2,0,25,83,3,5,55,59,9,19,0,0,4,13,21,5,2,55,3,10,8,0,0,0,44,8,13,4,27,8,32,6,43,0,0,57,27,37,26,0,121,15,20,10,14,0,10,45,24,18,20,7,7,11,0,28,4,0,2,29,22,9,6,17,3,7,15,21,0,25,0,37,21,5,3,1,10,11,8,16,0,16,43,26,3,51,5,0,18,0,27,27,35,5,20,12,15,21,10,0,69,24,7,5,0,13,18,35,0,42,13,0,84,0,2
41.500,0,0,4,12,3,0,0,18,1,18,7,27,0,37,8,0,7,22,0,25,112,2,4,62,50,15,17,0,0,3,3,21,5,0,25,6,12,8,0,0,0,37,12,7,1,22,18,29,17,30,0,0,57,31,23,53,0,139,21,23,4,14,0,11,47,24,24,20,9,7,10,0,25,3,3,1,26,17,7,6,11,55,8,7,10,0,28,0,47,18,6,2,2,19,15,10,16,0,19,31,29,7,55,0,0,8,0,22,28,35,8,7,14,15,12,9,0,88,20,1,6,0,13,18,44,0,38,5,0,42,0,5
42.500,0,0,1,11,2,0,0,14,3,16,4,35,0,41,16,0,8,40,0,24,54,3,0,47,55,16,18,0,3,1,0,21,5,0,51,7,13,5,2,0,0,41,6,2,4,16,10,25,15,24,0,33,44,28,17,34,0,182,21,34,3,14,0,13,47,22,19,16,19,4,17,0,32,4,4,2,29,15,9,9,16,34,26,22,15,0,27,0,54,22,9,1,4,10,18,3,17,0,15,33,24,8,114,16,0,21,0,28,28,37,4,10,12,16,10,11,0,77,11,6,9,0,29,25,7,0,41,10,0,3,0,5
43.500,32,0,2,15,1,0,0,16,1,14,6,45,0,37,8,0,10,37,0,15,45,2,4,35,48,17,15,0,6,2,0,21,6,2,38,4,13,4,0,0,0,39,4,11,1,10,2,27,19,21,0,44,36,28,12,40,0,101,30,34,4,12,0,11,45,26,16,15,8,5,22,0,24,4,8,2,38,14,7,15,12,35,21,20,8,0,27,0,45,16,7,0,1,17,17,8,16,0,13,59,27,4,149,20,0,25,0,27,33,36,6,5,14,16,8,14,7,61,11,3,5,0,32,31,8,0,41,5,0,4,0,6
44.500,68,0,4,12,1,0,0,11,4,8,2,49,0,36,6,0,13,24,0,14,31,2,2,22,61,18,23,0,5,5,0,17,6,0,31,8,10,3,6,2,0,37,4,11,5,12,0,16,15,21,0,31,15,30,22,27,0,58,31,25,5,12,0,8,44,26,21,16,13,6,29,0,25,6,8,3,31,20,6,24,7,32,15,32,12,0,33,0,40,22,9,0,3,21,21,2,15,0,15,85,28,2,130,32,13,22,0,32,33,25,6,5,20,14,6,24,8,47,12,3,10,0,23,34,7,0,40,8,0,3,0,5
45.500,183,0,2,13,2,0,0,8,7,3,1,46,4,31,1,0,15,24,0,14,27,3,2,23,49,19,17,0,5,0,0,22,0,1,23,10,16,2,15,3,0,46,2,7,0,6,0,14,16,19,2,44,15,30,19,32,0,51,44,24,4,11,1,10,44,27,16,12,22,5,15,0,27,4,16,3,23,23,6,62,5,30,18,44,3,0,41,0,37,15,6,6,3,24,12,8,18,0,9,97,27,1,90,22,43,31,0,50,43,28,5,4,18,12,8,32,9,36,9,6,9,0,16,29,4,5,34,6,0,4,0,6
46.500,18,0,3,13,3,0,0,6,9,8,4,60,8,15,2,0,26,21,0,11,15,1,3,35,42,16,24,0,1,0,0,18,0,0,25,14,14,0,7,5,0,47,3,10,5,9,0,12,12,13,30,54,11,30,22,34,2,42,21,16,4,10,4,8,33,30,26,19,71,7,15,0,23,5,21,2,25,24,8,71,0,31,27,114,9,0,41,0,35,23,16,3,2,28,15,3,16,0,19,96,27,0,85,13,85,5,0,60,30,28,7,0,16,16,6,17,9,28,6,5,9,0,16,12,7,0,35,7,0,2,0,4
47.500,5,0,2,8,1,0,0,5,28,7,1,58,9,12,4,2,12,22,0,28,14,4,1,39,52,25,25,0,1,0,0,19,0,0,18,19,14,0,3,9,0,46,0,13,1,3,0,16,8,18,15,56,4,34,22,26,10,33,17,16,1,10,2,10,25,35,21,16,68,3,13,0,26,6,27,5,22,22,4,55,0,33,25,121,7,0,41,0,42,22,14,1,3,38,13,8,14,0,9,83,26,0,57,8,40,9,0,103,26,29,8,3,21,13,5,16,8,21,11,5,14,0,9,4,4,0,37,4,0,2,0,5
48.500,0,0,3,19,3,0,0,11,30,8,1,40,9,11,2,9,6,35,0,33,8,2,3,26,41,28,21,0,0,0,0,17,0,0,25,28,13,0,0,12,0,59,3,20,5,5,0,16,3,12,10,95,7,48,25,34,30,24,9,12,2,9,5,9,34,46,22,18,77,4,5,0,23,10,50,6,26,22,7,52,0,28,31,73,6,0,44,10,48,23,11,0,3,48,17,3,13,0,23,78,27,0,61,7,27,7,0,97,21,25,8,0,22,9,5,15,9,7,4,4,7,0,9,0,5,7,29,6,0,1,0,7
49.500,3,0,4,7,3,0,0,6,8,7,1,28,8,8,3,16,1,25,0,37,9,3,1,19,50,30,26,2,0,3,0,22,0,0,16,41,18,0,0,7,0,59,0,15,1,7,0,8,1,5,5,192,7,52,18,36,18,27,8,11,1,8,6,9,21,73,24,21,129,5,15,0,25,7,66,8,34,24,7,60,0,39,25,58,7,0,18,44,35,25,14,7,3,70,12,14,11,0,12,61,28,0,55,4,19,4,0,11,15,19,6,0,27,15,5,11,6,9,7,3,12,0,7,0,4,0,23,5,0,4,0,7
