Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163,Slice164,Slice165,Slice166,Slice167
9.500,0,0,22,11,11,7,2,4,0,2,4,4,4,0,4,17,6,8,4,84,0,5,9,0,16,5,0,12,16,6,15,7,3,10,0,14,5,23,6,4,7,0,5,0,13,1,0,23,4,15,0,5,6,17,3,11,0,13,8,0,11,0,3,19,3,0,0,9,0,9,4,2,12,1,9,2,0,14,0,4,0,10,17,10,11,0,10,4,63,10,10,7,1,7,16,12,6,5,0,0,4,2,10,0,1,0,26,11,0,0,5,45,3,11,7,0,12,9,12,14,1,14,0,26,0,9,11,2,3,7,28,0,12,15,0,1,1,6,5,0,4,21,4,4,0,1,1,9,35,9,3,4,1,0,3,10,4,0,2,3,31,10,13,0,8,3,0
10.500,0,0,27,15,15,0,5,2,5,0,4,5,0,0,3,14,4,11,5,38,0,4,1,1,24,5,1,12,13,10,11,3,8,8,2,7,2,36,0,1,6,0,3,0,11,4,0,18,6,18,0,1,6,12,1,11,7,17,4,0,12,0,3,21,3,0,0,13,3,11,6,4,8,1,6,3,0,11,0,3,0,7,21,5,9,0,0,2,36,7,6,4,0,10,11,13,4,5,0,1,8,8,14,0,2,0,21,4,2,0,12,48,6,8,6,0,12,11,10,12,4,17,0,29,0,7,9,1,0,6,40,0,9,8,0,4,2,1,17,0,5,26,3,7,0,1,0,16,45,8,5,6,4,1,7,18,5,2,6,6,27,11,8,0,10,1,0
11.500,2,0,29,20,9,4,3,0,0,1,8,4,0,0,4,10,8,10,2,20,0,6,0,2,33,5,0,11,14,7,14,4,3,5,2,6,8,23,9,1,18,0,4,0,7,2,0,11,5,13,0,2,7,32,2,10,13,14,7,0,10,0,2,22,10,0,0,9,3,8,5,2,8,5,7,1,0,12,0,3,0,8,20,8,9,0,0,2,29,10,6,4,0,13,17,16,7,7,0,7,7,1,17,0,1,0,29,0,4,0,4,51,8,11,5,0,15,8,16,10,5,22,0,39,0,13,7,4,0,6,41,5,11,12,0,3,2,1,21,0,13,42,3,4,0,0,0,12,33,5,3,2,1,2,5,22,4,3,3,4,25,9,8,0,7,3,0
12.500,1,0,20,15,20,7,19,1,0,4,7,5,0,0,5,17,6,15,1,13,0,3,0,5,26,6,1,15,11,3,13,6,7,10,2,4,3,17,2,1,9,0,1,0,15,2,0,9,5,18,0,1,6,65,2,6,12,0,6,0,9,0,6,29,12,0,0,9,5,11,7,3,14,1,4,4,0,14,0,6,0,8,21,4,9,0,7,3,24,9,5,6,0,6,9,12,7,8,0,0,6,7,11,0,1,0,28,0,0,0,8,42,12,10,7,0,10,6,13,12,5,20,1,25,0,15,8,2,0,6,26,1,7,11,0,3,0,1,27,0,6,22,5,7,0,6,0,15,24,6,4,5,1,0,8,19,4,3,8,4,6,12,12,0,16,1,0
13.500,6,0,23,13,16,6,15,3,5,0,9,6,0,0,3,14,2,16,0,16,0,3,0,0,24,5,1,13,12,3,18,5,8,9,1,5,3,17,7,4,26,0,2,0,10,3,0,8,7,14,0,24,7,19,1,5,9,0,7,0,11,0,5,29,27,0,2,13,4,12,4,2,11,1,7,1,0,14,0,4,0,11,29,4,12,0,4,5,18,16,6,7,2,6,13,5,9,13,0,4,2,3,9,0,11,0,35,0,1,0,11,36,11,17,7,0,14,7,19,4,2,25,0,49,0,19,8,1,0,8,30,6,14,13,0,5,1,1,20,0,8,32,10,3,0,0,0,21,29,8,13,7,3,1,5,20,6,4,10,7,3,7,9,0,13,2,0
14.500,25,0,12,17,15,3,23,3,0,0,10,4,10,0,10,13,8,28,0,16,0,3,0,1,26,6,2,11,11,5,14,7,4,9,2,5,5,14,9,2,33,0,4,0,7,4,1,3,7,18,0,27,8,32,2,6,12,5,7,0,19,0,3,39,67,0,0,7,5,9,5,1,12,4,5,2,0,21,0,2,0,12,37,9,14,0,0,3,16,7,7,8,1,1,13,2,10,16,0,4,2,7,6,0,2,0,30,0,5,0,7,47,10,5,8,0,14,8,10,11,2,22,0,48,1,12,16,5,0,8,15,1,13,15,0,3,1,2,23,0,11,30,8,7,0,0,0,20,23,4,3,5,1,6,7,19,6,6,7,0,9,13,13,0,14,3,0
15.500,36,0,15,7,22,4,21,3,1,2,3,7,1,0,18,16,8,17,0,16,0,0,0,2,21,6,0,12,11,3,19,6,8,7,2,2,5,17,2,1,47,0,0,0,13,3,4,11,7,22,0,23,7,10,1,5,12,0,4,0,30,0,7,31,47,0,0,11,5,11,7,5,16,3,3,3,0,15,0,0,0,11,38,16,4,0,0,19,14,10,4,10,0,2,10,5,9,30,0,3,0,4,5,0,2,0,21,0,0,0,9,23,10,16,6,0,14,4,18,9,2,42,4,52,2,14,11,3,0,11,23,1,14,15,0,12,0,3,27,0,8,28,10,4,0,5,0,27,21,7,4,11,2,20,7,14,10,6,6,9,4,11,12,0,25,1,0
16.500,34,0,13,10,26,9,21,2,4,3,0,7,1,0,16,16,3,15,0,10,0,3,0,5,29,6,0,12,23,4,16,6,5,11,4,5,4,12,17,2,35,0,0,0,10,4,8,8,9,18,0,24,7,28,3,6,10,0,6,0,34,0,6,18,50,0,1,12,8,14,4,1,11,2,7,1,1,19,0,0,0,12,29,18,6,0,11,15,15,7,8,13,0,4,9,0,12,40,0,3,1,1,5,0,0,0,22,0,0,0,11,13,15,7,8,0,18,10,20,6,1,39,7,49,4,7,15,0,0,13,24,2,21,16,0,5,1,5,27,0,18,32,7,4,0,5,0,40,20,8,5,31,3,56,11,20,19,7,10,4,5,14,21,0,30,2,0
17.500,25,1,13,14,23,14,9,2,0,2,0,7,3,0,21,12,4,7,0,11,0,1,0,1,24,6,0,9,17,4,22,8,8,13,1,4,5,19,4,6,30,0,0,0,9,5,15,8,5,19,0,22,8,14,3,8,13,2,6,0,33,0,4,14,65,0,3,9,8,7,5,3,11,2,6,2,2,21,2,0,0,15,32,17,7,0,0,16,9,17,2,16,3,0,10,2,13,58,8,5,1,8,4,0,10,0,26,0,4,0,11,21,20,17,7,0,31,1,16,7,0,18,6,67,7,5,16,7,0,22,11,4,27,16,0,7,0,1,29,0,15,26,8,7,0,3,0,47,16,5,4,34,0,20,14,20,22,8,10,18,14,8,13,1,62,3,0
18.500,17,3,10,14,23,13,21,2,3,2,0,12,2,0,26,18,13,11,14,13,0,4,0,2,24,5,0,12,19,2,23,4,7,14,4,4,4,15,23,3,31,0,0,0,12,8,21,11,10,15,0,25,6,17,5,7,15,5,4,0,24,0,13,13,55,0,13,8,10,13,9,3,18,4,5,4,2,24,2,0,0,15,31,27,9,0,0,17,7,11,4,32,3,14,14,7,16,31,8,5,0,6,3,0,6,0,28,0,2,0,17,22,22,9,11,0,33,7,24,8,0,10,13,73,16,10,31,1,0,50,26,3,17,26,0,3,0,2,53,0,20,24,5,2,0,1,0,26,16,9,14,34,2,1,12,17,22,9,9,25,1,20,17,0,47,1,0
19.500,22,4,13,9,44,14,26,5,2,4,0,4,19,1,24,15,3,7,12,10,0,2,0,5,22,5,1,8,20,8,31,10,10,20,3,5,4,0,7,3,27,0,2,0,10,4,9,7,9,18,0,31,12,18,7,8,11,1,7,0,19,0,7,8,52,0,16,16,17,14,8,0,9,2,9,7,4,22,1,0,0,11,38,34,9,0,0,20,12,8,0,38,3,26,10,3,21,28,10,8,1,2,2,0,0,0,34,0,1,0,25,14,25,15,10,0,32,9,17,7,2,5,38,104,24,6,24,7,0,43,17,0,15,35,0,5,1,2,60,0,28,21,6,9,0,1,0,6,15,5,5,38,5,1,16,22,24,7,11,51,4,18,13,1,33,2,0
20.500,17,4,14,24,34,21,20,3,2,1,0,8,23,23,27,16,7,11,11,16,0,1,0,1,22,3,1,9,14,7,38,5,6,24,2,3,5,0,14,6,43,0,3,0,12,10,8,12,8,16,0,36,9,25,7,9,19,6,4,0,22,0,10,12,60,0,12,10,19,7,22,5,17,5,4,10,3,22,1,0,0,14,64,26,13,0,7,16,8,9,5,100,7,16,11,2,1,37,6,11,0,6,1,0,8,0,30,0,3,0,23,21,31,13,12,0,32,8,15,7,2,7,0,91,29,7,32,6,0,31,23,0,12,51,0,5,0,3,61,0,25,25,4,2,0,0,0,7,17,5,7,54,0,2,16,28,24,7,13,32,12,19,8,4,38,3,0
21.500,17,10,7,31,64,13,22,2,4,1,0,7,22,20,28,13,11,12,13,18,0,2,0,2,22,6,2,9,17,16,78,9,7,39,4,4,4,2,15,10,30,0,0,0,11,8,7,10,13,12,0,37,8,31,12,8,12,3,4,0,20,0,11,5,70,0,9,9,18,13,17,1,14,2,6,16,4,25,4,0,0,11,80,18,8,0,4,16,11,20,2,126,4,22,9,9,0,41,7,10,1,6,0,0,5,0,37,0,3,0,20,13,56,14,12,0,31,17,15,4,5,6,0,51,33,5,26,4,2,26,22,3,11,37,0,16,1,3,84,0,36,23,4,17,0,4,0,6,19,7,5,62,0,1,25,35,38,8,11,28,10,28,13,2,23,3,0
22.500,11,10,14,22,74,17,18,4,2,7,0,14,27,12,27,16,6,11,12,17,0,2,0,5,24,6,0,10,18,32,48,6,11,31,4,4,6,1,10,7,41,0,4,0,11,13,4,11,9,15,0,29,17,13,14,9,15,10,6,0,19,0,14,11,32,0,11,16,24,11,17,3,13,1,7,13,5,25,12,0,0,12,22,26,12,0,0,18,14,8,3,36,2,27,16,4,0,40,6,18,0,5,0,0,10,0,40,0,1,0,15,0,34,17,19,0,37,3,12,5,9,8,0,50,25,4,34,8,2,23,26,2,15,34,0,3,1,4,74,0,51,10,4,21,0,1,0,5,15,8,6,52,8,0,23,28,25,8,14,22,6,29,10,2,20,0,0
23.500,16,11,10,14,63,24,19,4,3,1,0,15,38,14,20,19,15,12,11,22,0,3,10,3,23,7,0,11,20,23,44,7,13,38,3,6,9,1,22,12,52,1,2,0,12,14,9,11,14,13,6,35,8,8,2,7,12,20,4,0,22,0,14,4,49,0,10,15,22,10,27,7,18,5,9,12,6,26,8,0,0,17,14,26,10,0,0,22,22,14,23,39,5,24,8,7,0,16,8,22,1,5,2,0,3,0,49,0,5,3,6,8,34,13,27,0,39,6,12,3,9,9,0,68,19,5,32,12,1,17,32,1,21,22,0,14,1,0,75,0,74,20,7,34,0,7,0,7,56,8,6,65,2,1,35,23,30,12,20,22,17,34,7,7,23,5,0
24.500,17,13,13,18,85,19,19,3,5,2,0,16,31,13,18,13,11,9,12,26,0,3,18,5,31,3,0,5,15,19,32,8,9,33,8,5,19,0,10,15,39,4,6,0,13,18,3,10,22,15,6,31,10,4,4,7,13,9,4,0,14,3,17,5,13,0,13,10,29,13,6,2,14,2,8,18,5,36,16,0,0,17,17,22,13,0,7,18,35,19,20,18,2,28,11,10,0,0,4,23,0,5,0,0,9,0,50,0,1,3,19,8,38,16,53,0,35,3,17,3,7,12,0,98,17,4,32,22,4,11,39,0,19,22,0,0,1,0,69,0,26,20,7,48,0,3,0,4,45,7,13,70,0,2,69,25,36,7,25,16,11,54,11,3,41,4,0
25.500,14,17,14,21,61,29,20,5,4,5,0,16,19,14,13,17,15,6,11,27,0,2,23,3,19,8,0,10,19,20,34,7,9,38,5,4,7,1,21,16,54,8,5,0,11,31,6,14,23,18,15,39,17,2,5,9,13,4,4,0,20,11,20,9,13,0,8,13,38,13,8,11,17,5,6,18,9,34,27,0,0,27,19,28,18,0,3,21,11,16,20,14,5,24,21,12,0,0,7,19,2,6,3,0,7,0,37,0,3,4,9,0,32,13,3,0,45,3,23,1,18,6,0,36,15,5,44,11,2,13,49,4,11,12,0,19,1,0,52,0,9,18,4,39,0,7,0,9,51,6,0,56,4,2,82,29,34,8,24,10,19,45,10,9,38,0,0
26.500,12,27,12,12,75,20,25,5,6,3,0,19,14,17,12,18,12,7,10,27,0,3,25,7,21,6,0,13,19,10,32,6,15,38,9,8,11,2,9,27,27,31,9,0,10,20,9,13,21,13,29,27,10,8,7,8,35,3,4,0,14,11,16,4,6,0,11,22,30,6,10,9,14,1,10,12,8,30,32,0,0,31,19,28,11,0,0,16,15,21,24,14,2,35,7,11,0,0,11,24,0,7,3,0,9,0,56,0,5,5,11,5,27,22,2,0,49,7,11,4,11,19,0,30,16,4,40,2,5,14,53,1,17,16,0,10,0,4,42,0,9,15,4,41,0,3,0,6,57,10,0,68,4,0,82,35,29,11,34,9,17,35,8,11,55,4,4
27.500,16,31,13,21,80,28,37,5,9,9,0,23,12,16,5,20,20,7,29,35,0,6,29,6,16,7,2,8,24,20,25,9,14,46,15,6,5,2,10,35,17,18,24,0,7,21,11,15,18,10,12,38,17,6,6,12,43,5,4,0,25,23,21,4,7,0,12,1,20,15,4,9,20,4,11,24,7,25,32,0,0,21,23,28,17,0,4,23,14,25,25,13,6,24,19,7,0,0,13,22,1,5,3,0,10,0,42,0,2,7,17,12,40,18,0,2,66,3,21,4,12,22,0,23,15,1,49,0,4,19,60,1,16,10,0,12,1,3,41,0,5,14,8,51,3,5,0,10,68,12,0,70,4,0,82,62,45,12,11,7,22,35,13,15,56,29,2
28.500,16,48,15,15,76,29,62,5,5,4,1,19,18,11,5,17,25,6,28,56,0,3,28,7,27,10,1,8,29,16,33,6,16,41,14,8,7,1,22,48,13,11,17,0,8,17,6,19,27,19,0,50,13,9,7,16,42,3,3,0,13,10,26,7,2,0,11,2,19,11,9,42,14,3,8,17,11,19,46,0,0,15,24,34,20,0,4,21,18,18,25,13,4,32,18,10,0,0,36,24,2,5,6,0,7,0,57,0,6,8,10,0,31,23,2,5,66,8,67,2,26,15,0,16,16,5,54,0,5,24,45,3,15,8,0,17,2,0,36,0,5,7,8,70,9,5,0,8,78,17,1,69,4,6,89,51,32,12,11,5,19,60,9,15,52,19,4
29.500,15,19,16,19,88,34,51,6,0,11,2,25,13,12,5,23,30,4,36,44,0,15,37,13,25,8,0,9,28,12,22,8,17,56,8,8,7,3,12,92,12,14,12,0,18,18,12,24,27,17,0,61,18,11,7,9,37,5,4,0,22,21,22,6,6,0,14,5,15,19,7,32,14,2,18,21,15,19,73,0,0,17,24,34,18,0,2,22,22,26,23,11,7,47,23,11,0,0,26,22,3,12,7,0,12,5,69,0,9,11,15,7,36,19,3,13,64,3,91,2,16,14,0,17,13,1,38,0,9,28,50,3,27,11,0,17,2,0,36,0,7,17,2,58,11,5,4,12,57,15,6,77,8,0,102,22,44,9,14,11,26,117,9,20,78,23,7
30.500,20,30,13,15,72,0,45,5,0,5,2,26,13,10,4,18,33,4,39,28,0,22,43,13,46,13,0,10,30,15,31,5,32,57,5,9,10,3,30,125,8,14,11,0,19,20,15,30,27,12,0,56,13,19,7,20,30,8,5,0,20,18,34,2,1,0,13,7,15,20,5,18,19,3,9,28,6,24,74,0,0,10,15,34,26,0,4,20,23,36,32,13,10,23,41,9,0,0,22,35,4,3,10,0,13,20,72,0,0,15,15,9,45,23,2,18,50,5,67,8,34,28,0,15,13,4,48,0,12,33,36,15,12,8,0,20,2,4,35,0,5,6,13,15,10,13,5,10,50,22,0,77,6,0,39,22,45,9,18,5,22,64,11,22,113,152,7
31.500,17,94,12,21,58,0,40,8,0,16,1,21,17,11,2,26,39,5,47,26,0,54,41,4,26,15,1,9,29,13,22,7,19,58,9,9,7,2,12,80,11,31,15,0,23,20,14,34,38,21,0,55,20,37,10,17,39,6,3,0,19,24,41,5,6,10,15,5,10,26,7,16,11,2,21,26,13,28,69,0,0,13,17,35,30,0,3,29,23,45,34,13,23,20,29,13,0,0,26,67,7,11,14,0,14,5,69,0,10,18,16,8,39,21,7,11,32,12,53,20,28,14,0,14,20,1,62,0,15,37,27,27,17,13,0,25,3,4,32,0,7,18,7,14,12,9,11,20,42,28,0,99,8,4,25,14,55,10,19,6,29,36,12,33,84,100,10
32.500,21,71,16,22,63,0,66,7,0,11,2,31,8,13,5,21,47,3,35,17,0,73,46,0,11,19,1,7,44,16,25,14,15,61,8,9,7,5,11,58,7,45,19,0,27,16,19,42,43,11,0,86,18,49,8,12,31,13,3,0,26,30,41,7,1,19,16,12,16,43,4,9,18,4,19,32,11,43,62,12,0,11,18,36,35,0,4,28,23,0,34,13,22,9,12,19,0,3,32,48,4,5,16,0,16,5,70,0,10,31,18,6,44,31,9,9,35,6,26,13,40,21,5,15,13,1,52,0,19,41,30,46,14,9,0,43,3,0,29,0,6,26,4,16,13,7,9,25,40,44,0,119,7,2,22,19,65,12,23,8,35,48,7,41,78,104,12
33.500,31,67,14,17,72,0,60,8,0,23,2,33,16,9,2,31,45,3,41,19,0,63,60,0,9,22,2,9,36,16,34,41,30,59,9,12,11,4,5,50,16,55,28,0,39,14,14,60,72,28,0,67,18,16,12,22,34,14,4,0,21,27,49,4,4,18,14,27,14,47,5,12,14,2,34,29,9,15,71,27,0,6,27,51,50,0,9,34,21,0,70,11,32,13,17,21,0,3,46,35,7,13,30,0,27,6,72,0,40,67,19,6,45,21,7,10,33,10,30,22,49,28,4,13,22,0,35,0,22,45,26,29,18,14,0,47,3,4,34,0,9,24,14,25,12,10,12,33,43,40,5,138,8,3,19,17,87,14,43,7,45,50,8,29,88,119,19
34.500,28,75,17,23,90,0,52,8,0,14,3,36,10,10,3,32,48,4,34,19,0,55,64,0,10,26,0,7,52,18,25,30,16,60,11,23,9,6,6,52,12,57,43,0,30,12,31,46,46,18,0,78,18,14,13,22,41,16,4,0,29,42,49,1,2,16,19,24,8,30,5,11,17,4,28,43,18,5,64,27,0,12,28,37,81,0,4,51,17,0,157,13,41,8,15,34,2,5,49,40,10,10,16,0,33,4,65,0,118,64,23,10,62,35,10,4,39,12,22,15,73,35,9,10,16,0,23,0,27,51,25,27,15,27,0,29,2,5,38,0,11,20,11,52,11,13,12,39,45,38,2,54,17,2,3,14,78,14,130,9,57,48,12,27,87,90,13
35.500,21,70,15,20,119,0,74,11,0,30,1,38,17,14,3,34,45,3,31,13,1,77,48,2,7,27,1,9,68,24,72,36,26,44,9,25,69,9,7,46,14,58,38,0,28,11,16,42,33,17,0,73,13,15,15,17,40,19,4,0,32,39,52,8,1,17,25,30,15,29,4,9,10,1,35,43,27,3,39,43,0,4,33,61,77,0,9,124,17,0,148,13,46,11,22,24,23,6,59,29,8,7,9,0,32,4,33,0,86,53,12,9,50,28,6,6,40,11,20,19,56,29,13,14,25,0,22,0,28,68,25,17,15,51,0,19,3,0,51,0,22,17,12,52,8,17,11,0,54,30,0,50,9,3,0,15,76,12,99,7,80,42,10,33,96,57,23
36.500,21,76,21,24,101,0,53,13,0,32,3,47,13,12,2,50,50,3,36,23,9,58,47,1,6,36,1,13,102,17,52,29,30,45,17,28,37,9,3,48,25,69,31,0,31,10,28,36,33,27,2,71,16,11,13,28,40,18,5,0,19,20,53,36,5,18,32,27,13,27,3,15,16,5,48,43,28,2,56,90,0,10,32,74,79,0,8,94,16,0,98,13,26,8,23,26,12,5,82,27,14,14,11,0,34,4,32,0,59,69,15,8,46,40,0,7,44,18,21,20,17,23,12,15,21,0,18,0,20,41,22,16,27,62,0,15,5,10,77,0,21,24,12,62,9,20,15,0,48,18,0,60,13,3,0,16,72,110,84,8,65,56,6,25,110,53,22
37.500,17,97,20,22,38,0,38,14,0,49,8,15,18,11,4,54,46,0,41,9,52,79,41,0,10,45,3,10,123,25,69,31,28,45,22,35,31,20,8,48,28,66,14,0,37,10,34,38,61,28,0,81,14,8,34,28,55,25,3,0,33,26,49,17,1,10,39,44,13,9,3,16,10,0,52,34,37,1,40,43,0,4,24,82,97,0,12,107,10,0,38,17,23,4,25,37,8,8,60,27,9,13,6,0,27,3,25,0,57,94,29,10,53,40,0,8,100,15,24,23,29,38,12,14,32,0,15,0,17,34,20,23,46,38,0,9,5,4,43,0,28,27,15,77,6,16,16,0,62,17,4,60,12,5,0,15,61,43,72,10,63,42,8,36,79,48,23
38.500,18,101,20,22,44,0,33,17,0,56,2,4,18,17,1,83,46,0,53,17,51,92,52,0,2,42,1,14,126,27,61,27,32,38,38,43,26,25,7,67,22,99,10,0,46,7,41,52,41,33,0,91,18,9,26,37,95,26,3,5,24,17,58,20,3,14,57,54,7,0,4,9,15,5,68,38,32,3,28,35,0,7,32,75,101,3,13,100,10,0,31,15,24,13,38,12,8,10,18,22,16,18,8,0,28,8,20,0,52,111,16,10,58,39,0,8,84,16,19,21,34,32,12,19,37,0,18,0,21,33,19,14,62,24,0,9,3,15,36,0,25,28,15,107,6,28,27,0,85,10,3,59,16,5,4,12,40,30,77,9,65,47,11,35,65,48,33
39.500,19,101,21,27,57,0,18,15,0,69,3,3,22,16,5,84,73,0,95,8,62,94,67,3,12,51,27,28,128,32,81,23,30,42,38,84,38,27,4,59,14,99,7,0,64,7,61,91,24,33,3,122,13,11,29,44,102,30,4,6,39,12,61,23,3,11,70,101,17,0,2,6,11,0,109,32,47,2,26,23,1,2,38,66,45,8,16,64,10,0,33,18,18,4,51,16,2,10,26,16,14,15,6,0,19,2,22,0,53,40,14,16,74,43,0,6,87,9,30,29,47,38,14,15,49,0,15,0,22,26,19,29,58,20,0,5,6,19,33,0,22,41,20,69,7,35,21,0,74,8,0,59,14,7,0,0,40,31,66,11,60,63,5,36,63,39,23
40.500,18,120,23,28,53,0,26,15,0,117,12,3,27,21,2,44,63,0,77,26,44,61,72,1,1,61,81,34,112,29,88,29,29,35,35,104,38,31,0,60,22,94,4,0,81,6,61,102,16,48,0,87,20,7,41,33,141,32,2,8,54,20,66,12,2,16,51,75,14,0,2,7,14,33,116,40,61,1,18,18,2,3,21,76,33,9,29,90,9,0,34,20,22,14,73,12,6,57,17,8,21,14,10,0,17,6,14,0,49,26,11,10,55,49,0,7,83,9,31,28,65,57,17,21,78,0,14,0,23,23,16,21,59,22,0,4,7,33,36,0,21,63,20,66,0,72,30,0,70,14,0,68,17,12,4,0,48,42,77,12,66,44,6,46,53,47,38
41.500,14,73,34,30,37,0,13,14,0,161,5,4,40,24,5,49,44,0,41,15,38,65,74,0,6,62,63,30,101,37,110,23,70,38,48,59,53,30,0,62,9,137,4,0,63,9,74,71,15,49,4,68,62,8,37,51,66,29,1,14,50,15,91,13,4,9,35,77,13,0,3,7,11,57,37,35,62,2,22,16,2,0,37,76,31,12,30,68,6,0,30,26,11,18,21,19,4,43,17,9,18,10,3,0,23,8,18,0,66,26,7,13,40,57,0,9,71,9,43,40,52,65,13,25,66,0,14,0,25,22,17,23,60,30,0,7,3,41,30,0,23,40,31,53,6,52,36,0,70,7,6,61,21,5,2,0,51,36,83,12,72,65,7,58,58,41,34
42.500,11,92,40,33,34,0,13,10,2,49,5,4,58,43,5,14,14,0,20,31,29,53,82,2,6,55,15,26,92,63,125,25,54,35,61,35,63,30,0,74,18,127,0,0,53,6,77,43,17,50,0,74,50,7,24,57,80,31,38,15,54,18,69,9,2,10,31,86,18,0,3,9,6,57,33,31,95,2,12,7,2,2,27,62,19,14,17,81,8,0,35,25,19,17,21,17,3,38,21,2,24,11,13,0,23,3,14,3,72,28,8,21,32,51,0,19,58,12,52,40,50,53,21,36,17,0,17,0,25,19,15,16,57,49,0,3,8,17,32,0,31,36,28,52,0,66,43,0,69,5,0,58,21,5,5,0,77,13,87,11,90,64,6,26,49,44,67
43.500,11,49,37,33,38,0,5,11,5,22,14,5,123,74,6,9,17,0,12,46,31,43,130,2,7,64,7,18,90,51,127,28,26,38,44,38,28,30,0,60,12,128,0,0,54,5,69,31,6,54,3,83,46,6,16,61,106,37,55,27,45,22,62,22,4,14,24,64,20,0,3,10,21,73,31,35,99,3,16,13,5,8,24,55,13,26,9,70,7,4,42,34,11,20,18,16,5,44,22,0,32,9,7,0,21,10,17,0,66,46,7,16,39,66,0,45,68,6,104,48,42,61,17,48,20,0,12,2,25,17,15,13,48,57,0,5,7,20,45,0,74,44,22,49,4,90,65,0,83,5,0,51,20,4,7,0,67,20,92,11,148,87,1,30,65,43,72
44.500,9,11,9,21,37,0,5,12,7,13,7,5,92,60,10,12,15,0,11,24,37,40,107,0,3,92,25,14,89,50,89,35,25,30,31,34,21,33,0,75,13,96,4,0,77,5,66,27,6,64,2,75,38,8,23,62,146,31,53,46,56,24,65,14,5,9,20,40,25,0,2,10,16,59,23,34,61,1,10,8,7,15,26,44,1,39,9,27,8,11,54,39,17,23,19,27,3,43,20,0,30,12,5,0,23,2,16,2,78,44,7,17,33,73,0,47,72,6,142,48,44,55,23,42,12,0,18,1,33,18,14,12,53,39,0,7,11,21,51,0,79,36,21,60,0,111,58,0,69,5,4,43,43,2,14,0,36,18,95,14,202,109,5,32,56,46,64
45.500,4,9,15,34,49,0,4,5,11,13,17,5,38,41,14,8,13,0,14,12,11,47,99,3,7,34,35,8,72,40,69,24,24,33,22,25,17,33,0,65,17,89,0,0,102,6,75,27,5,66,6,91,46,5,12,96,126,30,52,68,47,82,54,12,15,13,17,49,22,2,0,8,16,54,27,22,58,2,13,7,6,9,20,48,2,78,4,9,6,11,70,46,11,15,16,21,4,60,20,0,32,8,6,0,31,9,13,4,94,48,5,20,30,89,1,47,102,9,158,39,45,52,21,35,17,0,11,0,53,21,12,5,60,35,0,19,15,27,67,0,15,39,37,63,0,68,40,0,50,5,2,40,38,3,71,0,41,7,113,12,246,209,7,40,77,72,69
46.500,7,8,3,26,93,10,0,0,18,12,16,6,19,35,20,11,15,0,4,7,0,45,88,1,26,21,38,9,81,43,58,35,13,27,23,21,13,20,0,67,9,77,5,0,189,2,94,23,5,75,0,79,41,6,6,114,115,30,43,65,58,125,59,15,28,13,14,33,19,26,3,13,14,66,28,26,58,2,9,7,8,4,27,42,1,81,7,7,9,9,72,69,15,15,26,24,3,50,20,0,34,12,20,0,43,9,14,7,104,54,7,19,31,117,2,61,77,5,145,42,39,50,28,36,17,0,10,0,60,11,9,8,50,22,0,76,17,17,71,0,9,35,64,75,0,57,42,0,56,3,0,39,27,2,41,0,45,23,58,10,166,150,2,34,66,53,73
