Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144,Slice145,Slice146,Slice147,Slice148,Slice149,Slice150,Slice151,Slice152,Slice153,Slice154,Slice155,Slice156,Slice157,Slice158,Slice159,Slice160,Slice161,Slice162,Slice163,Slice164,Slice165,Slice166,Slice167,Slice168,Slice169,Slice170,Slice171,Slice172,Slice173,Slice174,Slice175,Slice176,Slice177,Slice178,Slice179,Slice180,Slice181,Slice182,Slice183,Slice184,Slice185
-11.500,23,17,5,4,1,20,13,7,0,31,5,10,0,33,25,0,53,24,0,5,51,26,86,10,16,9,0,0,0,38,23,17,0,6,0,19,10,9,55,6,58,8,22,25,11,26,0,0,17,62,7,1,0,0,0,2,0,0,1,0,0,0,2,23,7,0,8,1,9,2,0,5,13,15,0,0,0,15,6,5,0,4,12,0,5,22,30,0,31,7,17,5,1,2,23,7,14,0,35,17,6,1,13,18,6,8,17,18,9,7,0,20,29,6,0,5,39,7,15,26,6,10,12,11,50,33,64,8,1,0,74,8,8,0,18,4,22,26,15,10,26,20,27,11,0,9,0,3,40,5,36,18,13,10,30,6,20,0,19,29,5,27,24,60,1,10,10,13,8,32,23,35,19,12,21,5,6,51,0,13,38,5,3,25,64
-10.500,28,4,2,0,2,10,12,2,29,23,9,7,2,33,22,0,39,27,0,4,55,27,108,52,29,16,4,0,0,28,26,23,0,0,2,19,9,3,64,3,62,48,24,32,11,25,0,0,22,59,13,4,0,0,0,2,0,3,3,0,0,0,3,15,5,0,1,5,1,1,0,4,2,9,0,0,0,14,6,18,0,4,16,0,2,23,36,0,33,1,6,3,2,2,25,12,14,0,27,10,4,4,10,27,10,8,8,13,12,6,0,22,23,11,0,10,30,3,10,33,3,7,12,11,40,29,68,9,3,0,107,1,5,0,7,3,21,29,15,8,29,16,23,15,0,10,0,0,34,2,33,10,12,8,10,4,22,0,20,42,3,17,26,83,4,17,4,8,11,34,14,43,22,22,24,6,5,54,0,16,32,7,3,23,41
-9.500,25,15,6,0,1,11,19,3,26,25,6,10,1,30,27,0,41,20,0,6,46,21,99,41,59,8,0,0,15,25,20,22,0,0,1,18,9,8,50,6,54,32,24,24,11,38,0,0,17,52,7,3,0,0,0,4,0,0,2,0,5,0,2,13,2,0,3,3,0,2,0,3,1,0,0,0,0,13,6,13,0,4,11,0,4,27,32,0,29,6,11,6,2,1,42,3,11,0,33,18,8,5,16,17,16,9,19,15,8,18,2,20,14,7,0,9,24,4,11,23,4,7,12,13,16,25,52,5,6,0,35,9,7,0,14,2,17,24,14,4,93,44,31,18,0,13,0,0,33,3,45,17,10,6,2,6,24,0,13,25,0,9,26,71,4,13,11,11,9,23,20,32,15,17,24,6,0,61,0,15,44,6,4,24,33
-8.500,36,10,5,5,1,12,13,8,27,22,8,7,0,44,23,0,42,28,0,4,25,18,102,27,19,12,0,0,12,33,21,27,0,1,2,19,7,6,46,4,48,23,12,31,10,23,0,0,15,38,11,2,1,0,0,0,0,0,3,0,4,0,1,12,3,0,4,0,0,2,0,5,3,0,0,0,0,10,6,22,0,8,12,0,6,27,25,0,35,3,7,4,2,2,35,5,12,0,36,14,4,2,10,16,14,8,9,15,7,5,8,27,22,11,0,3,22,6,10,23,9,8,15,12,16,25,52,4,3,0,13,4,1,0,13,6,15,29,1,3,64,23,28,27,0,12,0,0,35,4,49,16,15,5,9,10,17,0,18,8,4,7,32,74,3,14,13,8,7,22,28,30,19,16,25,5,3,49,0,15,48,12,6,22,45
-7.500,28,9,7,2,2,12,16,2,20,13,9,9,0,74,3,0,41,22,0,5,13,21,116,36,9,6,5,4,3,41,23,26,0,3,3,22,10,4,23,7,35,18,18,29,7,28,0,0,25,40,4,4,2,0,0,2,0,0,1,0,0,0,4,10,3,0,3,2,10,1,0,4,1,0,0,0,0,13,6,20,0,4,9,0,2,38,26,0,54,3,8,6,5,1,42,11,15,0,16,16,6,2,10,15,11,8,18,12,10,10,6,20,15,7,0,8,24,2,11,19,5,10,17,17,9,31,63,10,4,0,10,2,4,0,8,4,15,29,4,2,12,22,44,37,0,19,0,2,49,4,53,10,14,4,4,5,14,0,21,15,1,5,30,66,3,14,8,9,13,19,22,32,15,19,21,5,1,39,0,14,41,6,18,33,47
-6.500,21,16,6,3,3,10,18,1,25,7,10,7,3,52,2,0,28,22,0,2,28,16,119,37,9,11,11,1,10,24,20,27,0,0,0,33,9,13,32,2,39,15,20,69,8,19,0,0,12,27,5,3,3,0,0,1,0,0,2,0,0,0,1,12,2,0,7,2,0,2,0,3,3,0,0,0,0,9,5,24,0,4,13,0,6,36,31,0,37,4,7,8,0,0,16,6,10,0,16,16,0,1,14,17,4,9,20,14,9,17,10,12,17,11,1,2,13,4,10,23,5,6,15,15,11,22,60,8,7,0,6,6,3,0,8,2,10,26,2,3,7,17,33,62,0,26,0,0,31,2,22,13,10,3,12,7,14,0,3,19,1,2,33,57,5,15,12,7,8,13,13,29,16,16,21,16,0,34,0,11,41,8,35,24,39
-5.500,19,11,6,3,3,7,17,6,12,9,10,9,1,33,2,0,31,13,0,8,35,28,58,29,7,8,14,0,3,4,20,31,0,0,3,26,10,4,22,6,47,17,15,79,8,35,0,0,21,33,6,2,5,0,1,2,0,0,2,0,0,0,1,4,1,0,3,1,0,1,0,8,2,0,0,0,0,16,12,12,0,6,4,0,3,12,23,0,25,2,4,5,6,0,9,4,12,0,13,14,5,1,8,11,0,11,38,15,7,12,3,6,16,12,3,0,13,3,7,16,6,8,25,21,7,24,67,6,11,0,1,5,1,0,11,6,7,25,0,0,4,17,28,82,0,23,0,0,29,3,11,16,18,2,11,10,11,0,2,12,1,5,27,49,4,13,10,7,11,9,16,24,21,18,36,29,0,36,0,17,38,9,25,39,40
-4.500,18,18,9,4,3,9,14,5,20,6,12,4,0,17,0,0,27,22,0,17,48,15,50,11,4,9,22,0,8,8,19,22,0,3,0,22,6,6,40,3,36,12,11,45,5,22,0,0,21,31,5,5,3,0,17,1,0,0,2,0,1,0,1,9,0,0,5,0,0,0,0,1,1,0,0,0,0,11,12,10,0,6,11,0,5,9,28,0,29,2,5,12,0,0,7,7,10,0,13,17,7,1,11,16,0,9,27,12,8,15,7,7,16,16,4,0,16,3,12,24,12,7,14,27,6,38,48,8,50,0,5,3,5,0,19,4,4,22,0,0,3,17,34,72,0,21,0,0,32,5,2,18,12,3,23,13,12,0,11,22,1,2,31,36,5,20,16,10,9,10,12,33,12,13,24,36,0,38,0,12,33,11,32,44,33
-3.500,12,16,9,5,17,9,19,2,35,3,11,10,0,24,1,0,39,21,0,16,80,21,43,3,7,8,14,0,4,4,24,18,0,0,4,20,13,15,25,5,35,10,9,39,7,25,0,0,17,19,8,3,5,0,15,2,0,0,2,0,3,0,3,8,1,0,10,1,7,0,0,4,2,0,0,0,0,13,10,9,0,5,4,0,4,9,20,0,15,1,7,7,6,2,11,6,14,0,11,23,4,0,10,19,0,12,19,12,11,3,5,6,10,16,3,0,8,3,7,7,12,10,28,26,5,31,53,9,36,0,2,0,2,0,5,4,1,24,0,0,2,18,33,38,0,34,0,2,23,4,0,14,12,2,15,14,11,2,10,12,0,1,36,14,3,16,16,8,13,10,6,21,15,12,12,37,0,28,0,14,40,12,37,39,37
-2.500,11,13,10,5,16,5,23,4,31,5,14,3,3,22,0,0,44,16,0,17,62,15,44,0,4,18,17,2,4,6,19,20,0,0,3,18,7,5,38,4,38,6,8,33,5,22,0,0,28,23,2,3,8,0,10,1,0,0,21,0,4,0,1,5,0,0,9,5,4,2,0,6,1,0,0,0,5,11,9,1,0,14,9,0,5,6,32,0,16,0,4,30,5,20,6,5,14,0,21,25,4,0,10,13,0,12,30,13,11,1,5,6,20,31,2,0,9,4,11,6,13,8,34,22,0,30,53,7,35,0,0,6,1,0,12,4,2,19,0,0,3,11,34,29,0,39,0,0,23,0,3,15,21,1,5,16,12,2,16,19,0,1,38,15,8,17,20,10,11,9,11,24,19,18,26,30,0,43,0,15,36,12,33,54,41
-1.500,1,6,11,5,5,7,24,6,36,4,16,7,1,16,1,0,49,19,0,25,39,19,45,0,1,16,21,1,7,6,20,17,0,0,1,13,15,14,26,4,43,7,10,31,9,30,0,0,21,9,4,4,9,0,6,0,3,0,19,0,0,0,1,7,2,0,13,1,0,0,0,2,3,0,0,0,2,10,14,9,0,4,3,0,4,4,33,0,20,0,2,38,4,18,3,7,17,0,26,25,0,0,11,16,0,16,31,5,11,5,4,5,14,16,3,0,9,1,8,4,16,9,21,28,9,44,46,6,49,0,0,3,2,0,15,7,6,12,0,0,0,15,39,26,0,33,0,0,29,6,1,10,17,1,0,26,9,2,13,18,0,1,35,13,5,18,31,19,15,4,7,25,11,11,16,32,0,38,0,14,40,13,45,57,41
-0.500,3,4,7,7,8,8,24,3,43,3,11,6,0,18,0,0,20,18,0,34,24,18,42,0,5,16,20,0,9,3,16,21,0,3,4,11,7,8,46,7,50,5,6,30,12,23,0,0,16,2,6,2,18,0,7,2,0,0,17,0,0,0,1,10,1,0,17,0,3,0,0,4,2,0,0,0,8,16,11,2,0,9,6,0,0,6,24,0,10,0,4,34,6,14,4,4,35,0,27,21,8,0,13,8,0,18,72,6,12,2,7,5,16,16,7,0,10,3,14,6,27,8,23,19,0,36,52,12,65,0,0,2,3,0,15,4,0,21,0,0,1,15,48,20,0,34,0,2,20,4,1,7,16,1,6,25,11,3,6,22,0,2,34,17,5,17,22,12,15,6,11,23,16,22,14,37,0,31,0,14,31,17,43,61,29
0.500,2,3,14,7,3,8,46,2,29,6,11,4,1,18,2,0,14,20,0,27,14,13,48,0,7,12,17,1,34,2,26,17,0,0,3,15,14,12,38,4,32,3,9,26,8,23,0,0,18,13,4,6,15,0,7,1,1,0,18,0,0,0,3,5,0,0,11,0,3,0,0,5,4,0,0,0,14,7,10,2,0,12,7,0,13,4,28,0,13,0,6,28,15,13,3,5,35,0,21,16,6,0,5,2,0,25,60,5,13,3,3,5,13,9,6,0,8,4,14,10,33,9,17,30,26,28,54,9,95,0,8,0,1,0,17,5,1,10,0,0,0,15,57,19,0,25,0,0,29,0,0,8,28,0,0,28,12,4,8,19,0,0,39,22,13,16,21,16,21,4,4,23,17,19,15,36,0,29,0,20,39,14,51,41,33
1.500,0,5,9,13,9,4,17,7,46,1,10,4,2,15,0,0,9,14,0,15,10,26,41,0,1,9,14,2,47,6,15,16,0,0,7,6,12,17,34,12,37,2,6,28,0,26,0,2,13,5,1,5,33,0,8,1,4,0,14,0,0,0,1,20,1,0,10,3,5,0,0,5,0,0,0,1,24,10,10,3,0,18,4,0,4,3,23,0,11,0,4,32,44,16,3,10,15,0,5,16,5,0,12,4,0,14,57,6,18,4,8,6,14,11,6,0,9,1,7,8,26,8,22,47,32,32,72,11,21,0,26,4,1,0,26,6,8,20,0,0,0,16,45,18,0,27,0,0,25,7,0,9,30,0,4,36,13,5,3,21,0,1,37,18,15,14,22,22,28,3,8,19,11,12,15,43,0,25,0,13,31,22,60,51,30
2.500,2,5,17,7,8,9,19,1,38,5,9,6,1,20,0,0,3,13,0,6,10,17,32,0,1,13,29,3,40,4,24,17,0,0,15,9,14,11,25,4,24,5,8,24,0,24,0,3,12,7,9,5,40,0,8,1,1,0,14,0,2,0,1,22,0,0,15,0,2,0,0,8,0,0,0,3,9,8,23,0,0,25,12,0,4,1,17,0,17,0,1,30,24,23,6,8,19,6,11,20,1,0,11,3,0,10,8,6,8,2,16,5,18,12,7,0,6,3,15,10,18,8,11,38,8,28,54,11,15,0,33,2,1,0,18,8,0,16,0,0,0,19,56,15,0,30,0,3,34,2,1,4,22,0,1,40,14,7,8,12,1,2,38,16,15,18,22,24,25,3,6,22,12,20,16,45,0,24,0,19,28,20,71,40,32
3.500,2,5,15,19,16,8,11,2,39,4,11,4,1,21,1,0,0,18,0,0,10,18,26,0,10,12,15,0,42,15,18,18,0,2,17,5,13,13,24,14,17,3,4,26,0,27,0,6,13,6,5,6,31,0,8,0,1,0,14,2,5,0,1,24,2,0,11,0,3,0,0,4,0,0,0,1,4,9,6,0,1,27,7,1,8,2,16,0,7,0,3,25,28,12,5,14,16,9,7,12,3,0,0,3,0,12,2,3,18,4,33,4,16,10,9,0,8,6,12,7,22,4,17,32,6,37,72,10,5,0,30,0,4,0,22,6,0,10,0,0,0,11,27,17,0,29,0,0,31,7,2,3,24,0,4,28,12,4,3,14,2,1,50,13,17,19,13,21,31,1,5,23,18,10,15,62,0,21,0,20,38,18,73,43,34
4.500,1,4,18,19,13,5,12,3,35,3,11,5,1,25,0,0,0,12,0,0,5,26,28,0,11,12,15,3,38,11,18,19,0,0,5,4,21,27,20,7,31,8,7,19,0,28,0,9,10,7,8,3,27,0,2,2,5,0,14,4,0,0,3,48,1,0,16,0,2,0,0,8,0,0,0,2,5,9,1,0,3,18,21,1,43,16,20,0,6,0,3,26,24,0,2,10,17,6,2,16,7,0,0,5,0,8,6,5,8,3,39,4,10,10,8,0,8,0,11,20,19,1,9,19,5,33,113,15,8,0,23,0,0,0,29,11,0,24,0,0,0,20,26,16,0,37,0,3,27,10,1,9,12,0,1,24,13,12,4,14,0,1,33,19,13,15,14,22,41,2,11,17,10,17,18,48,0,20,0,33,32,17,65,43,28
5.500,1,5,21,18,12,5,21,6,31,8,11,3,2,24,1,0,0,12,0,0,10,23,26,0,10,11,25,1,44,13,27,17,0,0,4,8,16,22,25,13,10,8,5,24,0,19,0,11,12,9,13,10,21,0,10,0,1,0,11,8,0,0,1,33,1,0,20,4,7,0,0,6,0,0,0,4,3,8,2,0,4,30,30,1,69,4,14,0,12,0,6,24,17,0,5,4,14,11,3,11,12,0,0,5,0,15,6,2,16,4,46,6,27,11,12,0,6,0,15,13,13,1,19,13,7,37,109,13,9,0,12,0,0,0,28,7,9,13,0,0,0,21,20,14,0,42,0,0,31,13,1,7,20,0,3,29,19,12,4,11,1,1,30,22,21,18,18,45,52,3,7,20,24,17,18,64,0,20,0,33,27,14,81,47,31
6.500,1,6,20,22,13,9,16,1,18,9,11,4,2,19,1,0,0,13,0,0,5,27,29,0,15,13,14,2,48,7,20,23,0,0,0,2,18,36,21,8,23,12,5,24,0,19,0,23,7,9,15,6,21,2,9,2,2,0,18,10,0,0,4,41,0,0,18,1,2,0,0,10,0,0,0,3,6,6,3,0,7,32,12,0,41,4,14,0,7,0,3,21,22,0,7,1,9,9,1,8,8,0,0,6,0,9,5,5,15,3,38,4,28,10,10,0,7,10,11,9,12,1,7,17,5,57,77,15,9,0,23,0,1,0,33,15,0,19,0,0,0,22,21,19,0,32,0,3,47,37,1,2,14,8,1,23,11,18,3,14,2,2,25,15,20,23,14,42,56,1,11,23,10,14,13,40,0,19,0,37,29,17,83,40,26
7.500,1,4,28,21,10,11,21,2,27,15,9,14,1,17,2,0,0,13,0,0,8,40,23,0,9,5,25,5,45,5,28,16,1,0,0,7,16,27,20,16,26,15,8,24,0,25,0,35,17,8,23,6,14,1,8,0,4,0,8,20,0,0,6,29,3,0,20,0,2,0,0,12,0,0,0,4,5,6,9,0,19,28,11,2,27,3,13,3,4,0,1,18,22,0,8,1,16,12,2,9,9,0,0,7,0,19,7,2,13,6,50,6,24,9,9,0,6,0,20,1,24,1,19,10,0,64,49,13,6,0,16,0,2,0,28,10,0,18,0,0,0,22,13,14,0,28,0,2,29,22,2,6,16,14,3,16,13,22,3,15,3,1,23,15,21,22,16,48,68,2,11,22,21,13,18,52,0,17,0,51,30,18,55,36,32
8.500,0,4,25,32,12,6,17,8,23,15,8,7,1,20,0,0,0,11,0,0,7,30,14,0,24,22,22,2,40,9,25,22,1,2,0,6,13,17,26,13,24,18,3,22,0,45,0,22,6,11,23,10,14,3,8,1,1,0,20,42,1,0,9,33,1,0,16,0,4,0,0,16,0,0,0,6,3,13,2,0,22,18,11,1,27,0,17,7,11,0,4,21,20,0,5,1,11,10,0,13,8,0,0,7,0,9,3,4,9,7,61,1,29,9,12,0,7,0,19,3,12,0,20,4,9,56,37,18,12,0,16,1,3,0,20,18,6,14,0,0,0,28,13,16,0,32,0,2,22,18,1,7,16,26,2,27,12,29,4,10,5,3,24,18,21,35,22,54,69,1,17,21,13,19,17,29,0,11,0,31,30,14,31,41,36
9.500,1,8,36,23,13,48,23,3,36,15,8,4,2,14,0,0,0,9,0,0,4,30,12,0,28,15,30,6,25,11,24,23,1,0,0,2,7,22,15,23,21,12,4,23,0,69,0,16,15,12,34,4,10,2,9,0,2,0,22,74,2,0,6,24,1,0,13,4,6,0,0,21,0,0,0,7,5,5,4,0,12,11,13,1,23,6,11,7,10,0,2,14,14,0,10,3,16,11,6,7,22,0,0,6,0,18,8,0,15,8,44,6,28,9,19,0,8,6,19,2,15,5,7,0,2,65,37,17,7,0,21,2,0,0,33,17,3,20,0,0,0,25,16,14,0,28,0,2,22,16,2,6,16,23,0,29,12,42,8,18,6,1,22,17,20,45,27,75,77,1,65,31,18,13,17,45,0,15,0,27,23,15,41,37,16
10.500,2,4,34,24,10,43,23,4,21,17,6,6,2,24,2,0,0,15,0,0,3,48,11,0,28,16,32,5,29,7,33,21,1,0,0,7,6,23,24,14,24,13,9,28,0,20,0,15,11,9,15,9,11,3,8,1,5,0,22,106,3,0,4,22,1,0,16,0,4,0,0,34,0,0,0,9,5,7,5,0,0,11,14,2,24,9,15,8,6,0,4,13,28,0,12,1,10,7,2,10,19,0,0,7,0,7,6,3,14,8,45,3,30,9,11,0,8,4,9,4,15,1,26,3,4,70,33,21,7,0,22,1,0,0,16,18,2,18,0,0,0,30,9,12,2,35,0,2,22,13,0,6,12,17,2,17,13,39,1,16,2,4,8,20,32,51,21,102,63,2,35,31,22,25,17,26,0,13,0,27,30,12,30,40,29
11.500,0,7,20,22,10,30,21,6,18,13,8,5,1,15,0,0,0,5,0,0,12,47,9,0,7,18,33,8,33,6,29,29,1,0,0,10,4,19,28,18,30,8,2,31,0,3,0,15,11,5,13,7,14,9,9,0,2,0,33,59,0,2,5,24,3,0,26,0,3,0,0,25,0,0,0,18,5,13,4,0,0,10,14,2,23,7,11,5,7,0,4,14,21,0,17,2,9,11,1,13,14,0,0,6,0,12,4,2,16,10,36,4,33,8,21,0,7,3,13,0,15,1,15,1,3,72,27,15,10,0,31,0,1,0,23,26,4,22,0,0,0,42,17,13,2,31,0,4,21,11,3,7,15,18,0,23,12,24,6,23,7,1,6,13,17,54,26,135,61,2,25,32,22,19,18,44,0,13,0,41,22,14,29,47,34
12.500,1,2,18,19,12,35,26,9,27,12,9,5,2,14,3,0,0,10,0,0,3,48,11,0,4,28,32,12,44,17,81,36,6,2,0,11,4,21,23,22,21,13,3,33,0,7,0,11,16,1,14,11,18,6,11,2,3,0,37,35,0,1,5,21,1,0,5,4,5,0,0,0,0,0,0,8,6,6,6,0,0,11,8,3,19,3,13,7,10,0,1,12,26,0,24,1,18,7,2,10,19,0,0,7,3,15,8,1,11,10,22,4,38,12,20,0,6,3,14,2,16,1,4,2,6,72,33,26,9,0,25,0,3,0,25,29,2,21,0,0,0,42,10,13,4,32,0,7,21,14,3,6,12,22,1,24,7,17,8,23,5,4,9,24,34,70,21,109,43,1,24,33,14,17,18,24,0,12,0,35,21,12,39,43,34
13.500,1,7,22,21,13,31,27,5,14,15,16,7,2,10,3,0,0,10,0,0,2,44,6,0,6,19,33,11,52,7,66,30,2,0,0,11,0,19,21,27,12,13,6,69,0,5,0,14,23,3,13,7,12,20,10,0,4,0,30,35,1,0,5,50,0,0,0,5,7,0,0,0,0,0,0,10,7,11,7,0,0,15,4,1,20,7,16,6,10,0,5,13,28,0,30,1,8,13,1,18,48,0,0,6,0,16,5,2,20,10,25,3,38,30,32,0,9,2,10,1,14,3,3,2,5,68,38,17,12,0,27,1,2,0,31,34,5,28,0,0,0,37,10,14,4,34,0,4,31,11,1,13,15,25,1,24,14,13,1,39,4,4,10,16,38,85,27,118,36,2,17,23,20,17,20,40,0,7,0,35,24,14,31,32,32
14.500,1,9,11,17,11,32,23,10,23,15,0,5,3,16,2,0,0,11,0,0,5,42,8,2,5,15,31,3,38,17,72,32,7,0,0,8,0,16,26,21,15,10,5,43,0,9,0,44,17,2,13,11,15,33,11,1,2,0,19,29,2,0,7,53,3,0,0,0,4,0,0,0,1,0,0,16,8,8,8,0,0,25,0,5,19,4,14,6,6,0,5,12,21,0,30,2,15,5,2,13,34,0,0,10,0,16,10,0,11,11,28,5,25,27,30,0,6,8,19,3,16,2,1,1,7,29,36,24,8,0,58,0,0,0,18,42,2,35,0,0,0,20,15,11,4,47,0,28,21,9,5,9,15,19,1,19,8,17,9,20,5,6,5,21,31,87,27,124,43,3,17,33,26,23,17,32,0,11,0,64,20,11,37,42,23
15.500,1,1,19,23,22,26,22,14,16,11,0,6,1,19,8,0,0,6,0,0,6,41,7,1,3,11,43,11,45,10,70,23,9,0,0,5,0,20,18,42,12,22,3,15,0,4,0,42,7,8,13,11,15,62,6,1,7,0,17,39,4,0,6,26,1,0,0,3,5,0,0,0,1,0,0,20,7,16,7,0,0,10,0,1,14,9,9,7,11,0,2,10,27,0,33,3,15,9,5,24,29,0,0,4,8,10,7,1,23,5,62,7,23,27,34,0,9,4,18,2,16,1,3,3,7,27,41,20,10,0,72,1,0,0,33,68,6,26,0,0,0,17,10,14,4,44,0,38,31,14,3,10,10,21,2,16,9,6,8,14,9,0,8,22,29,126,40,108,24,1,17,29,22,22,19,38,0,8,0,75,18,14,52,30,44
16.500,0,10,10,21,12,34,23,14,18,12,0,12,4,16,14,0,0,6,0,0,5,39,8,0,9,10,34,15,30,17,46,23,18,0,2,3,0,22,22,33,12,11,5,9,0,12,0,46,7,2,8,12,13,34,10,0,2,1,11,50,0,4,10,32,2,0,0,2,7,0,0,0,1,0,0,36,11,10,10,0,0,9,0,6,17,9,18,9,10,0,4,11,28,0,35,0,14,8,4,38,30,0,0,10,4,9,6,1,23,14,87,13,36,27,14,3,10,4,14,1,19,1,3,1,4,29,28,19,10,0,83,2,2,0,29,57,2,12,0,0,0,24,13,17,4,18,0,38,29,7,6,15,19,20,2,31,11,14,4,16,5,0,7,18,40,105,33,100,30,2,18,39,12,25,20,30,0,7,32,84,15,9,53,37,41
17.500,8,6,17,35,23,25,27,8,24,17,0,7,2,24,21,3,0,14,0,0,3,50,3,3,8,9,48,37,25,17,44,21,27,2,1,1,0,14,24,55,9,23,6,9,0,14,0,34,11,4,16,16,10,24,8,2,6,2,12,45,0,1,8,25,2,0,0,5,5,0,0,0,1,0,3,24,9,19,11,0,0,8,0,2,17,6,12,14,11,0,4,17,33,0,21,1,15,10,2,45,38,0,0,7,8,7,9,2,21,6,43,22,31,26,18,4,5,6,22,4,16,5,2,2,15,28,27,17,12,0,74,1,4,1,34,44,6,18,0,0,0,22,13,13,6,11,0,16,33,12,4,21,11,20,3,33,9,6,13,9,7,0,6,22,46,47,24,102,24,2,17,33,10,25,18,33,0,8,80,68,20,18,53,36,44
18.500,8,7,13,37,26,23,23,8,25,11,0,4,2,30,26,7,0,6,0,0,3,50,7,1,5,7,41,19,27,27,37,20,25,0,3,0,0,25,23,48,12,26,2,6,0,10,0,29,7,3,15,24,13,15,8,1,2,1,11,31,2,0,10,31,3,1,0,3,7,0,0,0,2,22,1,8,13,10,12,0,0,7,0,6,16,9,14,18,13,0,8,12,45,5,15,2,19,9,3,103,41,0,0,9,11,8,8,2,34,8,25,36,30,28,20,9,8,8,17,1,24,2,1,3,6,25,27,22,11,0,43,0,0,2,36,38,8,16,0,1,0,18,10,10,8,4,0,9,44,14,8,11,13,17,5,40,10,13,7,13,9,0,8,18,55,44,24,110,28,5,14,31,9,30,16,27,0,5,81,61,14,11,56,30,45
19.500,19,6,10,51,22,20,24,4,11,20,0,7,4,41,36,4,0,6,0,0,6,55,4,3,9,4,56,17,31,32,24,20,32,0,4,7,0,16,23,50,9,110,4,8,0,14,0,22,9,9,12,73,10,14,3,2,9,0,10,23,2,4,10,12,1,1,0,8,7,0,0,0,2,64,2,3,12,23,14,0,0,5,0,6,16,12,14,13,15,0,5,13,33,3,0,2,17,7,2,43,20,0,0,10,20,6,13,0,26,8,26,27,39,25,19,13,13,5,24,2,23,3,6,1,15,26,26,12,12,2,28,1,1,4,45,33,10,11,0,0,0,23,15,17,7,7,0,22,29,16,10,18,17,16,13,33,11,6,10,17,8,0,3,26,57,40,28,129,17,4,18,29,8,23,19,30,0,9,73,42,12,11,57,40,34
20.500,6,7,11,75,16,33,52,17,36,22,0,6,4,12,56,11,0,3,0,0,3,47,6,2,7,12,37,9,22,39,10,23,24,0,5,4,0,19,26,64,11,115,7,5,0,8,0,26,6,8,16,58,2,11,9,0,2,3,14,26,3,1,12,13,1,2,0,6,5,0,0,0,0,31,2,6,12,37,16,0,0,4,0,6,14,9,15,12,13,0,8,18,25,5,0,2,19,11,4,37,30,0,0,11,22,5,5,1,34,7,24,28,40,20,17,16,7,10,5,2,21,4,1,4,12,27,20,19,14,3,25,2,1,4,47,24,6,14,0,0,0,25,14,12,7,54,0,23,52,10,15,9,13,16,5,33,11,6,15,9,11,0,7,27,61,55,24,125,27,1,19,34,11,40,12,29,0,7,60,51,15,24,66,45,42
21.500,3,10,13,73,16,48,65,0,13,22,0,11,4,4,86,12,0,7,0,0,6,33,3,4,11,8,47,13,37,72,6,21,28,1,9,3,0,24,25,85,9,49,3,6,0,10,0,32,10,2,14,66,7,11,2,2,7,2,7,13,1,2,15,23,3,2,0,6,10,0,0,0,1,27,2,5,13,22,13,0,0,5,0,7,19,12,20,6,17,0,13,41,20,9,0,2,18,6,9,32,22,0,0,12,22,6,13,5,40,8,10,26,54,23,24,32,6,9,7,3,24,5,1,4,16,30,27,11,9,6,20,2,5,2,29,29,4,8,0,3,0,19,10,9,10,36,0,21,46,15,21,11,16,16,3,36,10,14,18,14,22,0,7,17,74,49,24,96,13,8,17,37,6,34,16,24,0,9,70,56,17,52,19,51,27
