Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123
-89.500,0,11,3,0,6,7,0,6,6,0,4,4,11,58,6,0,0,5,0,19,0,4,15,0,0,8,23,2,8,4,0,7,0,12,0,0,9,2,9,1,0,29,5,31,6,22,21,7,12,0,10,0,13,19,0,7,3,6,6,9,24,0,0,0,0,0,1,0,6,3,0,5,0,0,0,13,3,10,0,0,0,0,11,0,0,0,0,1,0,2,4,2,8,2,0,2,0,8,7,0,7,0,2,0,11,11,0,0,2,16,0,4,26,0,0,6,0,0,2,8,7,0,0
-88.500,0,14,7,0,2,8,0,4,2,0,13,2,8,42,5,0,0,11,0,16,0,4,18,0,0,6,42,0,14,4,0,4,4,17,0,0,10,3,11,1,0,35,6,32,10,25,11,6,12,0,8,0,8,12,0,6,2,5,1,15,28,0,0,0,0,0,0,0,3,8,1,11,0,13,0,19,5,7,0,0,0,0,8,0,0,5,0,4,0,6,2,2,7,0,0,2,0,0,6,0,7,0,0,0,12,11,0,0,3,9,0,0,19,0,0,7,0,0,1,13,11,0,0
-87.500,0,11,8,0,4,9,0,2,2,0,1,5,3,56,7,0,0,17,0,20,0,4,15,0,0,4,30,0,6,0,0,15,3,14,0,0,12,3,13,1,0,33,9,30,9,13,13,7,13,0,12,0,25,7,0,10,2,5,5,12,29,0,0,0,0,0,1,0,0,12,3,17,0,2,0,16,4,13,0,0,0,0,1,0,0,0,0,1,0,3,4,6,11,2,0,1,0,0,13,0,5,0,0,0,17,22,0,0,7,14,0,0,17,3,0,10,2,0,1,10,5,0,0
-86.500,0,12,5,0,3,8,4,4,7,0,4,1,10,34,13,0,0,12,0,17,0,5,16,0,0,5,26,0,12,0,0,11,2,14,0,0,9,1,4,0,0,32,11,32,15,11,13,6,20,0,7,0,4,7,0,6,8,22,1,14,30,0,0,0,0,0,1,0,2,12,1,33,0,4,0,20,5,8,0,0,0,0,0,0,0,4,0,2,0,5,0,3,8,0,0,0,0,2,6,0,9,0,0,0,16,37,0,0,2,22,0,0,26,2,0,6,2,0,4,10,11,0,0
-85.500,0,17,9,0,3,11,4,3,3,0,7,0,6,32,20,0,0,30,0,23,0,8,10,0,0,4,18,0,8,4,0,24,6,12,0,0,13,0,12,0,0,54,7,48,13,22,14,13,14,0,15,0,8,9,0,4,4,19,4,24,41,0,0,0,0,0,1,0,3,14,1,22,0,10,0,16,4,10,0,0,0,3,0,0,0,2,0,1,0,6,3,7,12,3,0,3,0,6,11,0,10,0,0,0,15,25,0,0,3,21,0,0,53,1,0,12,0,0,2,8,10,0,0
-84.500,0,13,8,0,3,20,3,4,8,0,5,5,3,22,8,0,0,27,0,27,0,7,6,0,0,3,18,0,12,0,0,31,0,12,0,1,14,0,15,1,0,21,11,58,13,29,12,4,12,0,28,0,10,1,0,3,4,3,2,17,37,0,0,0,0,0,1,0,4,19,6,17,0,7,0,18,7,7,0,1,3,19,0,0,0,3,0,4,0,2,2,5,12,0,0,3,0,0,14,0,14,0,0,0,15,14,0,0,3,15,0,0,30,0,0,8,0,0,2,8,5,0,0
-83.500,0,13,10,9,3,14,7,8,1,0,3,2,4,19,8,0,0,50,0,36,0,8,8,0,0,4,19,2,10,3,0,41,6,12,2,0,14,0,25,1,0,15,10,59,9,48,14,10,17,0,94,0,5,5,0,3,4,2,7,15,36,0,0,0,0,0,3,0,2,23,2,14,0,5,0,22,32,14,0,1,0,21,0,0,0,1,0,4,0,6,3,5,12,0,0,2,0,0,20,0,10,0,0,0,14,11,0,0,4,15,0,0,21,4,0,8,0,0,2,11,8,0,0
-82.500,6,16,11,28,3,10,7,2,5,0,6,0,11,18,6,0,0,38,0,27,0,11,6,0,0,3,19,10,8,2,0,43,2,12,1,3,20,0,37,1,16,22,23,78,12,38,17,11,15,0,50,0,10,5,0,6,10,2,26,11,49,0,0,0,0,0,5,0,2,46,2,12,0,11,0,21,41,6,0,0,0,16,0,0,0,4,0,3,0,5,2,10,16,2,0,1,2,4,11,0,10,0,0,0,9,11,0,0,4,12,0,0,14,2,0,20,0,0,4,5,6,0,0
-81.500,0,15,10,25,2,12,4,2,6,0,4,3,5,9,5,0,0,42,0,16,0,11,14,0,0,1,15,9,8,0,0,34,5,11,4,2,12,0,24,0,13,18,22,49,10,27,17,10,20,0,29,0,6,3,0,2,6,3,20,12,25,0,0,0,0,0,4,0,1,94,6,11,0,14,0,26,39,16,0,1,4,17,0,0,0,2,0,4,0,4,3,13,19,1,0,2,1,4,10,0,14,0,0,0,9,7,0,0,4,11,0,0,17,3,0,10,0,0,2,11,7,0,0
-80.500,0,18,16,16,4,7,10,4,5,0,7,2,2,10,2,0,7,18,0,15,0,16,14,0,0,7,16,11,15,3,0,38,4,15,1,1,11,0,48,2,13,18,26,42,12,20,31,14,21,0,16,0,8,8,0,2,12,6,26,14,26,0,0,0,0,0,3,1,4,99,3,11,0,13,0,18,46,14,0,2,1,18,0,0,0,4,0,6,0,18,2,16,16,1,0,4,6,1,9,0,8,0,0,0,7,10,0,0,6,17,0,0,12,4,0,20,0,0,2,6,9,0,0
-79.500,3,17,15,24,1,10,11,7,7,0,4,1,7,11,4,0,8,14,0,16,0,20,12,0,0,0,15,11,5,2,0,40,6,7,5,3,15,0,42,0,13,22,37,34,10,18,30,14,14,0,15,0,6,6,0,1,9,12,33,12,18,0,0,0,0,0,3,2,3,43,8,6,0,16,0,16,49,11,0,5,0,25,0,0,0,3,0,4,0,36,3,10,18,1,0,2,10,0,5,0,11,0,0,0,6,5,0,0,7,26,0,0,9,3,0,7,0,0,4,10,3,0,0
-78.500,11,18,7,15,3,10,12,7,4,0,4,1,9,9,5,0,3,12,0,10,0,44,18,0,0,0,12,11,13,0,0,39,6,11,6,2,9,0,45,1,5,12,33,42,11,12,23,12,22,0,16,0,7,4,0,1,11,5,16,12,18,0,0,0,0,0,4,2,1,23,4,10,0,13,0,11,83,11,0,6,6,33,0,0,0,3,0,6,0,36,2,8,18,2,0,2,24,6,8,0,10,0,0,0,10,11,0,0,10,21,0,0,1,7,0,11,3,0,4,10,17,0,0
-77.500,19,17,16,9,5,8,12,2,8,0,7,1,5,9,2,0,5,16,0,13,0,27,15,0,0,8,12,6,9,0,0,51,4,7,6,4,19,0,60,2,15,14,37,30,13,19,15,13,15,0,9,0,9,7,0,8,20,2,11,14,17,0,0,0,0,1,4,4,2,16,9,5,0,17,0,18,69,15,0,7,5,22,0,0,0,4,0,6,0,34,3,6,20,1,0,3,14,5,8,0,15,0,0,0,5,12,0,0,13,13,0,0,5,7,0,9,1,0,3,12,21,0,0
-76.500,11,19,6,5,0,9,14,5,4,0,4,2,5,14,0,0,4,13,0,6,0,8,21,0,0,0,18,5,11,4,0,53,15,9,10,2,9,0,67,0,6,21,23,20,9,15,18,11,18,0,7,0,7,4,0,8,14,0,7,10,14,0,0,0,0,2,1,4,3,14,13,8,0,16,0,18,62,12,0,17,4,23,0,0,0,5,0,7,0,36,2,9,12,3,0,4,12,4,3,0,12,0,0,0,8,40,0,0,6,10,0,0,3,9,0,6,1,0,6,13,21,0,0
-75.500,13,21,5,7,0,11,13,3,8,0,6,1,9,6,1,0,4,17,0,11,0,6,22,0,0,6,11,3,11,1,0,43,24,8,12,4,11,0,66,2,13,17,33,20,12,14,22,9,26,0,2,0,8,9,0,6,11,0,15,18,15,0,0,0,0,7,6,1,4,13,15,3,0,15,7,22,69,23,0,8,3,28,0,0,0,3,0,16,0,37,6,3,23,5,0,3,10,5,4,11,13,0,0,0,7,23,0,0,7,9,0,0,5,12,0,16,0,0,5,14,20,0,0
-74.500,15,20,10,7,7,9,12,3,7,0,6,2,8,9,6,0,1,13,0,9,0,6,23,0,0,2,16,4,8,3,0,31,22,8,9,5,17,0,1,2,6,19,39,11,9,10,34,12,18,0,5,0,1,7,1,6,9,0,4,29,15,0,0,0,0,6,6,3,4,13,17,6,0,19,21,25,73,32,0,6,7,18,0,0,0,7,2,7,0,43,2,10,20,4,0,3,7,10,9,17,13,0,0,1,6,13,0,0,8,8,0,0,3,11,0,17,0,0,5,12,23,0,0
-73.500,11,19,9,3,2,10,9,11,5,0,2,1,5,16,0,0,6,43,0,2,0,8,31,26,0,2,9,4,16,4,0,30,18,4,16,2,11,2,4,1,12,16,75,9,15,14,33,14,26,0,9,0,2,6,2,14,20,0,12,45,18,0,30,0,0,15,2,6,2,10,7,4,0,11,20,30,102,22,0,6,3,24,0,0,1,4,4,8,0,31,8,3,14,3,0,4,8,12,3,21,19,0,0,4,7,11,0,0,0,7,0,0,5,8,0,19,0,0,7,22,21,0,0
-72.500,11,24,4,4,3,17,10,6,9,0,9,2,4,8,0,0,2,29,0,8,0,8,26,42,0,6,15,7,9,1,0,24,23,9,11,7,12,2,0,1,10,21,71,7,14,9,27,13,28,0,3,1,0,16,2,10,15,0,6,38,17,0,31,0,0,21,5,4,2,15,4,3,0,27,24,38,89,18,0,3,3,27,0,0,1,5,4,8,0,43,8,3,20,1,0,5,2,12,6,12,15,0,0,7,4,15,0,0,11,5,0,0,5,9,0,13,0,0,13,17,23,0,0
-71.500,16,19,7,2,3,10,10,4,3,0,4,0,3,8,0,0,5,28,0,4,0,8,30,37,0,22,12,7,14,1,0,22,22,6,12,3,13,4,1,8,6,24,40,9,8,13,22,14,20,0,6,2,0,10,2,10,12,0,9,25,12,0,9,0,0,33,3,2,5,12,2,4,0,11,19,42,67,23,0,4,6,24,0,0,4,8,12,6,0,43,9,8,20,2,0,5,8,25,3,7,19,0,0,8,9,3,0,0,2,7,0,0,5,5,0,21,0,2,13,16,32,0,0
-70.500,13,32,10,0,1,8,7,5,9,0,7,2,13,17,0,0,4,23,0,5,0,8,30,41,0,15,33,13,11,4,0,4,17,8,12,2,17,4,2,2,17,18,27,7,18,14,25,15,23,0,9,2,0,13,4,19,20,0,11,35,24,0,6,0,0,27,9,7,9,11,12,3,0,32,20,67,57,18,0,0,2,29,0,0,3,6,13,4,0,48,11,5,24,0,0,2,4,44,8,9,18,0,0,3,6,7,0,0,1,4,0,0,4,3,0,19,3,0,15,17,22,2,0
-69.500,13,26,7,4,5,14,7,10,2,0,11,1,4,10,7,0,6,21,0,7,0,11,27,37,0,9,30,12,19,7,0,7,27,7,9,7,14,7,3,3,7,24,17,12,7,7,10,19,26,0,6,4,0,11,1,15,17,0,12,32,17,0,4,0,0,27,1,5,8,14,11,4,0,25,15,113,35,17,0,2,8,24,0,0,3,7,33,7,0,65,13,5,26,1,0,7,4,32,5,8,21,0,0,6,10,7,5,0,10,5,4,0,6,4,0,17,1,1,18,14,37,4,0
-68.500,16,29,8,1,2,14,6,7,11,0,14,2,4,9,0,0,7,19,0,4,0,11,24,45,0,14,30,22,13,3,0,4,22,9,11,6,10,6,7,3,11,22,18,12,16,14,23,14,34,0,9,6,0,14,5,15,29,0,15,25,23,0,3,0,0,29,4,8,14,14,11,1,0,42,17,78,32,16,0,4,3,31,0,0,5,6,28,5,0,48,22,5,26,2,3,5,8,19,4,6,19,2,0,2,8,8,29,0,2,3,9,0,7,4,0,27,1,2,31,16,61,7,0
-67.500,13,34,15,1,4,14,6,5,1,0,13,1,2,16,0,0,7,13,0,8,0,9,42,57,0,13,37,15,25,4,0,7,23,13,6,5,23,10,3,3,22,23,11,12,12,10,14,17,47,0,6,7,0,14,5,8,24,0,11,36,28,0,2,0,0,25,7,7,8,7,14,3,0,57,20,24,28,26,0,0,5,28,0,0,7,4,23,3,0,50,46,4,26,3,3,8,7,33,6,6,16,2,0,4,9,1,27,0,4,0,15,0,8,0,0,24,1,2,69,14,49,15,4
-66.500,15,41,10,5,3,15,4,7,9,0,17,1,10,13,0,0,12,13,0,7,0,15,36,79,1,12,27,10,15,9,0,7,25,8,6,6,11,10,6,12,22,24,16,17,14,6,17,12,21,0,10,6,0,9,3,11,30,0,29,35,18,0,4,0,0,36,7,10,9,24,16,3,0,88,28,16,28,15,0,1,4,32,0,0,14,5,22,6,0,44,25,5,23,3,5,8,6,22,5,8,27,2,0,1,9,6,43,0,5,0,31,0,7,3,0,35,1,5,53,14,46,19,13
-65.500,15,43,9,2,5,14,2,11,1,0,16,2,4,18,0,0,18,9,0,4,0,14,53,70,1,14,39,8,18,9,0,10,25,10,12,11,22,11,5,5,42,29,9,18,10,16,14,14,16,0,11,7,0,0,8,15,45,0,27,26,32,0,0,1,0,36,4,12,4,14,13,0,0,61,10,12,38,27,0,4,10,33,0,0,20,4,17,3,0,42,21,6,15,8,9,13,8,33,6,5,22,2,0,4,11,4,47,0,5,0,18,0,1,0,0,48,0,6,31,14,27,15,8
-64.500,15,51,13,0,14,21,1,10,9,0,21,2,4,13,3,0,14,12,0,10,0,23,49,45,2,10,39,10,18,8,0,5,33,11,6,3,23,14,6,7,37,37,10,22,17,13,18,14,11,0,5,10,0,0,7,17,46,0,38,32,30,0,2,1,0,47,7,8,9,26,21,3,1,68,8,10,28,23,0,0,6,31,0,0,26,4,11,3,0,41,16,4,16,8,5,13,10,34,16,5,31,6,0,1,16,6,53,0,6,0,16,0,4,0,0,61,2,9,38,12,27,20,6
-63.500,15,58,21,5,36,21,0,7,3,0,16,1,2,26,4,0,19,11,0,7,0,32,31,33,2,19,33,9,16,12,0,5,40,17,6,16,18,14,7,5,93,38,11,19,13,12,14,19,0,0,4,12,1,0,7,30,33,0,42,28,33,0,0,3,0,53,4,18,6,33,20,0,1,59,12,5,46,30,0,1,6,28,0,0,33,2,16,4,0,44,15,6,16,16,11,14,15,35,25,6,24,5,0,2,18,2,36,0,3,0,12,0,2,0,0,72,2,18,36,18,30,19,1
-62.500,15,87,12,5,26,19,0,11,9,0,17,1,1,65,0,0,12,7,0,3,0,30,43,10,4,13,46,4,22,18,0,1,31,19,13,7,22,20,7,17,45,36,22,19,14,30,14,18,0,0,3,13,25,0,11,15,28,0,51,26,33,0,0,6,0,53,8,12,3,40,32,2,25,49,9,7,47,26,0,1,11,36,0,0,41,3,12,2,0,41,16,6,16,23,7,17,27,35,33,7,37,8,0,3,25,7,32,0,11,0,6,0,3,0,0,51,1,24,34,13,26,25,1
-61.500,22,158,17,28,27,17,0,14,3,0,12,3,8,63,0,0,12,5,0,12,0,34,28,11,3,22,44,7,31,22,2,4,30,14,3,9,29,19,11,20,41,29,105,23,16,37,12,17,0,0,3,16,23,0,16,11,23,0,45,44,39,0,0,2,0,67,7,23,11,45,28,0,32,18,9,12,34,42,0,7,5,35,0,0,59,3,13,5,0,42,6,6,17,39,12,15,22,29,34,6,36,6,0,2,28,10,24,0,14,0,3,0,2,0,0,40,1,16,39,9,17,23,2
-60.500,22,154,27,35,31,22,1,9,8,0,20,1,3,55,0,0,11,5,0,9,0,33,24,12,5,15,44,11,15,17,0,2,28,21,12,15,35,17,12,32,37,22,154,25,21,35,17,24,0,0,0,16,28,0,12,7,38,0,44,39,44,0,0,6,0,66,10,40,6,32,36,1,35,16,5,30,41,42,0,6,9,40,0,0,50,3,24,3,0,46,6,7,10,28,13,18,14,24,30,10,41,11,0,4,53,31,26,8,13,0,0,0,5,0,0,33,1,12,33,17,30,33,2
-59.500,18,168,9,28,25,24,1,21,5,0,19,1,1,57,3,0,12,15,0,6,0,37,22,15,6,23,50,6,3,24,22,6,32,21,8,12,53,19,10,55,40,32,93,27,23,22,12,23,0,0,0,26,37,0,10,4,55,0,62,45,65,0,0,4,0,68,6,34,7,21,39,0,42,16,9,20,45,44,0,40,11,41,0,0,38,2,6,5,0,30,1,6,16,23,10,19,11,23,30,9,47,5,0,1,56,37,26,1,14,0,0,0,5,0,0,32,2,11,41,10,22,33,34
-58.500,19,70,14,18,24,17,3,9,8,0,19,3,0,64,9,0,6,14,0,10,0,41,29,15,1,21,71,5,3,32,45,4,22,20,14,17,50,18,12,36,32,28,80,21,42,24,14,33,0,0,0,14,54,3,9,5,82,0,43,58,45,0,1,9,0,79,10,35,11,27,40,0,54,15,6,25,40,45,0,53,14,42,0,0,37,3,19,1,0,34,4,6,14,20,15,17,11,22,36,14,52,12,2,5,60,70,20,11,11,0,0,0,5,0,0,32,3,10,37,15,26,46,40
-57.500,23,60,29,22,21,38,4,21,3,0,26,1,0,63,2,0,8,8,0,8,0,52,26,15,11,30,76,7,2,35,28,4,26,23,9,18,38,16,20,36,51,27,41,34,39,15,23,36,0,0,0,30,96,14,11,4,78,0,47,64,57,0,0,6,0,81,10,35,8,21,27,0,63,18,7,20,54,44,0,36,7,65,0,0,39,3,25,6,0,34,8,14,9,21,13,22,33,19,33,25,50,8,2,1,51,88,30,47,13,0,0,0,5,0,0,35,6,9,40,12,32,63,32
-56.500,25,36,14,16,16,46,5,26,12,0,31,4,0,60,1,1,1,9,0,15,0,64,13,9,10,25,62,6,4,51,26,6,30,7,11,26,31,19,19,33,39,18,45,53,33,10,15,46,0,0,1,20,58,16,9,8,55,0,50,83,56,0,0,13,0,68,11,25,7,17,19,0,66,15,5,18,58,17,0,27,17,44,0,0,48,2,19,2,4,33,7,16,18,25,13,21,50,20,37,11,71,41,1,6,48,105,26,83,14,0,0,0,8,0,39,42,1,9,37,15,7,45,33
-55.500,21,32,23,24,25,32,2,34,4,0,40,1,8,99,4,0,5,10,0,12,0,51,10,19,10,28,65,5,1,42,25,9,49,0,11,31,19,21,17,38,57,26,50,85,33,16,18,50,0,0,18,30,47,19,10,13,61,0,54,120,49,5,3,14,0,65,13,38,13,19,24,0,64,21,6,25,91,13,0,26,12,44,0,0,42,4,20,4,3,32,13,48,12,18,16,31,70,24,35,4,64,62,0,3,45,21,21,62,13,0,0,0,12,0,31,42,9,11,29,14,3,47,19
-54.500,29,33,34,17,18,34,7,64,11,0,34,4,1,192,4,16,5,10,0,7,0,52,6,14,13,32,51,7,3,21,21,9,48,0,13,38,20,27,33,46,48,23,47,69,34,9,19,54,0,0,34,30,38,22,11,9,43,0,61,129,53,2,1,13,0,66,14,36,8,18,23,0,58,21,4,25,87,12,0,20,18,41,0,0,16,1,29,33,5,33,27,40,12,23,14,30,132,19,58,5,73,58,4,9,42,10,26,54,16,0,0,0,17,0,31,48,5,7,38,15,3,40,11
-53.500,38,27,20,29,23,34,5,43,9,3,35,1,0,154,9,13,10,7,5,15,0,52,14,18,16,33,38,7,4,24,30,24,76,0,8,42,19,20,31,75,63,26,43,49,63,6,20,52,0,0,42,28,37,26,12,14,40,0,79,123,59,1,3,18,0,57,14,38,13,17,16,1,69,0,3,29,77,18,0,26,16,34,5,5,14,3,19,74,7,27,25,35,16,12,18,35,112,18,45,6,48,85,2,31,52,9,27,49,18,0,0,0,29,2,18,53,11,11,43,12,2,55,9
-52.500,35,32,40,23,26,34,5,46,24,13,27,4,0,119,6,15,5,9,7,15,0,54,4,22,39,34,42,6,4,27,25,30,94,0,10,31,8,28,42,75,76,23,54,45,45,13,23,43,0,0,54,37,31,25,17,12,24,0,68,167,56,2,4,24,0,51,14,45,10,16,25,5,101,0,5,60,59,10,0,22,22,36,3,12,11,3,23,94,5,46,36,29,6,26,17,37,109,24,54,6,50,61,12,47,53,6,28,45,16,0,0,6,28,6,20,54,29,13,31,20,4,56,8
-51.500,46,26,33,20,20,36,5,42,11,50,35,1,0,112,8,15,4,15,9,12,0,52,14,19,70,29,38,5,5,33,18,22,69,25,12,32,20,35,59,31,54,25,48,44,37,10,20,37,0,0,55,18,30,31,17,17,37,0,72,261,60,5,4,34,0,52,18,50,12,20,27,6,79,0,3,91,52,13,0,21,16,34,10,10,0,3,32,53,6,39,60,25,16,16,18,36,91,20,59,7,42,67,27,49,43,8,29,70,24,0,0,10,22,8,19,61,14,9,50,15,3,59,3
-50.500,54,27,38,26,27,43,7,46,11,103,33,4,10,99,6,6,6,8,15,11,0,67,10,22,51,35,37,5,12,43,14,20,83,39,9,32,11,46,35,23,63,27,64,38,30,6,20,31,0,0,46,21,41,38,26,24,29,0,86,105,64,3,4,41,0,41,25,69,14,18,25,11,65,0,6,78,46,10,3,23,28,30,12,8,0,11,24,42,13,39,83,29,16,21,14,25,53,24,64,8,28,73,30,63,50,7,26,91,31,0,0,11,22,10,13,78,16,14,44,19,4,66,6
-49.500,86,27,43,29,23,27,7,49,13,39,43,4,2,98,17,12,7,16,26,15,0,65,15,24,38,45,42,6,10,32,10,15,76,55,11,35,8,47,31,18,53,21,67,48,29,12,28,31,0,0,39,20,33,34,35,26,28,0,72,84,81,3,19,123,0,38,29,64,18,24,29,14,67,0,10,40,37,16,3,32,36,34,15,7,0,17,23,23,5,30,120,42,11,20,14,27,40,28,65,9,34,62,39,63,50,8,35,58,20,0,0,14,26,6,24,65,14,15,34,21,11,67,3
-48.500,37,31,48,25,35,7,4,51,12,31,71,2,2,85,21,7,11,25,20,13,0,75,19,29,39,41,42,3,15,25,15,21,72,45,12,47,7,42,25,13,55,23,36,66,27,9,30,31,0,0,10,20,18,37,53,31,23,0,38,77,70,5,1,142,25,59,36,83,17,22,30,16,70,0,15,35,38,10,2,31,39,28,25,26,0,10,27,34,10,28,94,31,15,20,15,29,39,30,118,12,32,59,44,53,51,29,33,50,19,0,0,15,18,6,37,66,29,18,38,22,17,107,3
-47.500,24,27,18,33,20,9,10,54,8,29,102,3,4,82,18,7,17,23,16,9,0,78,18,48,29,69,46,5,16,23,16,21,75,35,14,38,8,30,31,11,64,28,42,30,26,13,28,30,0,0,4,15,5,38,52,27,27,0,38,15,21,6,0,88,77,42,56,67,43,34,30,29,70,0,14,30,43,15,6,43,121,28,34,159,0,16,21,13,16,19,43,25,13,21,9,27,48,34,81,14,24,52,67,55,54,44,26,37,19,0,0,17,22,6,37,64,32,28,43,20,16,125,1
-46.500,22,2,11,37,37,6,5,61,12,26,107,43,7,79,43,8,26,18,9,17,0,20,19,63,41,74,97,7,17,23,11,27,66,31,11,43,6,26,27,11,26,25,47,0,26,12,30,36,0,0,2,22,3,53,92,40,25,0,33,13,5,5,0,85,74,40,35,68,51,30,37,45,70,0,16,25,36,18,5,69,142,24,24,150,0,15,20,23,14,24,39,26,13,22,13,47,34,47,57,32,38,47,80,66,53,55,30,30,18,0,0,28,24,15,39,51,32,62,86,57,16,132,1
-45.500,20,2,17,45,25,6,10,73,7,27,82,49,8,70,41,6,23,23,13,18,0,18,22,28,25,84,98,2,33,21,14,29,57,24,17,49,7,28,34,5,9,27,50,0,28,16,46,20,0,0,0,15,2,17,75,59,27,0,39,14,3,9,0,91,62,35,29,52,57,23,30,51,60,28,10,22,38,16,3,116,193,24,18,250,0,14,16,17,13,18,33,15,18,27,8,31,42,48,34,68,31,45,119,50,62,21,30,34,16,0,0,81,20,16,42,65,33,88,64,44,16,139,0
-44.500,16,3,11,56,49,4,12,102,11,27,80,38,4,75,76,9,31,39,11,14,0,18,21,18,39,89,85,5,29,19,13,82,71,28,18,58,8,24,31,5,11,27,55,0,45,13,49,13,0,0,0,20,3,14,65,22,24,0,41,11,6,18,0,81,59,31,24,50,60,26,36,65,60,13,12,24,40,18,8,28,116,20,18,188,0,16,27,13,26,19,30,24,14,50,16,18,53,49,39,93,43,46,95,50,65,15,30,29,18,0,0,64,24,25,42,68,41,59,50,27,17,164,0
-43.500,17,3,18,38,48,4,9,80,8,32,84,33,6,83,50,4,28,28,2,13,0,26,20,15,31,60,77,2,46,14,14,62,90,29,19,55,8,6,36,4,8,31,58,0,5,28,36,2,0,0,0,21,6,13,64,7,28,0,20,15,7,27,0,93,56,21,25,52,70,32,32,88,58,10,12,18,38,21,5,32,187,19,18,148,0,17,36,20,27,18,25,22,20,39,38,9,62,60,43,70,59,43,88,52,65,5,32,29,9,5,0,71,24,16,60,53,48,38,41,22,17,109,0
-42.500,15,5,16,67,60,5,17,68,12,34,83,34,12,68,52,3,38,18,11,20,0,27,20,13,46,56,75,5,59,20,16,54,142,19,21,41,10,9,25,4,8,42,31,0,5,18,22,0,0,0,0,17,0,13,61,12,25,0,13,13,7,36,0,53,43,14,25,38,46,19,36,51,64,12,13,20,40,20,7,32,238,21,15,123,0,13,32,19,31,19,29,15,21,52,43,9,84,200,45,64,37,51,89,62,72,8,28,25,21,26,0,29,35,8,56,66,46,37,39,21,16,97,0
-41.500,12,5,23,66,54,5,20,70,13,43,97,32,11,55,67,3,19,16,9,11,0,42,18,11,32,36,79,1,69,19,13,58,85,17,24,34,15,24,28,3,7,60,25,0,3,6,27,3,0,0,0,28,0,9,52,15,35,0,5,13,10,39,0,51,54,13,19,16,44,15,32,36,60,10,9,21,52,22,8,34,133,18,17,133,0,30,28,19,59,19,20,19,30,47,45,9,110,162,64,46,32,54,119,71,53,6,33,25,16,26,0,18,48,22,63,83,59,32,39,14,10,45,0
-40.500,15,5,22,63,60,6,22,79,6,26,71,26,56,45,88,0,12,12,2,22,0,30,11,11,46,47,90,6,51,9,10,56,53,14,36,34,13,24,20,3,8,42,18,0,2,7,18,2,0,0,0,25,1,12,50,25,30,0,8,10,10,73,0,33,52,15,8,17,47,12,32,37,50,13,12,21,41,17,10,45,55,16,24,92,1,80,24,13,83,22,24,16,71,51,59,5,68,189,81,41,45,85,70,55,46,5,39,22,15,14,0,24,30,6,80,71,47,19,34,23,16,36,0
-39.500,10,5,24,58,46,6,20,15,10,26,67,33,103,39,75,0,11,11,9,7,0,27,16,10,47,22,112,1,41,8,12,52,14,17,43,31,7,21,22,2,11,37,14,0,0,7,18,3,0,0,0,31,9,10,42,16,31,0,8,16,11,39,0,33,50,14,9,19,54,10,38,27,70,15,17,26,47,19,14,46,44,17,16,82,6,73,24,27,77,30,25,14,73,54,87,4,67,157,55,38,41,72,38,38,46,3,50,19,12,10,0,15,15,19,34,83,87,25,33,13,11,26,0
-38.500,10,5,21,26,49,9,18,20,11,18,63,58,109,35,28,0,7,5,8,13,0,23,6,9,46,27,61,5,35,6,10,45,16,9,50,25,9,34,15,4,12,33,17,0,0,6,23,1,0,0,0,37,0,11,42,12,21,0,6,14,16,45,0,29,50,13,6,17,78,10,34,25,137,14,16,24,42,19,22,55,43,13,23,59,17,68,17,30,61,40,22,21,79,53,66,10,30,54,46,35,41,79,37,41,47,5,70,24,22,8,3,10,8,23,29,126,79,14,28,22,13,36,0
-37.500,16,3,19,22,41,13,15,14,9,21,53,80,73,29,33,0,7,2,4,8,0,19,10,8,45,32,55,1,36,7,7,52,7,15,93,25,8,26,16,1,13,26,9,0,0,9,25,2,0,0,0,34,0,10,55,9,19,0,8,16,16,42,0,19,65,11,7,21,67,9,32,33,106,16,21,10,47,15,20,63,24,15,19,61,68,55,19,31,58,43,19,22,76,62,99,15,24,30,35,38,40,74,28,42,26,0,60,20,14,10,3,6,6,27,22,55,78,16,25,15,11,31,0
