Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131
-30.500,67,30,17,19,1,12,22,0,8,61,40,55,40,17,7,23,10,32,0,9,24,31,0,26,36,41,17,0,6,18,0,2,0,0,0,9,14,0,6,43,7,2,21,34,3,0,5,0,7,21,4,10,0,4,4,0,4,29,32,6,0,20,42,4,61,11,0,22,0,18,0,0,0,3,22,12,0,9,9,0,3,9,2,0,14,0,0,9,15,5,54,30,15,16,1,6,34,35,17,4,21,2,40,69,12,37,11,14,16,22,6,2,0,11,11,38,0,5,36,14,26,36,9,69,0,67,24,6,18,62,35
-29.500,62,19,16,15,35,14,19,0,7,60,13,44,33,14,8,19,10,46,2,11,19,5,0,19,38,36,23,0,7,17,0,1,0,0,0,10,8,0,7,29,10,1,20,28,11,0,6,0,8,25,8,13,0,2,2,0,2,29,37,7,9,19,42,6,70,4,0,23,0,13,6,0,0,6,21,38,1,10,14,0,0,12,0,0,16,0,0,6,17,5,63,34,10,13,3,9,35,41,22,3,14,5,33,51,4,30,16,12,16,16,4,0,0,10,25,37,3,8,33,15,23,40,10,36,0,53,22,7,10,77,65
-28.500,69,30,19,14,58,13,23,0,8,49,14,34,37,14,8,26,10,90,0,3,21,8,0,15,35,40,17,0,4,10,0,2,0,0,0,8,8,0,5,27,7,0,19,73,5,0,3,0,9,18,4,13,2,3,2,0,5,31,33,3,1,17,44,10,64,10,0,25,0,14,0,0,0,1,21,34,2,9,10,0,0,6,0,0,4,0,0,3,9,4,54,37,13,17,1,10,27,45,16,5,14,0,34,48,0,17,15,11,15,17,6,0,0,13,16,32,3,5,20,18,17,48,13,22,0,36,16,7,10,35,57
-27.500,20,12,28,14,80,19,13,0,4,30,12,27,51,6,8,26,9,32,0,4,15,0,0,13,40,35,26,0,5,13,0,0,0,0,0,11,7,0,4,28,4,0,14,90,4,0,3,0,6,28,4,13,20,2,2,0,2,27,29,5,2,10,40,10,54,7,0,17,0,11,0,0,0,5,20,24,1,9,12,0,0,12,0,0,11,0,0,8,11,2,32,40,13,14,0,5,31,60,16,4,20,2,32,33,0,17,10,17,7,17,5,0,0,8,80,35,1,5,22,16,28,34,17,16,0,33,14,3,3,20,106
-26.500,15,20,16,12,45,23,21,0,8,26,6,25,31,11,8,37,14,19,0,11,15,3,0,14,43,18,22,0,6,9,0,0,0,0,0,10,7,0,3,23,9,0,9,62,10,0,5,0,7,20,6,13,16,0,2,0,2,24,23,3,7,11,46,8,69,6,0,22,0,0,3,0,0,7,26,31,0,13,8,0,0,11,0,0,6,0,0,3,12,3,26,47,13,10,2,9,33,49,17,6,24,5,22,34,0,8,15,10,11,12,5,0,0,11,54,35,2,9,21,13,8,31,19,15,0,26,16,6,2,19,72
-25.500,17,12,14,6,22,16,16,0,9,31,12,29,22,4,8,26,4,18,0,2,16,0,0,11,44,16,18,0,5,9,0,1,0,0,0,13,5,0,5,29,5,3,8,58,5,0,2,0,5,43,3,19,19,0,3,6,0,23,22,4,0,11,59,2,77,7,0,27,0,0,2,0,0,6,26,19,0,14,9,0,0,9,0,0,8,0,0,2,7,3,15,62,24,14,0,8,40,51,18,4,31,2,28,29,0,8,5,26,4,14,3,0,0,9,48,37,3,5,22,13,20,28,10,11,0,17,9,4,3,10,74
-24.500,8,14,16,6,29,16,11,0,8,19,4,27,15,9,13,25,12,17,0,4,15,0,0,12,52,13,27,0,5,5,0,0,0,0,3,18,8,0,2,20,7,0,10,41,10,0,2,0,6,26,5,24,15,0,2,0,0,22,14,3,0,4,81,0,57,7,0,20,0,0,0,0,0,6,22,19,0,0,11,0,0,9,0,0,3,0,0,6,9,1,9,45,32,12,1,12,35,51,8,7,23,6,20,25,0,11,6,29,10,11,3,0,0,6,52,37,5,10,18,14,16,27,15,8,0,27,12,2,1,9,52
-23.500,12,10,14,0,25,11,9,0,11,24,6,28,21,4,10,27,15,7,0,5,44,0,0,11,39,12,23,0,7,10,0,0,0,0,23,16,3,0,3,28,11,0,7,27,14,0,2,0,4,22,4,31,15,0,3,0,0,18,12,4,0,9,58,0,20,8,0,23,0,0,0,0,0,13,6,19,0,0,9,0,0,12,0,0,7,0,0,3,5,3,8,25,22,12,0,7,30,24,14,0,44,4,25,26,0,4,15,44,4,13,5,0,0,9,38,53,8,5,17,7,12,22,8,2,0,12,10,2,3,5,60
-22.500,10,9,19,0,11,14,22,0,10,25,9,21,11,6,9,29,6,17,0,5,75,0,0,11,49,11,38,0,9,4,0,2,0,0,23,19,7,0,3,22,7,0,8,15,6,0,1,31,7,27,2,18,15,0,2,0,0,12,10,1,0,2,53,0,0,7,0,30,0,0,4,0,0,5,0,13,0,0,10,0,0,11,0,0,2,0,0,5,9,2,4,10,21,14,1,13,12,19,15,0,32,7,19,17,0,6,5,34,7,10,5,0,0,14,39,44,10,12,18,1,21,27,20,11,0,13,6,5,1,2,42
-21.500,6,4,17,0,8,10,10,0,13,23,3,28,20,4,15,20,10,4,0,5,51,0,0,9,45,10,21,12,10,6,0,2,0,0,27,25,2,0,2,25,7,0,11,15,12,0,0,34,4,30,6,16,13,0,4,0,0,10,8,4,0,6,48,0,0,5,0,24,0,0,1,0,0,6,0,17,0,0,12,0,0,7,0,0,5,0,0,3,5,1,5,10,9,14,1,9,6,22,12,0,35,13,17,18,1,5,8,29,3,10,0,0,0,15,44,38,9,9,18,1,16,20,6,0,0,12,6,7,2,3,52
-20.500,9,4,13,0,8,14,6,0,9,18,3,44,15,1,13,29,11,11,0,4,41,0,0,2,45,3,12,32,8,6,0,4,0,0,35,21,4,0,2,26,12,0,7,16,5,0,0,18,4,16,1,13,19,0,1,0,0,12,6,4,0,0,50,0,0,8,0,32,0,0,0,0,0,5,0,16,0,0,12,0,0,10,0,0,4,0,0,7,8,3,2,11,7,14,1,14,7,17,12,0,39,14,23,24,0,1,11,18,4,9,3,0,0,8,32,37,9,8,17,2,19,21,13,0,0,8,7,14,1,3,60
-19.500,10,5,17,0,9,11,7,0,0,16,4,46,17,6,16,28,5,6,0,3,34,0,0,0,51,0,22,40,9,5,0,5,0,0,51,30,6,0,1,28,6,0,4,8,3,0,0,10,8,11,3,9,12,0,1,0,0,7,6,0,8,2,46,0,0,6,0,35,0,0,3,0,0,2,0,16,0,0,14,0,0,13,0,0,3,0,0,2,4,0,2,10,12,11,1,11,7,16,15,0,12,21,22,15,1,1,4,19,3,11,0,0,0,2,30,15,10,13,13,2,15,17,12,10,0,7,11,0,0,1,33
-18.500,9,6,16,0,9,24,13,0,0,14,3,39,10,3,16,23,12,5,4,7,26,0,0,0,53,0,11,30,7,5,0,4,0,0,48,33,2,0,4,34,9,0,6,19,9,0,0,8,8,14,3,14,19,0,4,0,0,11,5,0,15,2,60,0,0,7,0,54,1,0,1,0,0,5,0,15,0,0,13,0,0,15,0,0,3,0,0,6,6,1,2,9,4,13,1,15,5,18,7,0,14,22,18,12,1,8,12,11,2,7,0,0,0,1,39,10,8,14,13,1,22,17,12,0,0,4,4,0,2,1,54
-17.500,7,7,11,0,8,43,1,0,0,14,2,23,19,2,11,25,4,8,8,8,20,0,0,0,61,0,13,17,4,6,0,6,0,0,44,32,2,0,0,58,12,0,4,6,1,0,0,6,8,8,2,5,16,0,5,0,0,5,8,8,13,4,26,0,0,8,0,64,0,1,0,0,0,1,0,24,0,0,11,0,0,18,0,0,4,0,0,5,7,1,2,9,5,14,0,15,6,17,18,0,9,14,26,14,3,3,4,13,0,7,0,0,0,0,36,12,14,16,10,6,17,16,12,4,0,1,3,0,0,2,60
-16.500,5,3,16,0,8,49,8,0,0,14,2,29,16,1,11,32,9,6,13,5,19,0,0,0,113,0,19,15,8,5,0,6,0,0,78,34,4,0,1,37,7,0,2,15,8,0,0,2,9,13,1,11,13,0,2,0,0,4,6,0,10,1,30,0,0,5,0,33,1,3,2,0,0,2,0,31,0,0,13,0,0,47,0,0,2,0,0,6,3,2,0,6,1,11,1,22,5,16,35,0,11,0,18,9,1,1,8,8,0,7,0,0,0,0,34,10,15,52,10,3,26,12,13,2,0,3,5,0,0,0,42
-15.500,0,7,18,0,8,63,1,0,0,12,3,32,13,3,13,33,4,4,16,6,16,0,0,0,62,0,17,10,8,5,0,5,0,0,112,33,1,0,3,24,6,0,4,12,5,0,0,5,7,9,1,6,12,0,2,0,0,6,3,0,13,3,34,0,0,6,0,24,2,4,2,0,0,2,0,0,0,0,13,0,0,26,0,0,2,0,0,4,7,1,2,5,7,16,1,33,4,20,49,0,12,0,12,5,6,1,16,7,0,8,0,0,0,0,30,7,12,69,11,5,27,15,14,5,0,2,3,0,0,0,27
-14.500,1,5,11,4,9,46,10,0,0,10,4,24,20,1,13,31,8,6,16,9,19,0,0,0,47,0,13,13,12,15,0,5,0,0,124,39,3,0,0,38,16,0,1,11,2,0,0,3,9,13,2,5,12,0,4,0,0,6,0,5,19,2,16,0,0,8,0,15,1,4,0,0,0,1,0,0,0,0,5,1,0,19,0,0,3,0,0,8,4,0,2,4,3,11,1,19,6,13,54,0,8,0,16,11,6,1,11,8,0,2,0,0,0,0,23,12,12,48,13,28,24,12,14,2,0,0,9,0,0,0,19
-13.500,2,4,16,3,9,33,3,0,0,11,2,21,13,0,13,17,3,3,13,6,15,0,0,0,29,0,21,12,15,29,0,4,0,0,74,61,5,0,0,37,10,0,0,21,11,0,0,4,6,6,1,9,7,0,6,0,0,5,4,2,16,6,15,0,0,3,0,13,2,5,3,0,0,2,0,4,0,0,0,1,0,18,0,0,2,0,0,4,5,1,0,0,2,18,1,25,2,15,29,0,10,0,18,11,3,5,12,5,0,7,0,0,0,0,27,9,17,50,14,73,37,10,15,2,0,0,2,0,0,0,15
-12.500,5,5,22,7,7,27,6,0,0,11,0,24,15,0,13,15,8,4,10,12,16,0,0,0,35,0,31,7,22,21,0,4,0,0,51,90,0,0,2,33,5,0,0,9,0,0,0,2,6,12,1,5,9,0,3,0,0,3,3,0,13,5,13,0,0,8,0,11,3,5,1,0,0,3,0,2,0,0,0,2,0,10,0,0,2,0,0,8,8,1,0,0,0,13,1,17,3,17,21,0,11,10,12,6,1,0,15,6,0,6,0,0,0,0,21,9,16,45,19,75,51,14,11,5,0,0,1,0,0,0,12
-11.500,0,6,20,13,10,23,4,0,0,11,3,20,14,0,11,11,1,2,10,14,14,0,0,0,37,0,41,5,38,23,0,5,0,0,44,75,1,0,1,35,19,0,0,7,6,0,0,2,7,11,1,2,8,0,4,0,0,4,2,0,12,4,12,0,14,5,0,11,1,8,2,0,0,0,0,1,0,0,0,1,0,14,0,0,2,0,0,5,4,1,0,0,2,12,1,15,4,17,23,0,7,19,11,2,3,0,14,4,0,2,0,0,0,0,18,50,19,43,11,73,38,13,14,2,0,0,1,0,0,7,14
-10.500,0,5,9,9,8,20,8,0,0,11,2,35,12,0,12,7,1,4,10,16,11,0,19,0,39,0,30,10,14,24,0,2,0,0,40,59,7,0,0,35,10,0,0,9,9,0,1,3,5,8,2,11,6,0,3,0,0,2,3,5,9,8,15,0,15,4,0,4,4,4,4,0,0,1,0,0,0,0,0,1,0,12,0,0,1,0,0,8,7,0,0,0,2,15,1,16,2,17,12,0,11,21,13,3,1,0,16,5,0,3,0,0,0,0,18,80,27,43,3,10,16,5,18,5,0,0,2,0,0,10,8
-9.500,1,4,7,7,12,21,2,0,0,9,3,31,18,0,12,10,8,3,7,25,17,0,20,0,53,0,34,7,10,30,0,4,0,0,37,53,0,0,0,37,12,0,0,5,5,0,6,3,6,10,0,2,9,0,7,0,0,7,3,2,5,13,22,0,15,5,0,4,27,4,1,0,0,1,0,0,0,0,0,2,0,9,0,0,2,0,0,8,5,0,0,0,1,15,1,16,3,17,9,0,8,18,9,4,2,1,17,3,0,4,0,0,0,0,15,67,45,46,5,5,12,0,17,5,0,0,4,0,0,6,11
-8.500,7,4,4,7,0,18,6,0,0,9,1,41,13,0,12,6,0,5,6,18,11,0,25,0,46,0,30,9,6,24,0,3,0,0,46,61,0,0,0,38,15,0,0,6,12,0,6,1,5,12,1,3,4,0,3,0,0,3,3,0,6,6,18,0,11,6,0,11,37,7,5,0,0,3,0,5,0,0,0,1,0,10,0,0,3,0,0,8,6,0,0,0,0,14,3,13,4,14,11,0,7,10,13,9,1,2,15,4,0,0,0,0,0,0,13,51,89,20,8,4,13,4,20,6,0,0,5,0,0,9,7
-7.500,0,5,4,7,0,20,4,0,0,7,2,74,10,0,11,10,1,5,4,16,17,0,17,0,32,0,30,8,2,24,0,2,0,0,30,80,4,0,0,33,16,0,0,7,6,0,4,1,5,1,1,4,9,0,9,0,0,4,3,0,5,8,8,0,10,3,0,9,50,2,4,0,3,0,0,1,0,0,0,1,0,12,0,0,0,0,0,5,9,0,0,0,0,13,1,16,2,16,12,0,12,15,7,2,2,4,18,4,0,0,0,0,0,0,15,61,34,14,3,8,7,0,16,3,0,0,0,0,0,7,7
-6.500,0,2,6,3,0,14,8,0,0,13,1,43,18,0,22,2,1,4,4,14,14,0,14,0,25,0,27,14,4,39,0,4,0,0,20,43,3,0,0,40,23,0,0,5,12,0,2,3,5,0,2,11,5,0,1,0,0,4,3,5,6,4,2,0,7,5,0,13,103,4,5,0,1,0,0,0,1,0,0,4,0,6,0,0,3,0,0,12,6,0,0,0,3,13,2,19,2,12,4,0,11,17,14,1,0,0,19,2,0,0,0,0,0,0,20,38,18,14,4,3,0,0,38,2,0,0,0,0,0,11,3
-5.500,0,6,3,6,0,16,6,0,0,7,2,33,14,0,22,3,7,5,1,7,13,0,11,0,16,0,32,4,4,38,0,2,0,0,24,34,0,0,0,31,25,0,0,6,16,0,4,2,15,0,0,9,9,0,9,0,0,6,3,1,4,5,3,0,9,3,0,11,69,8,10,0,4,0,0,0,1,0,0,4,0,16,0,0,0,0,0,10,10,0,0,0,1,14,1,5,4,13,5,0,9,24,9,9,1,0,19,3,0,3,0,0,0,0,9,26,7,8,6,4,0,0,27,0,0,0,2,0,0,9,9
-4.500,0,3,6,3,0,15,4,0,0,7,4,35,8,0,21,7,0,6,4,10,13,0,11,0,9,0,0,6,2,30,0,2,0,0,18,28,2,0,0,38,30,0,0,5,12,0,1,1,15,0,0,11,6,0,7,0,0,5,3,0,5,4,0,0,6,5,0,8,25,4,4,0,1,0,0,2,3,0,0,1,0,7,0,0,3,0,0,15,6,0,0,0,1,12,4,5,0,10,12,0,12,29,11,8,2,0,1,3,0,0,0,0,0,0,9,29,7,10,3,8,0,0,48,0,0,0,2,0,0,9,10
-3.500,8,1,2,2,0,17,6,0,0,9,1,35,15,0,19,1,0,7,0,12,19,0,10,0,3,0,0,8,11,26,0,1,0,0,17,25,5,0,0,35,28,0,0,5,7,0,4,1,10,0,2,9,6,0,10,0,0,5,4,0,4,2,0,0,8,3,0,11,17,1,2,0,3,2,0,3,2,0,0,4,0,4,0,0,0,0,0,12,9,0,0,0,0,14,2,4,1,10,7,0,12,18,8,9,0,0,0,2,0,0,0,0,0,0,8,13,1,8,2,1,0,0,19,0,0,0,3,0,0,12,6
-2.500,0,1,7,6,0,7,6,0,0,11,1,12,14,0,25,2,0,14,4,3,14,0,3,0,5,0,0,3,24,19,0,3,2,0,20,23,0,0,0,37,17,0,0,7,4,0,4,3,17,0,1,11,6,0,18,0,0,8,3,5,5,4,0,0,9,3,0,8,16,9,0,0,3,2,0,1,3,0,0,4,0,18,0,0,0,0,9,7,4,0,0,0,0,12,4,4,2,11,2,0,7,16,11,13,1,3,0,2,0,0,0,0,0,0,6,6,0,6,5,4,0,0,8,0,0,0,8,0,0,11,7
-1.500,0,0,2,5,0,0,8,0,0,3,1,12,10,0,24,6,0,21,0,10,14,0,9,0,4,0,0,2,15,20,0,2,2,0,11,19,5,0,0,35,20,0,0,4,2,0,2,1,12,0,0,12,8,0,17,0,0,6,2,0,3,3,0,0,5,3,0,8,25,3,0,0,3,0,0,0,3,0,0,4,0,7,0,0,0,0,7,5,6,0,0,0,3,14,3,6,6,10,10,0,15,11,8,8,2,1,0,2,0,0,0,0,0,0,6,8,0,7,4,5,0,0,9,0,0,0,3,0,0,7,8
-0.500,0,0,5,7,0,0,12,0,0,1,1,16,13,0,24,0,5,14,0,7,17,0,1,0,0,0,0,5,12,11,0,0,4,0,18,16,2,0,0,31,11,2,0,6,0,0,1,0,12,0,0,12,6,0,9,0,0,9,2,0,4,4,0,0,7,3,0,9,27,3,0,2,3,0,0,0,6,0,0,5,0,7,0,0,0,0,7,5,4,0,0,0,1,15,6,5,0,8,7,0,11,6,9,8,0,7,0,1,0,0,0,0,0,0,6,7,3,5,2,3,0,0,14,0,0,0,2,0,0,23,7
0.500,0,0,3,7,0,0,6,0,0,6,4,14,11,0,27,0,0,10,1,7,21,0,0,0,0,0,0,4,11,13,0,2,4,0,15,20,0,0,0,45,12,4,0,6,0,0,6,1,12,0,3,13,6,0,4,0,0,8,5,0,3,1,0,0,8,1,0,10,23,6,0,1,2,0,0,3,7,0,0,7,0,20,0,0,0,0,7,4,7,0,0,0,1,12,3,6,0,14,6,0,18,7,11,7,3,1,0,3,0,0,0,0,0,0,2,2,0,7,2,7,0,0,8,0,0,0,1,0,0,24,10
1.500,7,0,3,6,0,0,5,0,0,0,3,14,13,0,33,2,0,8,2,5,2,0,7,0,0,0,0,1,5,12,0,0,7,0,17,13,6,21,0,37,16,10,0,3,0,0,11,3,9,0,0,15,9,0,6,0,0,15,2,4,5,5,0,0,7,2,0,9,18,4,0,0,3,0,0,2,10,0,0,7,0,7,0,0,0,0,30,2,3,0,0,0,1,15,8,9,0,10,11,0,21,8,10,7,1,1,0,1,0,0,0,0,0,0,3,4,0,5,2,5,0,0,8,0,0,0,2,0,0,21,9
2.500,0,0,5,0,0,0,4,0,0,1,1,11,14,0,49,5,0,6,0,7,6,0,0,0,0,0,0,5,5,12,0,3,6,0,17,14,0,11,0,26,11,14,0,4,0,0,7,1,7,0,0,12,4,0,4,0,0,15,3,0,3,1,0,0,5,1,0,10,15,3,0,0,1,0,0,1,9,0,0,10,0,10,0,0,0,0,16,3,2,0,0,0,2,12,6,8,3,9,7,0,17,4,10,11,2,2,0,2,0,0,0,18,0,0,4,6,0,7,1,5,0,0,9,0,0,0,9,0,0,18,7
3.500,0,0,2,1,0,0,1,0,0,4,1,11,13,0,59,0,0,3,0,8,4,0,0,0,0,0,0,1,0,15,0,2,10,0,4,15,3,11,0,29,18,15,0,7,0,0,8,2,8,0,2,14,10,0,4,2,0,10,5,0,6,4,0,0,8,2,1,14,16,7,0,0,4,3,0,0,5,0,0,13,0,21,0,0,0,0,12,2,3,0,0,0,2,13,8,5,8,13,7,0,19,4,7,8,2,2,0,0,0,0,0,9,0,0,4,3,0,6,0,5,0,0,6,0,0,0,5,0,0,17,11
4.500,0,0,3,0,0,0,1,0,0,2,1,11,11,0,82,0,0,5,0,5,5,0,0,0,0,0,0,3,0,8,0,1,7,0,3,11,3,8,0,23,11,15,0,4,0,0,12,1,11,0,0,17,5,0,2,3,0,12,2,0,4,2,0,0,4,0,0,11,3,5,0,2,1,0,0,2,6,0,0,17,0,8,0,0,0,0,6,2,2,0,1,0,1,6,8,0,3,12,9,0,12,0,11,4,4,2,0,0,0,0,0,8,0,0,2,2,0,5,1,6,0,0,1,0,0,0,8,0,0,11,11
5.500,0,0,3,0,0,0,3,0,0,1,5,13,15,0,76,0,0,2,0,9,6,0,6,0,0,0,0,2,0,9,0,1,10,0,6,11,0,6,0,25,16,20,0,6,0,0,40,3,5,0,0,14,9,0,1,2,0,8,4,0,5,4,0,0,6,0,0,11,8,3,0,1,2,0,0,2,7,0,0,30,0,15,0,0,0,0,10,2,2,0,2,0,1,9,10,0,1,12,6,0,8,0,9,11,4,9,0,0,3,0,0,7,0,0,3,8,0,9,0,6,0,0,2,0,0,0,6,0,0,18,13
6.500,4,0,2,0,0,0,0,0,0,3,2,15,21,0,62,6,0,0,0,8,6,0,0,0,0,0,0,4,0,9,0,0,10,0,2,8,5,8,0,18,12,21,0,4,0,0,28,3,8,0,0,15,6,0,3,7,0,9,2,0,5,0,0,0,5,0,0,22,6,9,0,1,1,0,0,1,6,0,0,28,0,15,0,0,0,0,5,0,4,0,0,2,4,14,10,0,3,14,6,0,3,0,11,13,34,8,0,0,0,0,0,5,0,0,2,8,0,7,0,3,0,0,3,0,0,0,9,0,0,10,12
7.500,4,0,4,0,0,0,0,0,0,2,1,13,9,3,52,0,0,8,0,7,5,0,0,0,0,0,0,0,0,12,0,2,7,0,4,7,1,6,0,24,18,19,2,5,0,0,17,2,9,0,5,17,4,0,3,9,0,9,3,0,5,5,0,0,5,0,2,21,3,3,0,0,2,0,0,1,2,0,0,24,0,14,0,0,0,0,9,1,2,0,0,4,1,2,18,0,3,13,6,0,5,0,9,16,27,14,0,0,0,0,0,3,0,0,3,15,0,8,0,6,0,0,3,0,0,0,6,0,0,8,20
8.500,0,0,4,0,0,0,2,2,0,3,2,15,14,2,48,0,0,3,0,11,7,0,0,0,0,0,0,2,0,8,0,1,9,0,3,7,5,7,0,18,13,19,1,6,0,0,18,1,4,0,3,16,7,0,2,14,0,7,5,0,7,0,0,0,4,0,1,17,7,7,0,2,2,0,0,4,10,0,0,23,0,17,0,0,0,0,3,2,2,2,0,2,2,13,17,0,10,12,3,0,3,0,11,17,27,7,0,1,4,0,0,0,0,0,5,10,0,10,0,3,0,0,1,0,0,0,6,0,0,5,18
9.500,0,0,1,0,0,0,8,1,0,1,5,13,20,1,44,0,0,0,0,10,7,0,0,0,0,0,0,2,0,9,0,1,9,1,4,5,1,6,0,18,22,19,1,5,0,0,10,6,10,0,3,13,6,0,1,23,0,7,2,0,6,3,0,0,5,0,0,4,5,8,0,3,1,0,0,2,7,0,0,27,0,13,0,0,0,0,9,0,3,0,0,2,4,5,21,0,7,15,4,0,2,0,6,11,28,4,0,4,0,0,0,4,0,0,2,10,0,7,0,5,0,0,1,0,0,0,12,0,0,10,38
10.500,0,0,0,0,0,0,6,3,0,2,2,12,13,0,43,5,0,0,0,8,6,0,4,0,0,0,0,1,0,12,0,2,7,4,4,1,4,8,0,19,11,18,3,6,0,0,15,4,11,0,4,25,3,0,0,16,0,5,4,0,3,0,0,0,6,0,0,8,5,7,0,1,2,0,0,0,8,0,0,28,0,26,0,0,0,0,3,0,2,0,0,1,2,12,19,0,5,6,5,0,7,0,14,18,21,8,0,4,4,0,0,0,0,0,4,8,0,12,0,4,0,0,2,0,0,0,11,0,0,6,31
11.500,3,0,9,0,0,0,8,2,0,3,8,19,24,5,35,0,0,0,0,16,5,0,0,0,0,0,0,4,0,12,0,0,11,5,4,2,1,7,0,18,19,21,7,5,0,0,10,5,9,0,3,17,6,0,1,9,0,5,5,0,0,0,0,0,3,0,0,6,7,12,0,0,1,3,0,4,8,0,0,46,0,14,0,0,0,0,10,0,2,0,0,1,3,6,23,0,6,3,4,0,2,0,5,20,21,9,0,4,5,0,0,0,0,0,2,12,0,11,0,3,0,0,5,0,0,0,8,8,0,5,31
12.500,5,0,0,0,0,0,13,6,0,2,6,9,19,3,45,0,0,0,0,13,8,0,0,0,0,0,0,0,0,19,0,1,9,3,10,3,4,4,0,13,12,27,7,7,0,0,15,2,8,0,3,19,6,0,2,9,0,4,4,0,0,0,0,0,1,0,3,3,8,25,0,4,1,0,0,3,12,0,0,2,0,17,0,0,0,0,0,0,2,3,0,0,4,16,26,0,7,4,5,0,4,0,14,29,10,17,3,11,6,0,0,0,0,0,3,10,0,16,0,5,0,1,0,0,0,0,10,7,0,6,47
13.500,0,0,2,0,0,0,11,6,0,2,7,16,24,3,36,0,0,0,0,21,4,0,0,0,0,0,0,1,0,7,0,3,8,5,11,0,1,8,0,22,16,14,6,7,0,2,12,11,12,0,5,28,5,0,1,5,3,3,8,0,0,0,0,0,3,0,1,3,13,24,0,2,2,0,0,4,10,0,0,2,0,20,0,0,0,0,8,0,5,0,3,1,6,8,22,0,14,2,3,0,5,0,3,18,11,8,0,13,8,0,0,6,0,0,3,13,0,21,0,2,0,2,1,0,0,0,13,6,0,3,19
14.500,0,2,4,0,0,0,13,9,0,2,4,18,25,6,36,0,0,0,0,28,5,0,0,0,0,0,0,2,0,16,0,1,7,6,13,1,2,4,0,17,13,37,14,7,0,10,17,2,11,0,7,25,4,0,2,5,2,3,7,0,0,0,0,0,0,0,1,4,7,14,0,2,1,0,0,3,8,0,0,6,0,24,0,0,0,0,8,0,4,0,1,0,8,15,27,0,7,7,6,0,2,0,14,19,4,18,0,16,0,0,0,0,0,0,3,12,0,27,0,2,0,2,2,0,0,0,12,8,0,10,20
15.500,0,11,2,0,0,0,16,11,0,3,19,14,43,6,33,5,0,0,0,21,3,0,0,0,0,0,0,1,0,14,0,1,13,12,22,4,3,9,0,14,15,33,12,5,0,28,17,5,15,0,5,30,7,0,1,6,2,3,7,0,0,0,0,0,0,0,0,3,7,14,0,4,2,0,0,4,10,0,0,1,0,19,0,0,0,0,5,0,2,4,10,0,6,15,23,0,17,1,3,0,0,0,4,17,10,5,4,18,0,0,0,0,0,0,4,8,0,21,0,3,0,3,2,0,0,0,9,5,0,7,12
16.500,3,16,4,0,0,0,20,13,0,2,6,16,36,11,34,0,0,0,0,14,3,0,3,0,0,0,1,3,0,12,0,2,10,6,24,0,1,8,0,13,19,38,8,13,0,23,24,24,16,0,6,38,6,2,1,5,4,0,10,0,0,0,0,0,1,0,1,6,7,7,0,3,1,0,2,6,10,0,0,2,0,18,0,0,0,0,9,0,4,0,11,1,5,10,22,3,11,4,5,0,2,0,13,19,7,9,0,20,0,0,0,7,0,0,2,12,0,29,0,2,0,0,4,0,0,0,15,6,0,6,11
17.500,4,22,2,0,0,0,15,17,0,2,11,16,30,13,41,0,0,0,0,14,3,0,0,0,0,0,1,1,0,17,0,0,12,9,21,0,3,8,0,22,12,24,9,8,0,17,28,19,13,0,8,29,14,0,2,5,3,0,8,0,0,0,0,0,1,0,3,7,3,10,0,4,2,0,4,9,10,0,0,6,0,24,0,0,0,0,12,0,9,0,10,1,3,18,23,0,16,4,3,0,2,0,9,21,7,12,0,16,0,0,0,0,0,0,4,7,0,29,0,4,0,3,1,0,0,0,14,8,0,6,9
18.500,2,17,1,0,0,0,21,28,0,3,13,20,32,30,39,0,0,0,0,14,3,0,0,0,0,0,2,1,0,11,0,2,23,11,21,2,1,9,3,17,17,23,7,17,0,14,41,24,12,0,12,28,12,2,3,7,4,0,13,0,0,0,0,0,0,0,2,18,4,7,0,5,1,3,4,8,11,0,0,0,0,22,0,0,0,0,10,0,5,4,14,0,4,12,20,0,18,1,5,0,3,0,2,23,11,17,5,17,0,0,0,4,0,0,6,18,0,38,0,1,0,3,2,0,0,4,16,4,0,11,8
