Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118
-34.500,14,0,43,25,38,13,64,12,0,0,20,21,15,4,54,164,9,31,15,9,4,64,6,36,7,13,16,18,1,36,0,10,30,2,7,69,56,3,20,36,22,35,9,4,20,1,5,11,0,0,0,4,0,73,4,1,9,0,6,4,3,2,0,3,0,4,0,0,0,2,17,4,40,0,0,0,0,0,22,34,0,21,25,44,19,3,7,8,0,16,3,5,26,27,35,31,16,35,1,24,0,16,10,16,19,18,32,32,17,1,47,0,12,3,5,42,37,89
-33.500,7,0,36,43,35,11,43,7,0,0,20,9,8,5,38,230,7,18,19,12,2,89,9,33,2,8,19,19,2,32,0,17,34,8,8,66,63,1,17,16,13,30,14,0,16,2,5,10,0,0,0,2,0,45,4,3,8,0,1,4,5,3,0,6,0,3,0,0,0,0,13,5,24,0,0,0,0,0,8,42,0,85,18,44,18,8,8,17,1,16,10,3,40,11,31,31,16,34,2,17,0,8,8,18,25,19,28,42,12,0,53,0,13,2,8,43,36,123
-32.500,0,0,29,34,37,11,36,6,0,0,22,9,13,4,32,111,4,25,13,15,3,96,5,39,126,8,16,19,4,55,0,11,27,4,7,54,67,3,7,20,10,7,12,4,15,3,4,11,0,0,0,2,0,42,5,4,4,0,0,5,4,3,0,6,0,4,0,0,0,0,12,2,21,0,0,0,0,0,0,23,0,46,16,47,16,5,7,15,3,15,5,4,56,6,29,40,17,50,3,19,0,12,10,21,19,26,28,38,18,6,40,0,8,3,1,48,50,81
-31.500,0,0,26,22,64,12,27,4,0,0,25,5,8,3,27,81,5,17,2,9,3,64,6,45,51,6,14,18,3,65,0,9,27,0,4,45,51,0,7,14,8,11,16,7,12,6,7,12,0,0,0,2,0,28,5,4,5,0,0,4,5,3,0,7,0,2,0,0,0,0,15,2,18,0,0,0,0,0,0,14,0,28,12,55,15,7,7,15,0,16,12,1,75,4,26,35,14,51,4,18,0,13,8,20,23,58,35,58,14,2,47,0,6,2,2,40,47,64
-30.500,0,0,24,28,57,12,26,4,0,0,26,9,7,8,30,60,3,16,8,4,2,48,7,50,55,8,14,22,2,68,0,13,28,1,5,30,33,0,14,14,5,5,35,2,10,17,3,11,0,0,0,8,0,34,4,6,6,0,0,5,7,4,0,2,0,4,0,0,0,0,17,3,20,0,0,0,0,0,0,12,0,25,19,73,16,4,8,17,3,13,11,1,61,3,24,46,17,30,4,14,0,9,15,29,24,50,33,46,14,0,43,0,4,0,0,42,45,42
-29.500,0,9,21,15,42,8,23,0,0,0,29,10,11,3,20,38,3,23,2,3,4,58,9,63,43,9,17,23,6,77,0,4,25,1,7,23,30,0,18,16,6,9,42,0,8,47,4,13,0,0,0,6,0,23,8,9,3,0,0,5,10,6,0,0,0,3,0,0,0,0,23,1,18,0,0,0,0,0,0,14,0,21,8,39,17,6,7,19,2,14,6,3,53,3,23,63,17,16,11,13,0,10,16,35,31,15,15,35,14,1,39,0,3,1,0,54,57,42
-28.500,0,0,33,18,32,14,20,0,0,0,49,10,7,7,26,38,5,16,2,4,3,50,7,56,24,6,10,26,4,113,0,10,25,0,0,20,22,1,21,12,2,5,41,0,10,20,8,10,0,0,0,4,0,28,6,11,6,0,0,1,6,4,0,0,0,3,0,0,0,0,16,2,17,0,0,0,0,0,0,14,0,19,8,33,19,4,6,18,3,14,13,0,61,0,22,46,16,5,4,17,0,12,13,20,36,11,3,37,12,5,23,0,4,3,0,50,60,33
-27.500,0,10,13,28,37,11,21,0,0,0,37,11,8,7,23,31,3,17,1,15,1,27,5,70,23,9,11,10,4,72,0,11,14,0,8,19,22,2,15,9,6,4,41,0,10,13,2,10,0,0,0,4,0,24,7,23,1,0,0,0,2,5,0,0,0,2,0,0,0,0,22,0,14,0,0,0,0,0,0,11,0,15,12,35,18,5,6,16,4,16,13,0,58,0,10,51,19,12,10,14,0,11,11,16,38,8,4,53,16,2,39,0,1,0,0,47,51,32
-26.500,0,25,4,11,32,13,16,0,0,0,35,8,10,9,18,42,1,19,4,29,5,30,8,65,17,11,12,13,8,49,0,10,10,0,8,27,30,0,16,8,2,8,33,0,6,10,8,11,0,0,0,10,0,24,12,17,2,0,0,0,3,3,0,0,0,3,0,0,0,0,21,1,9,0,0,0,0,0,0,18,0,19,9,33,19,3,6,16,4,15,11,0,61,0,5,45,13,20,72,14,0,9,6,8,45,11,3,47,9,1,22,0,3,0,0,58,56,18
-25.500,0,48,3,18,31,9,15,0,0,0,29,7,4,11,22,30,4,19,2,16,2,29,8,65,15,12,13,20,7,47,0,9,9,0,9,27,23,0,20,6,2,3,29,0,11,8,4,7,0,0,0,4,0,32,5,8,5,0,0,0,0,5,0,0,0,2,0,0,0,0,23,1,7,0,0,0,0,0,0,17,0,15,13,37,23,4,4,18,6,13,14,2,72,0,2,38,21,18,112,16,0,9,17,0,63,7,3,49,14,0,28,0,0,1,0,66,22,19
-24.500,0,61,3,20,37,14,17,0,0,0,32,9,10,8,10,8,3,17,1,11,2,74,7,108,25,0,14,8,8,35,0,12,7,0,4,17,18,0,20,6,9,3,28,0,5,7,4,11,0,0,0,6,0,25,7,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,7,0,0,0,0,0,0,15,0,15,3,19,24,2,5,26,8,8,11,0,52,2,6,34,17,14,45,12,0,8,14,0,65,8,4,50,14,5,22,0,0,0,1,65,23,24
-23.500,6,50,4,20,21,16,8,0,0,0,37,3,6,10,8,5,5,20,3,9,5,50,8,69,10,0,16,4,8,37,0,12,7,0,5,16,23,0,15,3,3,6,21,17,11,5,7,9,0,0,0,8,0,43,3,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,12,11,10,26,4,2,18,15,16,17,0,45,2,1,39,20,11,31,28,0,2,8,0,47,7,2,43,9,2,24,0,0,0,4,88,22,10
-22.500,34,27,2,17,37,15,17,0,0,0,52,6,9,10,11,5,0,22,2,7,1,31,6,57,16,0,25,6,8,33,0,12,7,0,9,14,17,8,19,4,2,3,13,27,5,6,4,9,0,0,0,7,0,63,7,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,1,4,33,2,3,11,25,9,20,0,37,0,2,29,16,14,26,21,0,7,16,0,29,10,4,35,16,1,17,0,0,0,3,79,27,19
-21.500,45,41,2,28,40,16,10,0,0,0,32,2,11,12,3,9,2,32,1,6,3,21,7,46,15,0,15,4,8,30,0,15,4,0,12,12,11,2,16,5,6,2,16,13,11,2,8,19,0,0,0,6,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,9,6,18,4,3,6,48,14,17,0,43,1,5,34,17,3,25,27,0,3,53,0,26,7,3,39,16,1,21,0,0,0,2,119,44,14
-20.500,32,46,3,25,60,10,9,0,0,0,20,4,10,8,9,0,3,56,0,1,5,30,9,32,10,10,16,4,4,27,0,11,2,0,14,9,7,6,14,2,6,3,14,13,7,5,3,17,0,0,0,10,0,9,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,3,0,14,1,2,13,54,8,14,0,45,1,0,12,16,0,36,34,0,6,44,0,27,9,4,31,11,4,16,0,0,0,1,58,33,14
-19.500,25,77,3,43,35,7,11,0,0,0,23,2,10,13,16,1,2,77,4,8,2,28,7,30,17,20,9,1,8,26,0,10,7,0,14,11,3,2,26,0,0,5,13,10,4,2,6,5,0,0,0,7,0,4,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10,2,0,14,5,1,12,47,9,15,0,44,1,2,8,12,0,38,23,0,5,35,0,24,7,4,25,18,3,13,0,4,0,1,48,24,16
-18.500,19,56,2,26,6,7,15,0,0,0,9,7,11,11,23,0,3,66,2,0,3,14,5,31,26,22,9,5,10,11,0,8,2,0,21,7,5,6,12,2,6,4,8,10,12,3,5,0,0,0,0,9,0,8,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,11,9,0,7,0,0,9,39,15,16,0,23,5,1,6,12,0,32,27,0,2,42,0,23,9,3,28,12,1,22,0,6,0,0,47,25,10
-17.500,23,15,1,31,7,5,13,0,0,0,21,1,12,13,19,0,1,52,3,0,18,24,12,29,21,30,12,1,7,18,0,5,2,0,20,9,9,8,17,2,5,2,7,10,6,1,3,0,0,0,0,11,0,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,11,24,1,12,0,0,11,30,8,18,0,1,2,4,9,6,0,1,33,0,6,38,0,7,7,3,30,23,2,12,0,9,0,0,43,20,15
-16.500,18,11,2,28,4,5,8,0,0,0,6,4,11,7,22,0,5,35,2,3,18,12,4,16,30,21,5,1,3,11,0,7,8,0,34,7,3,8,21,0,2,0,8,9,6,4,7,0,0,0,0,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,9,3,7,7,0,6,26,8,17,0,0,2,0,4,5,0,0,30,0,2,39,0,5,12,4,29,11,3,16,0,11,0,0,27,8,13
-15.500,23,7,2,28,6,4,5,0,0,0,2,7,11,11,35,0,4,31,2,3,19,8,12,17,20,20,8,3,1,12,0,7,1,0,22,6,1,9,15,1,8,4,6,8,7,1,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,0,13,10,0,6,0,0,11,24,8,11,0,0,2,1,4,6,0,0,31,0,4,36,0,1,5,5,12,19,2,16,1,19,3,0,41,3,14
-14.500,16,10,3,32,6,5,7,0,0,0,5,4,8,14,31,0,4,25,4,0,20,7,13,11,20,18,3,2,2,3,0,6,0,0,21,8,5,9,23,0,5,3,5,11,9,1,3,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,30,0,11,7,0,8,0,0,10,18,12,19,0,7,5,2,1,9,0,0,24,0,4,36,0,0,9,4,10,22,2,7,5,41,14,0,30,5,15
-13.500,10,5,2,30,4,3,3,0,0,0,7,7,12,13,24,0,4,21,5,0,17,4,6,17,14,15,12,0,0,3,0,5,2,0,17,5,3,12,21,0,12,3,4,9,8,1,6,0,0,0,0,0,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,30,0,11,7,0,4,1,0,5,18,7,10,3,0,5,3,0,6,0,0,34,0,3,21,0,0,8,6,7,24,4,18,0,29,14,0,32,0,10
-12.500,23,5,1,11,3,5,3,0,0,0,4,4,12,11,26,0,3,20,3,0,20,5,12,9,15,20,4,0,0,0,0,4,6,0,16,4,4,12,19,0,12,1,6,9,8,2,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,13,5,0,4,5,0,16,14,9,76,14,1,3,0,5,7,0,0,37,0,2,23,0,0,14,6,10,14,3,11,0,22,18,0,42,0,0
-11.500,17,3,4,9,3,0,4,0,0,0,5,8,12,16,21,0,5,14,3,0,16,6,22,11,11,19,7,3,0,0,0,4,3,0,13,7,5,18,27,0,10,5,8,10,7,0,5,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,7,0,3,0,0,7,16,9,46,21,0,6,0,0,7,0,0,29,0,3,20,0,0,5,6,7,29,3,10,0,19,10,0,36,4,0
-10.500,12,1,2,12,3,5,3,0,4,0,2,2,10,14,26,0,4,10,4,0,17,2,28,16,7,9,5,0,0,0,0,5,0,0,12,5,1,13,23,0,19,1,6,12,6,0,5,0,0,0,0,0,0,19,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,14,4,0,2,0,0,9,8,6,24,31,0,11,0,0,8,0,0,40,0,2,25,0,0,16,8,5,26,4,12,0,16,13,0,40,0,0
-9.500,22,5,1,12,2,7,2,0,0,0,2,4,8,20,22,0,5,6,0,0,15,3,25,9,11,18,7,0,0,0,0,2,0,0,14,3,1,10,28,0,30,2,9,11,7,0,2,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,10,4,0,2,3,0,13,15,8,35,11,0,15,0,0,5,0,0,35,0,3,29,0,0,9,4,10,40,6,14,0,0,12,0,44,0,0
-8.500,12,3,4,9,2,0,2,0,0,0,1,3,13,22,28,0,2,11,3,0,17,6,21,15,4,11,7,0,0,0,0,3,4,0,10,3,2,8,50,1,24,2,10,11,7,0,4,0,0,0,0,0,0,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,5,0,0,2,0,10,9,11,34,9,35,8,2,3,6,0,0,33,0,2,35,0,0,17,8,7,35,8,5,0,0,25,0,52,0,0
-7.500,25,2,4,9,1,0,1,0,0,0,7,7,12,22,28,0,4,5,0,0,19,3,17,13,6,29,8,0,0,0,0,2,2,0,11,8,3,4,69,3,6,11,6,6,6,0,4,0,0,0,0,0,0,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,9,4,0,0,1,0,8,14,8,47,7,22,9,2,1,6,0,0,17,0,0,39,0,0,15,10,4,47,24,15,0,0,26,0,45,0,0
-6.500,14,1,1,11,0,5,1,0,5,0,0,2,8,35,34,0,3,14,1,0,22,3,14,16,10,19,12,0,0,0,2,4,1,0,11,2,5,9,84,2,0,17,5,9,5,0,2,0,0,0,0,0,0,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,9,0,11,4,0,0,0,0,17,9,7,35,4,16,8,0,0,3,1,0,18,0,1,28,0,0,18,6,8,71,21,11,0,0,33,0,52,0,0
-5.500,7,3,7,9,0,6,0,0,1,0,0,4,15,30,35,0,3,5,1,0,60,0,11,19,8,15,15,0,0,0,2,4,0,0,10,2,0,5,75,1,0,12,10,6,5,0,4,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,0,8,0,12,3,0,0,3,2,11,8,7,41,2,19,7,0,0,7,4,0,13,0,0,24,0,0,16,8,13,55,20,9,0,1,65,0,34,0,0
-4.500,16,1,3,4,0,1,0,1,3,0,0,8,11,39,43,0,3,16,0,0,40,1,12,8,10,15,18,0,0,0,1,4,3,0,10,3,0,2,49,5,0,13,5,7,5,0,4,0,0,0,5,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27,0,9,0,13,10,0,0,1,13,17,14,10,44,5,21,7,0,0,4,2,0,12,0,0,18,0,0,24,12,9,21,18,9,0,1,40,2,14,0,0
-3.500,7,2,6,10,0,0,0,2,3,0,0,7,10,49,46,0,2,26,2,0,6,1,10,13,9,12,28,0,0,0,3,8,1,0,12,6,0,2,43,3,0,19,6,9,7,0,2,0,0,0,4,0,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,10,0,14,24,0,0,1,15,10,12,7,50,7,17,9,0,3,4,6,0,8,0,0,4,0,0,40,10,10,0,20,9,0,2,11,1,10,0,0
-2.500,14,1,3,3,0,5,0,3,1,0,6,3,14,37,44,0,5,41,0,0,5,1,6,17,6,17,25,0,0,0,5,14,1,0,5,2,0,2,35,2,0,11,8,6,3,0,4,0,0,0,4,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,16,15,0,0,2,16,15,13,9,56,6,18,13,0,0,4,5,0,8,0,0,6,0,0,44,11,22,0,17,9,0,2,7,2,8,0,0
-1.500,15,2,5,7,0,3,0,4,6,0,0,8,10,33,51,2,1,24,0,0,4,1,8,19,11,11,25,0,0,0,3,27,1,0,0,1,8,4,33,2,0,8,5,8,8,0,4,0,0,0,4,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,12,0,15,18,0,0,2,11,16,11,6,82,14,19,14,0,0,5,8,0,7,0,0,1,0,0,6,10,31,0,19,12,0,1,5,2,11,0,0
-0.500,19,0,5,4,0,2,0,6,2,0,0,11,14,26,48,4,5,13,0,0,5,3,5,3,17,13,25,0,0,0,6,22,2,0,0,2,0,2,42,3,0,3,8,6,2,0,2,0,0,0,3,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,9,0,13,19,0,0,2,14,14,26,6,55,59,21,22,0,0,1,11,0,8,0,0,3,0,0,2,17,31,0,15,10,0,3,2,3,6,0,0
0.500,22,0,4,7,0,1,1,7,7,0,3,12,23,28,34,2,1,12,0,0,5,0,6,6,7,15,9,0,0,0,8,24,3,0,0,6,0,1,38,7,0,3,6,6,7,0,3,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,12,23,0,0,1,11,36,10,14,46,30,25,16,0,0,8,17,0,7,0,0,0,0,0,0,27,24,0,15,6,0,2,1,5,6,0,0
1.500,17,0,8,3,0,5,4,8,3,0,2,12,34,18,28,3,2,4,0,0,4,1,6,2,11,9,8,0,0,0,6,25,1,0,0,4,0,0,37,2,0,2,8,7,1,0,4,0,0,0,5,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,9,20,0,0,2,15,31,6,6,67,23,44,10,0,0,0,15,0,6,0,0,0,0,0,0,17,32,0,11,12,0,5,2,3,12,0,0
2.500,23,0,3,2,0,2,4,8,9,0,1,9,17,23,31,3,3,2,0,0,5,0,8,7,13,11,14,0,0,0,9,21,1,0,0,0,0,4,29,2,0,0,12,5,7,0,2,0,0,0,2,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,21,0,0,2,21,40,5,24,65,17,29,8,0,0,0,22,0,1,0,0,0,0,0,0,18,45,0,13,8,0,2,2,2,10,0,0
3.500,18,0,7,6,0,2,8,9,9,0,3,14,13,40,25,5,1,0,0,0,7,1,5,2,11,18,20,0,0,0,6,18,0,0,0,1,9,2,32,6,0,0,15,10,2,0,3,0,0,0,4,0,2,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,20,0,0,1,65,42,3,23,54,22,33,6,0,0,9,28,0,6,0,0,0,0,0,0,14,54,0,9,11,0,6,2,2,7,0,0
