Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136
-89.500,2,6,65,16,11,0,48,36,8,24,36,39,1,9,0,11,6,19,0,12,3,7,0,0,0,0,2,19,25,5,41,26,36,31,5,7,0,18,0,0,27,34,38,31,7,57,17,67,27,13,37,26,18,55,35,88,31,59,41,22,63,15,45,42,46,46,121,27,30,0,14,38,1,30,0,12,10,12,8,6,0,0,13,20,0,7,1,0,39,1,11,0,7,0,37,0,7,0,1,7,7,5,15,0,0,1,1,11,0,91,18,1,0,12,0,6,8,0,5,13,2,5,4,0,20,12,12,10,30,0,16,46,2,16,11,0
-88.500,0,5,71,10,11,0,58,41,5,30,48,35,2,12,0,18,7,26,0,9,6,4,0,0,0,0,2,9,20,9,32,18,32,24,5,8,0,15,0,0,24,57,52,30,5,53,8,53,28,12,41,21,32,73,31,70,48,73,31,27,99,6,55,42,51,34,79,22,20,0,13,38,3,38,0,14,17,18,11,2,0,0,19,21,0,15,1,0,33,3,5,0,3,0,55,0,1,0,0,7,8,2,17,0,0,2,0,0,0,75,21,4,0,13,0,7,7,0,9,6,1,3,1,0,41,8,8,10,31,0,10,32,1,28,9,0
-87.500,0,8,89,15,11,0,43,36,3,22,49,49,2,10,0,10,10,25,0,15,5,6,0,0,0,0,0,10,23,8,39,15,8,32,5,15,0,15,0,0,30,100,52,21,5,54,17,43,29,17,23,15,18,74,28,46,39,56,55,32,90,22,56,31,62,36,101,30,30,0,8,57,5,26,0,9,10,12,18,4,0,0,25,26,0,8,1,0,29,3,12,0,8,0,46,0,1,0,2,6,50,0,18,0,0,0,1,3,0,0,17,3,0,11,0,4,7,0,7,13,2,3,1,0,23,17,10,8,24,0,8,29,2,1,10,0
-86.500,1,4,116,21,7,0,44,39,5,20,42,31,1,14,0,18,10,23,0,8,7,8,0,0,0,0,2,7,6,10,52,12,3,35,2,12,0,18,0,1,21,36,57,25,15,64,13,37,31,17,30,17,20,134,29,57,44,62,53,51,111,9,58,49,63,39,95,13,19,0,14,48,3,27,0,14,12,15,8,6,0,0,23,32,0,9,3,0,25,5,4,0,2,0,22,0,7,0,1,8,22,0,18,0,0,0,1,1,0,0,19,1,0,11,0,9,5,0,6,15,2,5,0,0,21,21,8,9,24,0,6,21,0,3,7,0
-85.500,1,8,83,20,6,0,32,45,10,23,30,32,2,11,0,18,5,17,0,14,5,4,0,0,0,0,3,9,11,6,35,12,4,55,6,5,3,18,0,1,30,10,64,22,5,63,11,25,24,1,19,14,19,135,26,51,35,43,50,62,79,26,68,29,99,43,82,14,29,1,8,35,2,36,0,10,13,18,10,0,0,0,30,17,0,4,1,0,32,3,11,0,2,0,15,0,1,0,0,5,14,3,17,0,3,1,2,0,0,0,17,4,0,11,0,2,11,0,7,11,2,2,3,0,19,31,9,5,17,0,12,23,1,2,13,0
-84.500,1,4,69,16,6,0,29,38,4,15,32,38,2,6,0,12,7,21,0,12,9,7,0,0,0,0,4,11,6,9,38,13,2,53,6,5,4,15,0,0,29,9,90,26,4,78,13,35,25,2,17,18,21,138,25,45,36,41,49,61,74,12,66,33,69,47,76,24,15,2,7,38,8,32,0,8,16,10,14,0,0,0,32,22,0,5,2,0,27,1,6,0,4,0,14,0,4,0,1,8,12,3,22,0,1,2,5,0,0,0,21,2,0,15,0,6,6,0,10,12,2,6,1,0,9,36,3,8,24,0,5,23,2,5,5,0
-83.500,2,5,53,37,8,0,37,51,6,17,17,39,2,2,0,16,7,16,0,8,9,8,0,0,0,0,7,11,6,10,42,9,2,53,3,21,6,11,0,2,31,9,66,19,4,89,11,24,24,1,12,10,20,179,23,40,29,40,41,78,88,24,95,46,51,42,42,17,26,2,8,27,3,43,0,15,10,17,12,3,0,0,40,16,0,1,0,0,42,3,9,0,4,1,16,0,4,0,0,7,9,1,24,0,0,0,2,0,0,0,15,5,0,27,0,5,10,0,6,15,2,3,1,0,14,22,7,4,15,0,7,5,1,1,15,0
-82.500,0,7,70,35,5,0,56,59,11,17,8,29,3,3,0,16,6,17,0,13,19,7,0,0,0,0,8,15,8,11,36,10,4,57,6,7,9,17,28,2,109,5,67,24,11,133,22,36,31,3,6,14,16,156,25,44,39,41,54,75,138,29,138,45,29,35,44,12,24,5,11,30,3,27,0,7,16,18,14,1,0,0,33,12,0,8,1,0,42,4,9,0,1,2,26,0,4,0,1,4,4,3,25,0,0,1,1,0,0,0,17,3,0,22,3,2,14,0,8,13,2,5,1,0,5,12,7,8,13,0,7,0,2,2,9,0
-81.500,1,4,45,32,7,0,40,88,4,9,9,27,2,2,0,14,5,17,0,9,11,4,0,0,0,0,7,13,7,11,23,10,1,44,2,8,12,19,39,3,39,8,64,21,8,90,30,31,19,4,6,16,24,94,12,40,28,41,53,40,134,76,82,49,16,31,28,14,51,6,7,26,12,55,0,15,18,16,13,3,0,0,35,18,0,4,7,0,47,4,6,0,2,6,64,0,5,0,1,6,8,8,41,0,0,1,3,0,0,0,21,3,0,20,1,8,11,0,9,12,1,4,2,0,13,5,8,3,27,0,6,0,0,3,10,2
-80.500,5,10,60,33,5,0,35,49,11,18,5,22,5,1,0,14,12,18,0,10,8,8,0,0,0,0,5,8,8,12,18,3,1,33,10,18,17,12,23,2,32,2,68,20,6,86,40,30,15,2,6,13,19,77,15,40,33,30,56,34,125,59,48,46,10,32,42,14,58,5,10,29,4,27,0,14,23,25,11,19,0,1,36,12,0,4,6,0,35,4,7,0,3,5,27,0,7,0,1,7,2,6,20,0,0,1,5,0,0,0,22,7,0,18,0,2,14,0,8,19,3,4,0,0,3,11,14,6,10,0,9,5,1,3,8,0
-79.500,3,5,52,13,0,1,29,26,10,7,3,30,11,1,0,14,0,15,0,15,7,8,0,0,0,0,7,6,4,11,22,13,2,33,4,19,11,17,27,3,22,11,81,28,12,74,25,26,28,3,4,15,18,53,17,36,40,41,51,27,108,47,20,61,10,33,39,18,71,12,11,30,7,49,0,15,18,25,9,13,0,11,56,17,0,5,9,0,40,1,13,0,3,11,15,0,11,0,0,4,6,4,19,0,0,1,3,3,0,0,16,5,0,14,0,2,18,0,6,13,3,5,2,0,1,9,8,4,20,0,7,1,3,2,13,0
-78.500,1,10,61,21,0,2,31,17,6,13,4,29,12,1,0,12,9,23,0,5,8,8,0,4,0,0,6,7,5,4,30,1,3,24,8,16,5,22,34,2,25,5,84,15,12,69,23,23,19,1,3,14,18,62,14,36,36,31,52,17,135,49,27,91,9,26,38,13,86,13,11,20,10,26,2,15,16,71,17,20,0,13,39,17,0,4,12,0,31,5,5,0,1,15,16,0,14,0,1,6,3,6,17,0,0,1,3,1,0,0,22,8,0,18,0,3,22,0,8,18,4,0,2,0,1,14,5,7,22,0,6,2,2,1,21,0
-77.500,1,7,48,22,0,1,39,12,16,9,2,46,11,2,0,6,11,15,0,13,7,9,2,11,0,0,6,5,10,11,20,7,1,21,0,19,3,13,18,3,15,8,75,17,15,78,20,31,19,7,5,10,22,79,14,38,36,32,55,17,66,54,15,76,9,29,47,11,105,20,13,23,7,50,0,25,29,45,15,15,0,18,35,18,1,4,17,0,41,8,7,0,2,18,22,0,7,0,0,5,2,8,12,0,0,1,8,0,0,0,19,9,0,12,0,5,16,0,30,22,3,9,1,0,3,21,6,3,18,0,7,3,1,4,23,0
-76.500,7,12,49,26,0,0,27,14,35,9,3,29,15,2,0,12,7,25,0,14,4,9,2,9,0,0,6,6,4,5,20,7,1,15,12,25,2,28,25,5,11,12,74,24,10,94,21,19,25,1,1,16,24,87,19,43,55,39,30,16,56,35,23,82,9,25,60,13,54,26,14,14,8,33,0,19,21,38,11,19,0,20,40,17,4,7,24,0,33,3,15,0,2,11,17,0,8,0,3,5,4,5,18,0,0,1,2,1,0,0,18,10,0,18,0,1,31,0,31,27,3,0,3,0,3,13,6,3,24,0,42,2,1,2,15,0
-75.500,4,14,42,25,0,0,25,6,34,8,1,19,22,1,0,5,16,29,0,11,7,9,5,8,0,0,6,6,4,8,17,1,2,17,5,22,3,16,26,4,20,9,90,14,86,85,21,28,27,3,1,15,24,74,11,38,94,33,44,9,40,31,23,52,11,27,68,15,41,27,17,12,13,38,19,12,23,26,17,23,0,22,35,17,7,3,30,0,25,4,8,0,3,6,12,0,4,0,3,5,4,7,12,0,3,2,4,1,0,0,22,17,0,14,0,2,29,0,31,68,7,9,3,0,1,9,3,6,23,0,100,4,2,1,18,0
-74.500,2,19,49,27,0,0,24,6,46,9,2,24,19,2,0,9,105,45,0,9,6,11,7,5,0,0,10,3,8,6,27,8,3,17,7,43,0,25,15,3,42,9,46,25,80,82,16,37,27,5,1,15,23,78,17,58,83,31,31,15,45,25,37,60,6,23,56,12,32,32,23,16,10,52,23,12,23,30,14,27,0,16,33,18,12,8,45,0,30,10,10,0,2,1,11,0,3,0,6,5,0,8,3,0,6,1,5,0,0,0,17,20,0,14,2,3,30,0,35,78,4,0,1,0,1,13,5,3,25,0,58,1,3,3,14,0
-73.500,7,29,80,35,0,0,12,3,45,8,1,10,27,1,0,6,108,43,0,16,7,9,9,8,0,0,12,6,6,5,22,0,0,18,5,19,3,25,20,8,108,16,36,22,62,39,18,24,33,4,2,22,11,66,18,71,88,39,49,7,38,28,23,52,6,26,58,13,24,36,29,14,11,39,26,15,22,30,13,14,0,17,30,28,25,3,62,0,25,4,15,0,1,3,14,0,4,0,11,7,2,11,22,1,9,2,3,0,0,0,20,18,0,18,1,3,27,0,36,81,7,9,5,0,2,2,3,6,34,0,44,6,1,3,10,0
-72.500,6,28,63,42,0,2,8,6,55,6,0,14,32,2,0,5,42,51,0,20,6,14,21,6,0,0,11,3,5,9,20,3,1,25,9,21,0,37,20,5,64,10,29,18,77,29,19,35,37,5,0,16,13,53,11,47,71,39,52,13,34,30,24,50,9,23,37,11,19,34,26,15,12,37,29,16,23,32,17,8,0,22,35,21,16,7,59,0,21,10,13,0,2,2,10,0,4,0,13,4,3,12,8,1,11,1,4,3,0,0,19,13,0,13,1,2,31,0,39,93,6,0,2,1,0,8,3,2,30,0,40,4,14,1,5,3
-71.500,7,18,15,32,0,7,1,0,62,7,0,16,27,1,0,6,15,58,0,15,7,9,33,6,0,0,7,5,6,9,17,6,1,12,9,8,0,40,16,7,44,10,29,20,46,39,21,34,36,6,0,25,12,51,18,41,68,34,36,22,37,29,26,75,10,28,28,13,14,38,34,21,14,42,30,40,21,30,17,6,0,16,34,28,12,6,79,0,26,4,16,0,4,1,12,0,1,0,12,5,5,12,17,3,15,3,8,1,0,0,22,15,0,16,1,1,46,0,43,65,7,8,4,2,2,5,2,3,23,0,33,4,11,1,7,0
-70.500,10,13,14,57,0,16,3,2,75,7,0,14,44,2,0,6,10,26,0,22,12,15,73,5,0,0,7,3,6,7,30,2,3,10,9,21,0,25,21,4,44,13,29,23,28,44,20,44,45,6,0,29,11,44,17,24,63,35,48,65,36,31,16,58,9,28,43,20,8,39,22,6,16,31,30,13,20,23,13,0,0,24,43,24,13,8,67,0,15,10,29,0,9,1,8,0,4,0,4,3,0,15,16,4,15,1,3,0,0,0,22,16,0,20,29,1,30,0,46,32,7,0,2,3,2,6,3,5,22,0,26,6,23,3,3,0
-69.500,10,19,13,63,0,22,6,2,93,6,0,8,53,1,0,4,5,19,0,29,8,17,45,6,0,0,3,3,7,6,19,0,2,8,20,22,0,29,15,15,49,11,42,22,34,32,21,60,51,3,0,22,19,49,16,15,65,40,47,68,37,30,23,70,8,28,26,10,3,36,32,1,17,45,33,14,18,21,27,0,1,32,36,30,12,7,69,0,23,6,17,0,5,0,11,0,2,0,10,8,0,20,13,4,16,2,4,1,0,0,26,15,0,14,25,1,19,0,44,32,8,3,6,3,3,6,7,3,14,0,25,4,27,4,6,0
-68.500,14,11,9,80,0,50,3,2,116,5,0,15,60,1,0,6,3,17,0,18,26,14,38,5,0,0,6,5,5,12,26,2,0,12,33,20,0,33,22,5,41,15,45,24,16,19,21,152,33,12,0,51,15,42,27,12,58,38,62,44,42,29,12,70,6,38,22,12,0,35,29,3,14,36,41,7,16,5,12,3,2,27,29,27,9,8,64,0,17,9,14,0,8,0,8,0,2,1,9,4,0,22,15,5,24,4,8,1,0,0,23,19,0,15,13,4,16,0,64,26,10,5,7,4,2,6,4,4,16,0,21,6,37,1,4,0
-67.500,13,23,10,57,0,27,2,0,217,8,0,18,62,3,0,3,0,11,0,22,11,16,56,4,0,4,3,3,5,9,31,6,0,10,29,34,0,28,10,12,46,14,50,24,10,22,13,118,19,6,0,82,16,44,27,2,65,44,87,42,44,29,15,82,13,52,14,14,0,41,27,4,25,41,40,12,24,12,25,0,3,43,35,42,18,8,73,0,17,14,28,0,8,0,11,0,3,0,8,6,3,24,15,9,24,5,3,2,0,0,31,20,0,15,14,1,15,0,57,31,10,1,23,6,2,4,5,15,13,0,25,10,44,0,3,0
-66.500,15,24,7,45,0,12,3,0,114,4,0,21,93,4,0,6,0,17,0,19,0,21,46,5,0,0,6,5,6,16,26,0,1,13,34,40,0,26,26,11,33,10,65,21,16,5,12,138,19,13,0,109,20,47,35,4,53,37,51,22,47,31,16,72,4,80,16,14,0,47,30,1,36,46,48,14,15,3,38,1,3,54,30,40,14,13,73,0,16,11,12,0,9,0,9,0,3,3,9,5,6,32,15,10,28,18,8,2,0,0,29,19,0,10,9,0,15,0,71,35,11,7,24,8,3,3,12,77,15,0,19,9,40,3,6,0
-65.500,20,25,12,42,17,3,3,0,85,4,0,12,74,1,0,3,0,15,0,17,0,26,39,2,3,4,2,2,8,15,32,0,3,11,39,33,0,25,11,12,44,10,70,25,17,4,10,115,16,13,0,101,23,64,28,7,55,39,67,7,54,23,12,65,10,51,9,15,0,45,29,1,47,53,53,11,22,14,49,2,2,75,31,42,19,12,86,0,17,10,26,0,9,0,10,0,3,3,6,5,0,33,16,11,24,41,6,1,0,0,18,24,0,16,1,1,15,0,83,58,8,0,30,18,2,5,2,29,10,0,16,8,29,5,4,3
-64.500,29,21,10,40,28,5,1,0,77,7,0,18,73,2,0,3,2,16,0,19,0,27,46,6,4,5,6,5,4,23,36,5,2,13,28,27,0,28,26,14,18,22,52,25,7,6,5,66,22,16,0,159,11,46,34,2,46,38,50,2,67,19,12,72,13,52,17,13,0,44,32,4,48,57,57,15,14,2,65,2,5,87,30,44,32,11,92,0,18,17,21,0,8,0,11,0,1,4,6,8,0,45,17,0,23,39,5,2,0,0,13,40,0,12,0,0,9,0,91,55,15,9,36,15,3,4,13,12,12,0,24,16,28,3,6,2
-63.500,37,22,12,31,36,4,3,0,90,5,2,27,70,4,0,4,0,15,0,21,1,37,39,6,6,6,2,1,6,84,36,1,0,24,25,10,0,24,11,16,14,7,36,29,16,6,3,38,14,18,0,196,7,38,39,1,43,23,49,1,51,26,15,81,7,41,5,14,0,51,32,2,39,48,72,15,27,8,34,2,5,113,31,35,17,13,108,0,13,16,38,0,13,0,4,0,3,5,8,6,0,61,18,0,29,47,11,2,0,0,17,30,0,12,1,1,14,0,155,41,12,3,44,31,7,6,2,13,6,0,14,14,24,5,4,0
-62.500,55,20,13,37,46,3,3,0,77,4,13,18,82,4,0,3,0,17,0,14,0,66,42,3,6,8,3,5,7,38,37,1,0,26,27,29,0,24,24,11,21,13,42,21,13,5,8,41,24,21,0,220,8,41,44,7,48,30,36,3,76,21,9,81,6,35,14,18,0,48,26,0,31,48,77,20,20,8,22,3,6,84,31,45,21,20,85,0,25,25,33,0,26,0,2,0,3,6,9,6,0,108,20,0,46,59,6,3,0,0,13,14,0,17,4,0,9,1,52,56,14,11,72,41,7,6,13,13,4,0,19,25,20,8,5,0
-61.500,77,18,13,30,54,6,3,0,82,3,29,28,51,2,0,3,0,13,0,19,0,20,40,6,18,15,4,2,8,30,31,0,0,28,19,42,0,40,14,21,21,16,26,9,10,6,2,48,18,42,0,136,16,39,57,3,66,24,48,1,75,22,10,76,13,36,9,14,0,49,1,1,43,45,57,22,32,6,18,3,6,74,29,39,20,22,93,0,27,34,33,0,45,0,3,0,2,7,5,7,2,137,19,0,24,36,9,2,3,0,9,10,0,13,1,0,11,6,34,27,17,6,77,30,5,8,6,2,3,0,17,38,23,5,5,0
-60.500,65,19,13,34,61,2,1,0,90,8,8,29,68,2,0,1,0,16,1,19,0,16,47,8,23,19,2,4,7,21,13,4,6,44,31,61,0,23,23,16,16,13,37,1,16,4,9,45,26,25,0,90,40,37,32,2,68,41,41,4,89,21,13,61,11,36,8,15,0,48,0,1,49,36,60,23,30,10,14,3,11,64,27,49,16,20,92,0,42,48,13,0,89,2,2,0,5,10,11,7,6,164,23,0,21,36,9,3,4,2,17,5,0,16,1,0,11,6,28,30,16,13,42,26,7,14,15,6,5,4,15,62,25,9,2,0
-59.500,52,22,19,30,71,6,3,0,65,6,0,44,45,8,0,2,2,16,2,23,1,12,43,9,38,17,6,4,8,17,21,2,0,55,19,29,0,30,17,22,19,19,25,0,11,5,7,52,6,24,0,45,29,23,19,3,82,35,45,1,170,18,11,57,6,36,8,17,0,43,0,2,48,42,37,31,25,6,14,5,9,58,34,45,30,29,96,0,58,54,13,0,54,4,3,0,3,4,10,15,0,169,23,0,21,32,12,4,3,6,7,8,0,13,4,0,11,11,32,26,15,15,41,31,4,11,15,8,2,0,15,0,20,10,8,8
-58.500,41,23,24,29,100,6,3,10,64,3,0,66,39,3,0,3,1,19,3,18,2,11,46,10,91,19,0,4,11,15,12,1,0,79,26,0,0,24,45,22,20,15,32,0,10,5,6,45,4,25,0,39,26,21,13,5,76,84,42,2,153,16,7,68,10,39,15,18,0,46,0,1,68,38,44,34,27,12,17,5,35,44,30,44,24,33,120,0,48,84,9,0,32,5,2,0,4,12,11,23,0,103,31,0,19,24,11,3,5,2,15,5,0,16,3,0,13,5,31,30,23,9,22,25,9,10,16,7,1,6,13,0,26,13,2,0
-57.500,40,18,32,31,68,4,2,9,47,10,0,89,34,4,6,2,0,19,4,22,0,15,48,6,122,15,0,5,10,22,16,4,0,59,21,0,0,39,53,23,27,19,26,0,14,5,10,15,7,18,0,34,22,22,15,2,61,74,42,4,100,8,11,62,6,46,3,13,0,37,1,1,34,36,51,49,18,6,13,12,67,43,34,47,38,33,146,0,49,98,16,0,38,12,4,0,8,9,11,24,0,79,25,0,17,16,14,3,7,8,16,5,0,17,2,0,9,15,30,28,21,20,25,33,15,7,26,2,2,0,15,0,27,10,8,4
-56.500,38,20,90,32,49,6,2,15,49,48,0,59,27,12,6,1,0,20,4,22,0,14,49,13,143,12,8,3,11,37,16,2,0,33,26,1,1,43,56,27,26,16,24,0,14,5,9,17,5,22,0,35,17,25,17,2,57,72,58,2,90,11,5,177,12,39,12,19,0,41,0,5,7,41,46,53,21,13,9,12,39,39,35,47,47,18,130,0,47,175,14,0,45,12,0,0,0,11,15,37,0,74,35,0,17,35,18,5,8,7,9,3,0,20,5,0,16,13,26,30,19,24,20,32,12,8,37,5,1,6,16,0,43,37,3,3
-55.500,38,13,76,33,41,7,4,30,42,46,0,38,28,10,4,1,0,23,4,26,1,17,49,6,48,9,0,6,17,43,15,2,5,26,21,2,2,50,46,31,24,18,24,0,14,7,9,13,5,20,0,41,19,17,13,5,63,92,74,4,36,4,9,63,10,36,8,19,0,43,0,10,4,30,64,49,25,13,19,20,27,35,47,54,84,15,115,0,51,50,13,3,53,23,3,0,8,12,15,55,0,68,42,0,20,17,14,5,8,13,11,2,0,19,3,0,13,17,31,29,30,36,19,50,18,7,42,8,2,2,15,0,111,37,7,9
-54.500,34,13,52,39,42,7,7,25,29,30,0,0,18,15,6,3,2,26,4,34,3,18,45,15,46,8,0,7,18,38,18,8,1,23,23,7,2,78,37,35,24,21,21,0,12,5,9,18,5,17,0,40,16,24,15,3,63,141,77,2,24,2,10,38,12,36,12,16,0,39,0,16,5,49,94,40,16,13,14,36,24,31,52,62,99,9,103,0,68,38,14,20,70,52,3,0,13,10,22,43,8,57,60,3,32,25,0,6,11,14,22,4,0,20,6,0,16,12,33,35,27,17,22,72,34,8,21,7,3,36,12,0,71,28,3,7
-53.500,37,22,47,34,34,7,3,25,21,23,0,0,23,18,7,0,1,21,4,35,0,21,45,14,36,13,8,3,24,38,23,2,0,24,23,11,5,103,40,40,30,18,20,0,17,6,10,19,3,7,0,48,34,25,15,2,129,40,76,4,29,3,8,14,12,37,7,18,0,54,2,10,3,34,69,75,21,18,19,22,26,37,72,46,77,9,113,0,56,37,17,18,107,51,0,0,30,15,90,41,0,56,61,2,38,20,0,8,14,16,12,2,1,24,6,0,19,28,36,41,25,16,24,104,51,6,15,5,1,53,16,0,70,28,7,11
