Orientation,Slice1,Slice2,Slice3,Slice4,Slice5,Slice6,Slice7,Slice8,Slice9,Slice10,Slice11,Slice12,Slice13,Slice14,Slice15,Slice16,Slice17,Slice18,Slice19,Slice20,Slice21,Slice22,Slice23,Slice24,Slice25,Slice26,Slice27,Slice28,Slice29,Slice30,Slice31,Slice32,Slice33,Slice34,Slice35,Slice36,Slice37,Slice38,Slice39,Slice40,Slice41,Slice42,Slice43,Slice44,Slice45,Slice46,Slice47,Slice48,Slice49,Slice50,Slice51,Slice52,Slice53,Slice54,Slice55,Slice56,Slice57,Slice58,Slice59,Slice60,Slice61,Slice62,Slice63,Slice64,Slice65,Slice66,Slice67,Slice68,Slice69,Slice70,Slice71,Slice72,Slice73,Slice74,Slice75,Slice76,Slice77,Slice78,Slice79,Slice80,Slice81,Slice82,Slice83,Slice84,Slice85,Slice86,Slice87,Slice88,Slice89,Slice90,Slice91,Slice92,Slice93,Slice94,Slice95,Slice96,Slice97,Slice98,Slice99,Slice100,Slice101,Slice102,Slice103,Slice104,Slice105,Slice106,Slice107,Slice108,Slice109,Slice110,Slice111,Slice112,Slice113,Slice114,Slice115,Slice116,Slice117,Slice118,Slice119,Slice120,Slice121,Slice122,Slice123,Slice124,Slice125,Slice126,Slice127,Slice128,Slice129,Slice130,Slice131,Slice132,Slice133,Slice134,Slice135,Slice136,Slice137,Slice138,Slice139,Slice140,Slice141,Slice142,Slice143,Slice144
46.500,1,9,0,20,0,44,76,14,34,14,0,64,28,49,0,7,113,63,48,0,21,66,20,37,32,9,21,17,23,24,27,29,125,34,16,25,0,10,28,28,23,22,9,21,57,28,18,66,25,39,3,68,11,38,20,19,24,1,53,20,97,45,7,0,26,115,0,41,6,0,73,26,118,59,5,17,0,35,53,26,46,32,0,5,2,5,70,8,20,39,9,0,49,0,9,0,16,36,33,18,34,45,53,3,53,22,75,1,18,20,65,12,4,39,48,20,10,13,0,36,0,11,11,14,66,39,0,22,6,164,31,29,37,29,27,67,4,0,37,20,47,36,9,5
47.500,3,9,0,42,0,52,54,19,34,41,0,66,45,46,0,14,154,59,77,1,22,66,24,35,21,38,24,15,14,17,22,21,146,48,19,42,0,11,23,26,20,16,11,23,51,30,22,53,28,25,21,76,10,49,16,21,15,4,47,21,144,53,5,0,42,98,0,33,7,0,119,27,121,90,9,21,0,24,40,23,56,26,0,0,3,6,90,43,25,29,11,0,56,0,12,0,13,38,30,24,21,53,58,4,94,39,91,2,31,14,73,16,4,36,29,23,8,9,0,20,0,15,12,17,56,46,0,17,7,96,49,24,29,27,27,74,2,0,42,9,16,35,13,11
48.500,4,10,0,20,3,61,36,20,35,30,0,89,46,36,0,13,142,32,87,0,21,25,21,35,17,224,20,19,22,15,31,25,85,59,22,40,0,9,25,32,16,21,9,23,62,46,18,57,16,23,29,82,10,50,13,24,21,12,35,27,117,47,11,0,32,109,0,37,12,0,95,21,105,83,8,19,0,27,34,20,55,20,0,0,4,5,80,60,25,23,10,0,55,0,13,0,15,33,26,14,21,72,69,5,90,37,113,0,39,19,70,13,2,28,19,25,6,15,2,24,0,10,5,20,37,24,0,26,6,87,25,23,22,24,28,56,0,0,56,13,21,45,12,10
49.500,11,13,0,17,1,79,30,27,34,20,1,98,65,24,0,15,136,31,99,0,22,15,18,49,15,211,21,14,17,9,33,21,61,86,15,44,0,11,30,33,17,13,26,27,60,62,14,57,23,53,31,103,8,48,11,29,16,17,55,29,93,45,11,0,41,66,0,39,19,0,68,24,93,58,9,18,3,29,21,16,45,13,0,0,1,6,60,34,28,15,11,0,56,0,9,0,16,21,19,16,13,75,90,4,100,39,86,0,41,17,37,16,7,26,15,27,8,18,25,19,6,9,9,23,29,39,0,25,11,95,14,24,24,26,30,52,0,0,42,20,29,40,14,14
50.500,15,15,0,21,1,50,20,37,44,18,0,138,70,23,0,15,67,18,93,0,28,18,20,136,13,82,24,10,18,7,31,21,46,55,14,49,0,12,28,62,7,13,8,38,63,25,13,57,21,42,33,73,11,65,15,39,50,31,46,36,67,38,7,3,30,48,0,50,23,0,67,15,87,48,10,19,8,35,11,19,28,11,0,0,2,4,31,28,26,12,10,0,42,0,15,0,10,23,23,18,8,70,64,13,106,55,73,48,39,31,24,13,4,24,33,36,3,19,23,14,32,11,4,29,21,35,12,28,11,86,14,20,16,17,37,43,4,0,52,7,25,39,17,10
51.500,27,27,0,13,2,27,24,33,65,30,0,91,94,21,0,22,52,17,89,0,26,9,16,39,8,73,22,12,18,4,28,17,43,44,16,39,0,6,32,46,14,15,3,42,52,17,8,44,21,45,31,62,7,63,10,40,55,43,45,41,72,45,6,23,29,46,0,47,36,0,67,16,92,49,11,12,11,47,8,71,33,9,0,0,3,5,15,23,20,7,17,0,40,0,9,0,2,22,19,11,10,80,48,63,110,46,52,19,36,30,16,16,7,27,35,35,4,18,27,15,27,9,9,10,19,29,20,33,16,77,13,18,22,8,37,41,1,0,59,14,14,35,23,13
52.500,54,36,0,8,2,8,18,47,73,21,0,77,21,19,0,26,47,16,99,0,30,6,19,19,9,67,24,15,20,4,20,21,38,45,7,41,0,7,31,45,8,12,1,72,49,12,9,28,27,39,35,50,8,62,13,36,76,74,34,53,77,41,4,46,33,32,0,69,59,0,60,9,100,29,13,19,13,35,0,79,15,9,0,0,1,5,23,22,25,6,11,0,39,0,11,0,0,33,19,17,10,91,46,95,117,49,41,13,47,56,14,15,5,19,36,47,3,21,47,9,27,11,4,6,17,30,23,52,24,94,10,4,20,8,11,34,0,0,69,20,9,32,24,17
53.500,31,34,0,1,1,4,20,50,78,22,0,73,6,12,15,25,39,11,81,0,29,8,20,19,9,63,28,9,18,1,20,15,35,37,13,40,0,14,27,35,7,10,1,77,47,7,4,33,20,49,17,39,12,70,14,37,62,86,27,77,79,43,2,83,33,44,0,53,31,0,66,14,121,18,16,17,10,30,0,73,31,6,0,0,0,1,22,18,28,5,16,0,63,0,13,0,0,12,27,9,7,118,41,59,148,37,43,16,43,43,10,15,11,20,37,47,5,28,54,17,27,8,7,6,17,29,25,50,22,80,9,5,23,9,8,33,0,0,30,11,9,30,34,10
54.500,21,35,0,2,1,5,19,42,60,13,0,45,3,20,20,37,26,13,60,0,34,6,4,17,5,63,26,16,15,0,22,17,34,31,11,41,0,6,25,27,11,10,3,151,44,8,11,25,22,48,15,26,5,61,10,23,56,76,16,70,61,37,4,35,35,39,0,57,20,0,68,13,87,18,24,11,7,25,0,41,20,5,0,0,4,4,50,17,6,4,15,0,46,0,13,0,0,0,25,14,16,98,40,47,108,38,30,25,73,25,8,34,6,21,37,64,3,24,48,6,36,6,5,5,20,34,21,63,14,85,8,3,13,6,8,34,2,0,27,13,5,30,38,14
55.500,13,29,0,0,5,4,17,39,47,19,0,29,3,6,20,42,23,9,48,0,30,4,3,16,10,51,29,8,51,0,20,20,30,33,11,28,0,12,22,28,3,8,1,215,41,0,7,24,24,63,18,22,11,47,11,26,36,83,16,69,57,34,3,25,46,50,0,55,14,0,63,6,71,8,25,16,1,22,0,24,57,5,0,0,0,4,58,19,7,3,8,2,29,0,14,0,0,0,24,12,12,84,33,43,90,33,26,78,84,34,9,28,15,24,38,48,2,29,38,13,26,2,8,6,9,26,29,84,18,64,9,3,17,9,5,25,2,0,16,15,4,25,14,18
56.500,11,34,0,0,3,4,20,38,41,9,0,15,1,19,22,42,19,9,50,0,28,5,3,11,10,39,44,15,68,0,17,13,31,25,6,30,0,12,19,18,10,7,3,55,38,1,15,33,27,46,12,22,12,37,9,25,25,58,32,68,55,37,20,17,70,37,0,63,12,0,39,3,70,11,33,15,3,23,0,13,93,5,0,0,3,3,45,8,19,3,15,7,40,0,12,0,0,0,22,12,24,151,35,37,115,31,33,81,27,21,7,17,9,31,41,42,1,43,31,4,34,5,6,5,17,42,26,155,16,86,5,2,17,6,5,24,3,0,21,19,11,30,11,10
57.500,10,25,0,0,6,2,17,51,27,12,0,4,0,12,27,46,6,9,38,0,23,1,2,20,21,28,39,8,67,0,18,18,29,25,10,32,0,17,15,15,5,8,1,9,31,0,11,14,26,34,8,16,5,47,12,26,18,45,55,70,56,37,21,10,46,16,9,55,12,0,30,2,45,16,48,14,0,6,0,15,61,2,0,0,1,1,38,18,5,4,9,11,37,0,15,0,0,0,20,11,80,128,30,38,107,39,18,77,25,19,7,23,12,27,36,35,4,17,9,16,30,2,7,9,9,30,33,101,13,73,7,5,14,9,6,31,2,0,16,13,57,28,2,12
58.500,10,29,0,0,10,5,13,65,17,15,0,3,0,10,24,48,7,6,40,0,23,4,2,20,27,19,32,11,34,0,16,13,31,26,0,23,0,13,13,13,9,6,3,3,33,0,5,13,35,35,11,14,9,35,11,21,19,40,42,77,46,32,21,10,32,9,8,44,4,0,20,0,0,8,43,10,0,1,0,9,44,4,0,0,2,5,41,16,11,2,10,15,26,0,16,0,0,0,24,16,85,137,41,32,94,13,6,46,30,12,5,13,14,31,35,34,0,15,13,16,25,3,8,5,11,77,32,97,15,78,6,0,14,5,3,27,2,0,20,15,30,29,8,15
59.500,10,27,0,0,13,2,22,45,11,9,0,1,0,17,23,57,4,8,62,0,17,2,2,13,22,23,22,13,28,0,11,14,29,26,2,29,0,10,11,11,8,8,0,5,23,0,8,1,51,29,14,15,13,49,14,26,15,32,27,77,48,42,20,12,27,14,7,43,5,0,8,0,0,14,22,10,0,2,0,5,39,1,0,0,2,3,25,18,11,4,8,12,35,0,13,2,0,0,17,10,42,101,33,31,90,0,4,33,19,14,6,19,16,37,38,33,1,13,5,22,20,0,9,8,13,73,54,138,14,50,6,0,11,8,5,27,3,0,16,20,24,16,4,13
60.500,7,31,0,0,13,2,16,26,15,9,0,1,0,11,27,81,10,6,31,0,17,1,1,17,11,19,26,11,22,0,11,13,29,20,7,23,0,5,8,10,8,6,4,0,25,0,6,8,65,13,7,13,14,42,17,43,18,23,20,89,49,38,31,15,20,10,16,45,11,0,13,0,0,5,18,7,0,0,0,10,43,2,0,0,4,1,16,20,9,1,10,15,23,0,8,3,0,1,24,17,39,83,27,31,103,0,7,21,48,8,4,12,13,41,32,32,2,15,10,38,21,0,10,9,7,62,108,81,11,24,5,8,17,3,5,28,2,0,18,22,19,21,3,7
61.500,8,44,0,0,19,2,19,19,13,10,0,2,0,8,27,78,2,5,23,0,8,1,2,18,17,9,32,12,16,0,9,10,29,17,0,34,0,5,12,7,10,6,2,6,24,0,7,0,33,21,7,8,40,34,15,51,12,18,19,115,41,37,21,17,25,7,19,41,11,0,7,0,0,11,7,12,0,0,0,2,23,0,0,0,3,3,18,19,6,1,9,14,22,0,16,4,0,0,21,12,43,88,3,36,111,0,2,22,48,10,5,15,14,53,42,29,4,22,4,29,17,0,11,12,13,55,61,81,13,21,6,0,17,13,5,22,5,0,20,24,17,16,3,18
62.500,7,51,0,0,21,3,20,15,13,15,0,2,0,16,26,56,5,5,22,0,6,0,0,19,9,17,25,13,16,0,5,18,30,9,0,25,0,3,7,9,6,6,5,0,15,0,7,4,40,13,9,13,45,40,13,42,10,3,14,46,44,46,19,33,13,12,13,64,10,0,9,0,0,9,10,8,0,0,0,4,13,0,0,0,44,0,13,26,8,0,6,14,23,0,17,6,0,0,21,14,40,82,4,43,141,0,3,20,49,7,5,14,14,61,38,29,0,9,7,10,19,6,21,10,5,54,50,69,12,10,3,0,19,0,13,18,5,0,21,27,15,16,1,11
63.500,7,35,0,0,35,3,22,13,14,6,0,0,0,23,26,42,6,4,18,0,0,0,0,15,7,5,21,11,11,0,2,7,34,9,9,16,0,2,4,6,10,7,4,0,17,0,8,0,27,17,9,14,38,27,15,48,9,0,19,36,43,100,17,31,14,6,10,63,11,0,8,0,0,5,10,4,0,0,0,4,7,0,0,0,37,4,7,27,10,3,13,15,14,0,17,8,0,3,22,11,50,81,5,59,53,0,3,12,64,7,4,13,45,100,42,44,1,7,6,10,18,7,10,19,9,60,32,59,10,10,6,9,12,15,11,22,5,0,1,40,14,14,4,10
64.500,10,26,0,0,21,1,25,8,10,11,0,0,0,24,28,31,3,4,16,0,0,0,0,25,8,6,20,13,10,0,0,15,73,6,0,16,0,1,7,6,10,8,2,0,19,0,5,0,39,18,7,7,39,32,10,47,5,49,13,30,50,93,15,23,16,7,10,57,12,0,6,0,0,6,4,6,0,0,0,0,7,0,0,0,41,0,9,10,3,2,6,15,15,0,16,7,0,0,19,13,34,60,7,19,36,0,6,18,62,4,4,12,18,52,56,52,2,10,2,9,15,1,7,22,10,71,39,66,16,12,3,8,14,2,22,15,4,0,0,144,11,11,5,12
65.500,16,12,0,0,17,2,27,8,14,11,2,0,0,52,19,21,7,4,13,0,0,0,0,21,7,9,28,16,11,0,0,11,79,4,0,13,0,0,2,8,10,7,5,0,9,0,6,0,52,9,5,11,33,42,9,53,2,91,18,28,43,97,16,27,11,5,2,45,12,0,7,0,0,7,4,5,0,0,0,0,5,0,0,7,77,3,4,14,9,2,18,18,18,0,18,7,0,2,22,9,27,50,4,20,21,0,1,10,66,5,3,18,13,23,41,46,4,2,7,12,21,1,5,52,6,57,48,139,11,6,7,7,17,7,28,13,9,0,0,80,11,9,6,11
66.500,10,3,0,0,16,1,33,6,13,10,0,0,0,36,31,25,5,5,12,0,0,0,0,22,7,9,18,15,5,0,0,12,104,2,3,17,0,0,0,4,13,7,3,0,16,0,7,0,92,21,5,14,23,46,11,60,3,76,28,24,46,109,17,21,15,8,3,39,12,0,5,0,0,5,6,4,0,0,0,1,0,0,0,9,70,1,3,16,6,1,20,16,10,0,18,5,0,2,23,12,18,40,1,26,16,0,2,14,58,4,5,8,15,1,51,44,0,7,3,10,13,0,6,45,8,76,29,40,17,10,4,3,10,8,34,17,10,0,0,18,8,15,12,14
67.500,14,4,0,0,10,4,27,1,14,16,2,0,0,25,24,25,6,2,14,0,0,0,0,28,5,0,13,23,4,0,0,20,92,0,6,18,0,0,0,6,22,8,3,0,9,0,8,0,50,14,9,7,19,41,9,62,2,63,23,20,56,82,13,17,10,4,1,44,15,0,4,0,0,7,3,6,0,0,2,3,0,0,0,9,54,2,3,12,6,0,16,12,6,0,16,5,0,0,23,8,22,44,1,33,13,0,2,8,40,5,3,18,8,0,34,50,0,2,1,12,16,0,2,19,7,44,31,33,9,5,4,4,12,6,36,8,11,0,0,13,10,3,36,12
68.500,10,15,0,0,9,3,30,3,14,21,1,0,0,21,20,20,8,4,8,0,0,0,0,30,1,1,13,17,17,0,0,16,59,0,0,21,0,0,1,5,12,9,3,0,10,0,5,0,26,21,6,10,15,38,10,66,6,53,28,18,75,66,15,23,17,4,4,31,18,0,6,0,0,4,0,3,0,0,8,0,0,0,0,8,36,1,0,20,6,1,25,10,17,0,20,5,0,2,23,7,13,32,5,37,1,0,4,9,17,2,3,15,9,0,27,36,7,4,3,0,24,2,4,13,6,34,21,24,16,11,3,1,26,7,43,12,18,0,0,12,9,2,27,12
69.500,10,2,3,0,10,1,33,0,14,15,2,0,0,10,28,16,6,2,9,0,0,0,0,43,8,3,10,19,12,0,0,14,49,0,3,25,0,0,4,1,10,1,4,0,9,0,4,0,13,23,7,11,13,33,13,96,3,54,39,18,67,66,18,17,15,2,1,27,23,0,5,0,0,4,0,4,0,0,10,0,2,0,0,7,21,1,0,18,3,0,17,7,11,0,23,5,0,1,39,11,2,30,0,50,0,0,3,9,6,3,3,14,7,0,24,40,0,4,1,0,34,2,1,9,6,22,18,21,9,7,6,4,22,7,43,13,24,0,0,11,8,13,19,11
70.500,13,1,10,0,7,1,26,1,16,31,2,0,0,9,18,15,12,3,8,0,0,0,0,45,5,4,9,15,9,0,0,14,33,0,6,19,0,0,0,10,6,0,5,0,8,0,4,0,10,27,4,11,11,25,10,67,7,52,31,12,52,57,18,21,12,0,2,30,42,0,4,0,0,4,0,33,0,0,10,3,7,0,0,5,11,3,0,28,3,0,21,10,8,0,25,5,0,2,56,3,0,31,0,63,0,0,1,8,3,7,3,16,9,0,19,21,3,1,0,0,25,1,3,8,8,22,14,16,14,7,3,2,22,8,60,8,10,10,0,9,7,4,11,13
71.500,9,9,12,0,7,1,24,2,15,22,3,0,0,9,21,17,6,1,8,0,0,0,0,33,1,4,7,11,8,0,0,12,16,0,0,12,0,0,0,0,6,0,2,0,6,0,2,0,6,46,5,8,10,25,10,55,13,35,26,12,43,35,20,18,22,1,2,25,39,0,3,0,0,4,0,31,0,0,8,0,8,0,0,8,7,1,0,22,8,2,21,7,14,0,26,6,0,0,15,9,0,25,0,0,0,0,1,7,3,13,2,16,1,0,23,34,4,2,0,0,44,0,1,5,4,17,10,17,12,4,5,1,15,7,49,12,5,14,0,6,8,1,8,15
72.500,10,4,14,0,7,3,15,3,20,21,2,0,0,4,17,11,14,4,6,0,0,0,0,32,2,0,6,20,7,0,0,13,12,0,4,11,0,0,0,9,6,0,3,0,10,0,2,0,17,59,7,9,4,29,8,48,13,41,23,17,32,35,22,23,16,1,1,24,45,0,6,0,0,5,0,43,0,0,1,0,5,0,0,5,10,1,0,0,3,1,31,10,7,0,24,4,0,5,14,2,0,24,0,0,0,0,1,11,4,9,1,27,7,0,15,22,4,4,0,0,52,1,3,5,5,17,8,13,12,8,3,1,9,8,43,12,8,13,0,10,9,13,5,9
73.500,12,1,14,0,5,2,13,4,22,20,75,0,0,6,20,12,19,3,6,0,0,0,0,34,2,0,6,14,12,0,0,14,12,0,4,9,0,0,0,2,5,0,4,0,5,0,0,0,6,3,6,2,7,23,10,43,29,44,15,16,30,31,21,16,18,0,1,25,47,0,3,0,0,4,0,49,0,0,5,2,4,0,0,5,8,2,0,0,2,1,21,8,5,0,25,6,0,1,10,6,0,18,5,0,0,0,5,4,1,14,2,19,3,0,16,27,2,1,2,0,32,3,0,4,6,13,4,12,7,9,3,0,6,10,45,11,0,10,0,3,7,3,4,13
74.500,10,3,8,0,8,1,8,6,0,19,28,0,0,6,13,7,14,12,5,0,0,0,0,38,3,0,5,18,13,0,0,15,11,0,3,8,0,0,0,8,0,0,2,0,6,0,2,0,7,4,7,5,2,26,9,31,19,38,29,10,21,26,18,17,21,0,1,22,30,0,3,0,0,5,0,11,0,0,4,9,2,0,0,10,9,2,0,0,2,1,60,9,6,0,15,3,0,2,8,5,0,20,0,0,0,0,1,8,1,13,2,19,1,0,11,24,8,1,2,0,21,1,1,4,4,8,7,14,23,4,0,1,4,10,49,11,5,10,0,6,4,3,3,17
75.500,12,9,8,0,5,1,4,8,0,13,34,0,0,5,9,11,17,16,6,0,0,0,0,45,1,0,4,19,6,0,0,11,10,0,4,5,0,0,0,13,0,0,5,0,4,0,36,0,11,10,6,4,3,22,14,21,14,41,25,16,12,3,22,17,26,0,1,23,24,2,2,0,0,6,0,7,0,0,0,5,3,0,0,4,7,0,0,0,4,0,76,11,10,0,17,8,0,5,8,0,0,17,0,0,0,0,1,9,1,16,2,22,7,0,14,21,10,1,1,0,19,1,1,0,5,8,7,9,8,4,0,2,3,8,48,12,2,8,0,7,8,12,3,11
76.500,16,1,8,0,2,1,6,12,0,20,41,0,0,1,11,10,10,15,3,0,0,0,0,32,0,0,5,18,6,0,0,7,0,0,5,7,0,0,0,17,0,0,2,0,5,0,46,0,9,1,4,4,5,29,7,20,14,38,7,20,7,6,20,11,23,0,2,19,20,1,7,0,0,5,0,5,0,0,5,7,4,0,0,6,7,3,0,0,5,0,50,11,4,0,16,4,0,3,8,3,0,12,0,0,0,0,1,5,0,13,1,19,13,0,13,32,4,2,2,0,18,3,2,1,7,5,6,8,25,9,0,1,3,14,67,15,2,10,0,5,4,7,2,10
77.500,14,4,7,0,8,1,2,11,0,19,20,0,0,7,3,6,11,15,6,0,0,0,0,29,1,0,3,10,3,0,0,1,0,0,4,7,0,0,0,17,0,0,2,0,3,0,0,0,4,0,10,6,2,17,14,19,13,43,4,16,15,2,16,13,24,0,1,19,16,3,2,0,0,4,11,12,0,0,3,9,1,0,0,3,4,1,0,0,2,0,19,13,2,0,12,7,0,2,8,2,0,15,5,0,0,0,3,6,0,17,1,24,11,0,8,19,3,3,1,0,18,2,1,5,3,10,8,7,22,7,0,0,4,17,39,14,3,9,0,2,6,8,2,7
78.500,0,7,5,0,2,4,3,10,0,19,11,0,0,3,8,10,7,19,1,0,0,0,0,17,2,0,3,15,6,0,0,4,0,0,6,10,0,0,0,17,0,0,4,0,6,0,0,0,13,0,6,7,4,23,15,18,8,40,4,26,7,4,23,9,26,0,4,21,15,2,2,0,0,2,13,7,0,0,0,3,4,0,0,4,4,1,0,0,2,0,32,22,6,0,13,3,0,4,4,0,0,13,0,0,0,0,3,6,0,16,1,36,6,0,12,30,1,0,4,0,13,2,0,0,2,7,10,8,17,6,0,1,3,0,42,11,1,9,0,5,6,8,0,9
79.500,0,0,6,0,5,2,3,11,0,18,7,6,0,0,2,6,7,16,7,0,0,0,2,26,2,0,3,13,4,0,0,5,0,0,5,4,0,0,0,18,0,0,1,0,1,0,3,0,3,0,7,12,2,25,11,15,12,47,0,28,9,3,14,4,25,0,6,17,10,5,3,0,0,5,9,3,0,0,3,8,0,0,0,5,3,1,0,0,2,0,21,15,6,0,10,10,0,4,4,1,0,12,0,0,0,0,1,3,0,14,0,14,5,0,11,20,1,0,1,0,12,3,0,0,9,4,13,13,22,6,0,0,2,0,23,9,0,21,0,4,4,37,0,6
80.500,0,4,6,0,6,1,4,8,0,19,6,6,0,3,11,6,4,19,1,0,0,0,7,20,6,0,3,13,0,0,0,4,0,0,8,6,0,0,0,20,0,0,3,0,7,0,3,0,10,0,7,18,4,28,19,16,9,40,0,39,8,3,19,7,19,0,4,17,16,3,3,0,0,4,12,9,0,0,4,6,6,0,0,9,3,2,0,0,1,2,23,11,3,0,7,3,0,4,5,4,0,10,0,0,0,0,2,12,0,21,1,5,6,0,9,27,0,0,5,0,13,2,0,0,1,7,15,3,17,13,0,1,5,0,34,8,3,27,0,5,5,19,0,5
81.500,0,7,5,0,3,0,3,9,0,17,2,7,0,4,4,7,3,27,4,0,0,37,13,29,9,0,1,10,6,0,0,2,0,0,8,6,0,0,0,16,0,0,2,0,2,0,2,0,4,0,8,12,2,18,15,10,13,47,0,26,8,4,19,1,23,0,2,27,10,8,2,0,0,1,17,11,0,0,0,14,0,0,0,4,1,1,0,0,4,0,23,11,3,0,17,8,0,4,8,0,0,9,3,0,0,5,1,2,0,14,0,3,4,0,7,20,0,1,3,0,12,5,0,3,2,5,13,7,17,3,0,1,4,0,16,7,1,3,0,5,4,9,0,3
82.500,0,0,6,0,2,0,2,14,0,19,0,3,0,1,8,7,2,30,4,0,0,38,13,33,12,0,2,13,2,0,0,4,0,0,11,13,0,0,0,20,0,0,2,0,2,0,2,0,5,0,13,7,3,29,16,13,9,58,0,19,11,2,17,2,18,0,10,12,11,5,5,0,0,3,23,7,0,0,0,19,6,0,0,1,2,3,0,0,3,1,16,7,2,0,8,5,0,3,5,0,0,12,3,0,0,14,4,1,0,26,0,2,4,0,11,24,0,2,3,0,6,6,0,1,4,6,12,5,5,11,0,1,0,0,22,5,1,0,0,2,4,6,0,5
83.500,0,5,3,0,3,5,3,8,0,37,0,9,0,2,9,5,2,40,2,0,0,31,27,43,23,0,2,12,0,0,0,2,0,0,19,5,0,0,0,19,0,0,2,0,5,0,7,0,5,0,12,8,1,30,20,10,12,36,2,22,11,3,18,3,12,0,8,24,11,8,2,0,0,4,25,2,0,0,4,2,0,0,0,1,0,2,0,0,1,0,13,7,2,0,9,7,0,8,4,4,0,6,0,0,0,18,1,4,0,26,0,3,2,0,7,28,0,0,4,0,0,4,0,0,5,4,13,11,2,11,0,1,5,0,27,4,0,4,0,4,6,26,0,5
84.500,0,6,5,0,6,2,4,18,0,35,0,3,0,1,13,6,0,25,2,0,0,28,20,87,18,0,2,4,3,0,0,15,0,0,29,6,0,0,0,23,0,0,1,0,1,0,1,0,4,0,16,7,3,24,20,14,8,24,0,10,11,2,18,3,18,0,5,18,7,10,2,0,0,2,39,4,0,0,4,6,4,0,0,3,0,1,0,0,2,0,7,6,2,0,15,5,0,3,8,0,0,10,0,0,0,18,1,5,0,33,0,3,1,0,9,19,0,0,2,0,2,14,0,0,1,6,9,8,1,8,0,0,4,0,19,6,2,7,0,5,5,7,0,5
85.500,0,3,6,0,1,1,5,25,0,42,0,6,2,3,23,2,0,16,3,0,0,28,22,75,15,0,1,6,2,0,0,3,0,0,48,7,0,0,0,24,0,0,4,0,6,0,4,0,4,0,12,0,0,32,16,5,14,22,0,12,6,0,11,0,16,0,14,20,11,13,2,0,0,2,22,1,0,0,0,1,2,0,0,1,0,2,0,0,1,0,11,4,5,13,8,4,0,5,11,0,0,7,0,0,0,21,1,3,0,37,1,2,4,0,8,32,0,0,5,0,0,27,0,0,2,7,9,5,3,8,0,0,2,0,26,3,1,15,0,2,4,6,0,3
86.500,0,2,3,0,3,0,3,46,0,48,0,5,1,1,9,17,0,18,2,0,0,22,19,40,12,0,4,3,0,0,0,8,0,0,19,15,0,0,0,0,0,0,2,0,1,0,7,0,4,0,17,0,0,34,20,12,8,20,0,18,11,2,21,0,13,0,6,19,8,12,4,0,0,3,16,0,0,0,0,2,3,0,0,0,0,3,0,0,2,1,6,7,1,19,14,9,0,7,5,3,0,5,5,0,0,28,5,1,0,45,12,1,2,2,7,27,0,0,4,0,0,10,1,0,2,5,8,4,2,11,0,2,1,0,20,2,1,33,0,2,5,14,0,3
87.500,0,5,4,0,4,0,4,53,0,0,3,3,0,2,12,22,0,11,5,0,0,19,22,29,12,0,0,6,0,0,0,10,0,0,9,9,0,0,0,0,0,0,1,0,2,0,1,0,2,0,14,0,0,31,23,4,13,21,3,13,10,0,13,0,17,0,12,23,7,9,1,0,0,2,13,3,0,0,5,5,3,0,0,2,0,1,0,0,3,1,14,4,3,26,11,5,0,5,8,0,0,9,1,0,0,27,0,0,0,53,21,3,1,2,13,27,0,1,4,0,0,8,2,0,5,4,8,6,0,14,0,1,4,0,21,4,0,35,0,7,3,14,0,3
88.500,0,4,6,0,4,6,6,34,0,3,2,8,3,1,7,20,0,14,0,0,0,18,14,18,10,5,1,4,0,0,0,13,0,0,6,13,0,0,0,0,0,0,1,0,3,0,10,0,0,0,18,0,0,34,23,13,9,21,0,15,14,0,15,0,9,0,7,26,6,17,3,0,0,1,13,2,0,0,3,1,3,0,0,0,0,4,0,0,2,1,29,3,3,27,11,4,0,4,6,0,0,7,0,0,0,52,1,2,0,42,22,1,0,5,7,39,0,2,4,0,0,7,6,0,1,9,1,7,0,13,0,1,3,0,29,1,0,21,4,6,7,7,0,4
89.500,0,2,2,0,2,2,6,25,0,2,3,4,2,1,7,17,0,4,2,0,0,24,12,9,12,10,1,5,0,0,0,9,0,0,4,14,0,0,0,0,0,0,4,0,1,0,6,0,0,0,11,0,0,20,29,3,13,14,0,15,9,0,18,0,18,0,16,22,10,7,3,0,0,3,12,1,0,0,0,2,3,0,0,0,0,2,0,0,1,1,39,2,2,39,19,8,0,9,12,2,0,8,0,0,0,29,2,1,0,27,24,1,1,8,6,45,0,0,4,0,0,3,4,0,1,7,0,6,3,15,2,0,2,0,18,3,1,13,4,5,3,6,0,5
